Wavelength	LMW300001.asd
350	 0.123081415092433 
351	 0.125190765884018 
352	 0.122448436727236 
353	 0.11458523629647 
354	 0.126793810537566 
355	 0.124987589803066 
356	 0.117446369119026 
357	 0.118933819771776 
358	 0.124828187514045 
359	 0.122644815640007 
360	 0.116017071174266 
361	 0.117710507156927 
362	 0.118433953250118 
363	 0.11688407226998 
364	 0.115741161592521 
365	 0.123047440074678 
366	 0.12056566435365 
367	 0.116138207491699 
368	 0.120226602279075 
369	 0.123915476867252 
370	 0.124359991675254 
371	 0.123526687676969 
372	 0.126156817960812 
373	 0.130215646006425 
374	 0.132242999222934 
375	 0.131475354755445 
376	 0.131934379831954 
377	 0.132292754268967 
378	 0.133422057774095 
379	 0.135966456685376 
380	 0.137506596726972 
381	 0.138549703886626 
382	 0.13953227929092 
383	 0.140823654778064 
384	 0.143929366483292 
385	 0.14549793171744 
386	 0.14468071364617 
387	 0.146528516919078 
388	 0.149349863543001 
389	 0.151737742713692 
390	 0.152852980842965 
391	 0.154099396519926 
392	 0.157102713555619 
393	 0.160912171099318 
394	 0.162686407233463 
395	 0.165201123723148 
396	 0.168115743122241 
397	 0.170718803604688 
398	 0.172712424823956 
399	 0.174421719265607 
400	 0.177225940083467 
401	 0.181744816481785 
402	 0.182300283063641 
403	 0.183885663229687 
404	 0.187415564558421 
405	 0.189184923148265 
406	 0.191868757344606 
407	 0.194619798018374 
408	 0.196369360248937 
409	 0.196984231610075 
410	 0.198792918711954 
411	 0.201231392444137 
412	 0.202672584796023 
413	 0.204835665216713 
414	 0.206293765582348 
415	 0.20679723928091 
416	 0.207895191980675 
417	 0.208508581960466 
418	 0.209255760053921 
419	 0.210577409550836 
420	 0.211023120058453 
421	 0.211050104703726 
422	 0.21127959482055 
423	 0.21219776972758 
424	 0.211801612335985 
425	 0.211450674734901 
426	 0.211797836615823 
427	 0.211469905312662 
428	 0.210845921866597 
429	 0.210289436475004 
430	 0.210012128574681 
431	 0.209394210633936 
432	 0.208645544000287 
433	 0.208046980905382 
434	 0.207884143056447 
435	 0.208089648068074 
436	 0.20849222392098 
437	 0.208931583684451 
438	 0.209253101637125 
439	 0.210239806252379 
440	 0.211686251242773 
441	 0.212949833323658 
442	 0.214320022275223 
443	 0.215842442481644 
444	 0.217458809638414 
445	 0.218976727048173 
446	 0.220587953014905 
447	 0.222279845771784 
448	 0.223980956344783 
449	 0.225647720863888 
450	 0.227320937876994 
451	 0.229041930836979 
452	 0.230823390804025 
453	 0.232242497791362 
454	 0.233536828035709 
455	 0.234986905541727 
456	 0.236745956008281 
457	 0.238059149381617 
458	 0.239154245643513 
459	 0.240592234350271 
460	 0.241710049337916 
461	 0.242626099810414 
462	 0.243556408456409 
463	 0.244754295369082 
464	 0.245718499680281 
465	 0.246600470457486 
466	 0.247595025280168 
467	 0.248292005273493 
468	 0.248870615832421 
469	 0.249491246352265 
470	 0.250268956430937 
471	 0.251042406780893 
472	 0.2518158674586 
473	 0.252578222507787 
474	 0.253182313383319 
475	 0.253922575941418 
476	 0.25473663531268 
477	 0.255427287648551 
478	 0.2560914103175 
479	 0.256772628750956 
480	 0.257458304248207 
481	 0.25805998855185 
482	 0.258783511015639 
483	 0.259614359979521 
484	 0.260441871091203 
485	 0.26107749505694 
486	 0.261558331124236 
487	 0.262023263977705 
488	 0.262673223319398 
489	 0.263372439633169 
490	 0.26412811126226 
491	 0.264886042713544 
492	 0.265356568411708 
493	 0.265906353298366 
494	 0.266593288316458 
495	 0.267311362838906 
496	 0.26792410437479 
497	 0.268630038803561 
498	 0.26942409603637 
499	 0.269955079361858 
500	 0.270403087178661 
501	 0.271027219540021 
502	 0.271935806908182 
503	 0.272476996796363 
504	 0.273137118535802 
505	 0.273912884787534 
506	 0.27434826662514 
507	 0.274806283361881 
508	 0.275348495546683 
509	 0.275941124682654 
510	 0.276456989546612 
511	 0.277045105817262 
512	 0.277655563704678 
513	 0.278153556433048 
514	 0.278654257741456 
515	 0.279178928718619 
516	 0.27972670011467 
517	 0.28028938298035 
518	 0.280723860638992 
519	 0.281101993413745 
520	 0.281560699536262 
521	 0.282150071746616 
522	 0.282755227234423 
523	 0.283280974683256 
524	 0.28366917939742 
525	 0.284159376585535 
526	 0.284645703851555 
527	 0.285030702710538 
528	 0.285511439528843 
529	 0.285947760647027 
530	 0.286350560192577 
531	 0.286823149794343 
532	 0.287290395772126 
533	 0.287802442996723 
534	 0.288348842876777 
535	 0.288742333264904 
536	 0.289212026593217 
537	 0.2897177769023 
538	 0.290132971990036 
539	 0.290525347323933 
540	 0.290945149511642 
541	 0.291393948345793 
542	 0.29181148288411 
543	 0.292220845655623 
544	 0.292679950526886 
545	 0.293210086940136 
546	 0.293661948837268 
547	 0.294045402319494 
548	 0.294428813623473 
549	 0.294916279831636 
550	 0.295372609253548 
551	 0.29585214265526 
552	 0.296399379730507 
553	 0.296944463699326 
554	 0.297506207330809 
555	 0.298048670471396 
556	 0.298526096059378 
557	 0.299066168780086 
558	 0.299645639422681 
559	 0.30023160347504 
560	 0.300813453947451 
561	 0.301327857506347 
562	 0.301739395354415 
563	 0.302079133805369 
564	 0.30264016541354 
565	 0.30320516333687 
566	 0.303738210316733 
567	 0.304437195731763 
568	 0.305130835196675 
569	 0.305869332714754 
570	 0.306690446843186 
571	 0.307416531663751 
572	 0.308143747147311 
573	 0.308877198434582 
574	 0.30955192124516 
575	 0.310103766231479 
576	 0.310677200905795 
577	 0.311358064558191 
578	 0.312035321865423 
579	 0.312736104548505 
580	 0.31350433283188 
581	 0.314385618288148 
582	 0.315368401470333 
583	 0.316325822067233 
584	 0.317178561114791 
585	 0.317927443503683 
586	 0.318686893503233 
587	 0.319476859600118 
588	 0.320265325291261 
589	 0.320948398607711 
590	 0.321631432367284 
591	 0.322354243062694 
592	 0.323091423203537 
593	 0.323859796444389 
594	 0.32459403979674 
595	 0.325307802730588 
596	 0.326270879306561 
597	 0.327324513127064 
598	 0.328348317369925 
599	 0.329257156371986 
600	 0.330082342585997 
601	 0.330883597427274 
602	 0.33166244496615 
603	 0.332309834609605 
604	 0.332926983152614 
605	 0.333556103929187 
606	 0.334214776037851 
607	 0.334906251774493 
608	 0.335566178546719 
609	 0.336214877439077 
610	 0.336971043356571 
611	 0.337727838039772 
612	 0.338479930682778 
613	 0.33922410474576 
614	 0.339890401751219 
615	 0.34053813325343 
616	 0.341151321080861 
617	 0.341670967719784 
618	 0.342224353582679 
619	 0.34278304935885 
620	 0.3433200934969 
621	 0.343867567723043 
622	 0.34436724963935 
623	 0.344816024964453 
624	 0.345248876500423 
625	 0.34578307261261 
626	 0.346240852797419 
627	 0.346611619695604 
628	 0.347133490123312 
629	 0.347700576768396 
630	 0.348186331491092 
631	 0.348528934949552 
632	 0.348942347217485 
633	 0.349319584017512 
634	 0.34970428111401 
635	 0.35024588627826 
636	 0.350647891396799 
637	 0.351051336228853 
638	 0.351540939030683 
639	 0.351864473227337 
640	 0.352185608977424 
641	 0.352587603168719 
642	 0.353088931421466 
643	 0.353513061258005 
644	 0.353916675924661 
645	 0.354329729559055 
646	 0.35470785593761 
647	 0.355075840573532 
648	 0.355467204055222 
649	 0.355898938978357 
650	 0.356312455992257 
651	 0.356705720181122 
652	 0.3571011290475 
653	 0.357536950581343 
654	 0.357965033352638 
655	 0.358371095989123 
656	 0.358750616676436 
657	 0.359086217999916 
658	 0.359548887278962 
659	 0.360065920914258 
660	 0.360469357327673 
661	 0.360879838035477 
662	 0.361324195812842 
663	 0.361809149019784 
664	 0.362330095298949 
665	 0.362690267952743 
666	 0.363071808164063 
667	 0.363642607777977 
668	 0.364011166979239 
669	 0.364461473862731 
670	 0.365001480487462 
671	 0.36541262249788 
672	 0.365959223518676 
673	 0.366488433050992 
674	 0.366902316390234 
675	 0.367399945742539 
676	 0.367925392590253 
677	 0.368415142202476 
678	 0.368831443235212 
679	 0.369370495754549 
680	 0.369899405673285 
681	 0.370385780985352 
682	 0.370966252637272 
683	 0.371501862263499 
684	 0.371980226421944 
685	 0.372445757110243 
686	 0.37301525520947 
687	 0.373588329116502 
688	 0.374147049539156 
689	 0.374726091606291 
690	 0.375204243085591 
691	 0.375718300792106 
692	 0.376332723819233 
693	 0.376896352631602 
694	 0.37746843932517 
695	 0.378036078019108 
696	 0.378569735578171 
697	 0.37906013049269 
698	 0.379650298269592 
699	 0.380331392249715 
700	 0.380930543806213 
701	 0.381482415901082 
702	 0.382030951538869 
703	 0.382592992972422 
704	 0.383090747823629 
705	 0.383595064118905 
706	 0.384177551734902 
707	 0.38486012879686 
708	 0.38528372227771 
709	 0.38572587795165 
710	 0.386323479060719 
711	 0.386913905624791 
712	 0.387520501574063 
713	 0.388064108062686 
714	 0.388501307564343 
715	 0.388998917538777 
716	 0.389538235901763 
717	 0.390089882616036 
718	 0.390615722151971 
719	 0.391077344780647 
720	 0.391434400784478 
721	 0.391739302207661 
722	 0.392217524480658 
723	 0.392736099082915 
724	 0.393219569752294 
725	 0.393630034779899 
726	 0.394022111110349 
727	 0.394435512721785 
728	 0.394826374061838 
729	 0.39508812778186 
730	 0.395451957451182 
731	 0.395754461313544 
732	 0.395913860255211 
733	 0.396216669388213 
734	 0.396532475918776 
735	 0.396796963918913 
736	 0.396984809266118 
737	 0.397159689234352 
738	 0.397335213993856 
739	 0.397488465670966 
740	 0.39756553613027 
741	 0.397673556755164 
742	 0.397860607541986 
743	 0.398073714370386 
744	 0.398030239299037 
745	 0.397907928559028 
746	 0.397865788546263 
747	 0.397996743678244 
748	 0.398016968135965 
749	 0.397956309373119 
750	 0.397852514759741 
751	 0.397717377147878 
752	 0.39763429914617 
753	 0.39757150174097 
754	 0.397469340831578 
755	 0.397267218591979 
756	 0.397111888606945 
757	 0.396983601343358 
758	 0.396784470292103 
759	 0.396551697875753 
760	 0.396278097386281 
761	 0.396002559557722 
762	 0.39582027809824 
763	 0.395593184871428 
764	 0.395297657636175 
765	 0.394967530715955 
766	 0.394717291139042 
767	 0.39442089039468 
768	 0.394106923583751 
769	 0.393853796672379 
770	 0.393487663793663 
771	 0.393151984741938 
772	 0.392864328493986 
773	 0.392464285587219 
774	 0.392130301273997 
775	 0.391834735108096 
776	 0.391512536116649 
777	 0.391128402282015 
778	 0.39073248470567 
779	 0.390313278007434 
780	 0.389859604985784 
781	 0.389541083722251 
782	 0.389275296539845 
783	 0.388963173710994 
784	 0.388523671860183 
785	 0.388127829258026 
786	 0.387779267706514 
787	 0.38744354322499 
788	 0.387085726667086 
789	 0.386679010397076 
790	 0.386292135335816 
791	 0.385986574224891 
792	 0.385574591419072 
793	 0.385209938524997 
794	 0.384892024516139 
795	 0.38448493615662 
796	 0.384087467281828 
797	 0.383746117329401 
798	 0.38343639445689 
799	 0.383014810665337 
800	 0.382732407912369 
801	 0.382474277725663 
802	 0.382075401424894 
803	 0.38162152407595 
804	 0.381343457747628 
805	 0.381150589956198 
806	 0.380777970550948 
807	 0.380391261819251 
808	 0.380001152761594 
809	 0.379625039381227 
810	 0.379304482150984 
811	 0.379086025636661 
812	 0.378845382593651 
813	 0.378510446666366 
814	 0.378264547192287 
815	 0.377932423988557 
816	 0.377571090766106 
817	 0.377305505829841 
818	 0.37706875912925 
819	 0.376797308757403 
820	 0.376500568272303 
821	 0.376245333337688 
822	 0.375984287390159 
823	 0.375742751039552 
824	 0.37551491810841 
825	 0.375227770111852 
826	 0.375016690761314 
827	 0.374838005736459 
828	 0.374606753418643 
829	 0.374268928018392 
830	 0.373961667297995 
831	 0.373727526176582 
832	 0.373555157528546 
833	 0.373452871961694 
834	 0.373354181714599 
835	 0.373184182306622 
836	 0.37288565819962 
837	 0.372615860454225 
838	 0.372458331863281 
839	 0.37238673216808 
840	 0.372220017738449 
841	 0.372078092591066 
842	 0.371910240580307 
843	 0.37167174166362 
844	 0.37146621217399 
845	 0.371358666377679 
846	 0.371305388661273 
847	 0.371207457698771 
848	 0.370999154367457 
849	 0.37083408565505 
850	 0.37075315369525 
851	 0.37068066568637 
852	 0.37052981701547 
853	 0.370438229102426 
854	 0.370428387627757 
855	 0.370314890803541 
856	 0.370339215547276 
857	 0.370302405963307 
858	 0.370073058288803 
859	 0.36994260029107 
860	 0.369906127164078 
861	 0.369902412583709 
862	 0.369872565864935 
863	 0.369920157393285 
864	 0.369879789120033 
