Wavelength	MM900005.asd
350	 0.061861908104066 
351	 6.54725905026445E-02 
352	 6.00844331660895E-02 
353	 4.82321170022418E-02 
354	 4.58472216914095E-02 
355	 5.35389722883575E-02 
356	 5.96102918219286E-02 
357	 0.056618659330294 
358	 6.73065522740866E-02 
359	 6.62786338633409E-02 
360	 5.80216432131402E-02 
361	 6.37895408180911E-02 
362	 5.99895987010093E-02 
363	 5.67876231446494E-02 
364	 5.93260123268403E-02 
365	 5.85313729885189E-02 
366	 5.71490298413047E-02 
367	 5.66971920484746E-02 
368	 5.81813908370515E-02 
369	 6.21381462827401E-02 
370	 6.19514772651316E-02 
371	 6.00296809216176E-02 
372	 0.063935111825866 
373	 6.46416893663952E-02 
374	 6.25107328701831E-02 
375	 6.08295273759195E-02 
376	 6.61672707931291E-02 
377	 6.54704341391189E-02 
378	 6.32969354949469E-02 
379	 6.65001367178798E-02 
380	 6.80225284114964E-02 
381	 6.56396150873758E-02 
382	 6.31709850059389E-02 
383	 6.75680168241552E-02 
384	 6.59866249090903E-02 
385	 6.28043717608031E-02 
386	 6.30531533669962E-02 
387	 0.068831440873177 
388	 6.97842065830655E-02 
389	 6.76128379873944E-02 
390	 6.71084429876431E-02 
391	 6.62950611417068E-02 
392	 6.82631529233022E-02 
393	 7.18383079157032E-02 
394	 7.24373851415399E-02 
395	 7.12497246474344E-02 
396	 7.08896715127517E-02 
397	 7.24098063307744E-02 
398	 7.33477723479246E-02 
399	 7.27228834691408E-02 
400	 7.25047992569281E-02 
401	 7.47137962958722E-02 
402	 7.48764541054896E-02 
403	 7.47460782757413E-02 
404	 0.075227949709552 
405	 7.59518735788336E-02 
406	 7.62756904591862E-02 
407	 7.70250804892164E-02 
408	 7.82039853470626E-02 
409	 7.66620398502769E-02 
410	 7.69615538060906E-02 
411	 7.86530876611873E-02 
412	 7.92241647376227E-02 
413	 8.00804976860742E-02 
414	 8.03902257915589E-02 
415	 0.080205760978102 
416	 8.09143922244723E-02 
417	 8.09788100597693E-02 
418	 8.11424147513168E-02 
419	 8.20394840379806E-02 
420	 8.21016889285835E-02 
421	 8.16273993837564E-02 
422	 8.15664003343351E-02 
423	 8.29236235676766E-02 
424	 8.27593642990878E-02 
425	 8.23670295777854E-02 
426	 8.25750292723337E-02 
427	 8.23169212194908E-02 
428	 8.26117938539826E-02 
429	 8.29332920617765E-02 
430	 8.25890538107536E-02 
431	 8.26245967741932E-02 
432	 8.27135796029761E-02 
433	 8.26721505171127E-02 
434	 8.25266336672012E-02 
435	 8.24284556856918E-02 
436	 8.22603348182208E-02 
437	 8.19832930530764E-02 
438	 8.18856144691316E-02 
439	 8.19475019195916E-02 
440	 8.21844300353045E-02 
441	 8.25551179976523E-02 
442	 8.24526856930904E-02 
443	 8.25646124655112E-02 
444	 8.29917086333925E-02 
445	 8.27481935734153E-02 
446	 8.30815789937535E-02 
447	 8.36596161988959E-02 
448	 0.083872637636709 
449	 8.39678047429133E-02 
450	 8.43592800461967E-02 
451	 8.48299115339611E-02 
452	 8.46977617154272E-02 
453	 8.49622195187529E-02 
454	 8.51503135275245E-02 
455	 8.50432861950525E-02 
456	 8.57552133335966E-02 
457	 8.60358500469062E-02 
458	 8.59621620094512E-02 
459	 8.61546128888928E-02 
460	 8.63626679866713E-02 
461	 8.64663002454781E-02 
462	 8.65295278410785E-02 
463	 8.68608333578573E-02 
464	 0.087075833581401 
465	 0.087186155436817 
466	 8.72713455348779E-02 
467	 8.71807656795427E-02 
468	 8.71940388913715E-02 
469	 8.73601471674559E-02 
470	 8.75288303663639E-02 
471	 8.76499926252691E-02 
472	 8.76585480032754E-02 
473	 8.75866881941477E-02 
474	 8.76823828684075E-02 
475	 8.78226459393021E-02 
476	 8.79025396234214E-02 
477	 8.78588843427884E-02 
478	 0.087890026131108 
479	 8.79581683649101E-02 
480	 8.80596502073276E-02 
481	 0.08826647958696 
482	 8.86384913873175E-02 
483	 0.088894602520364 
484	 8.88214107524662E-02 
485	 8.88532326359609E-02 
486	 8.88653007855302E-02 
487	 8.88582319477118E-02 
488	 8.89352474316532E-02 
489	 8.89489674289603E-02 
490	 8.89291434149488E-02 
491	 8.89295143206239E-02 
492	 8.89822763194118E-02 
493	 8.90718881040588E-02 
494	 8.91125954231343E-02 
495	 8.90364810327481E-02 
496	 8.91689213353534E-02 
497	 8.93749809537463E-02 
498	 8.95262773467829E-02 
499	 8.95808038238804E-02 
500	 8.94060516872003E-02 
501	 8.92931798614078E-02 
502	 8.94945435800027E-02 
503	 0.089528172599998 
504	 8.95278272173434E-02 
505	 8.95592122790185E-02 
506	 8.96021353552652E-02 
507	 8.95329553814967E-02 
508	 8.95519538013407E-02 
509	 8.97307412177265E-02 
510	 8.96163312402532E-02 
511	 8.96030101657631E-02 
512	 8.96732471903877E-02 
513	 0.089616837647783 
514	 8.95897884364059E-02 
515	 8.97116002741429E-02 
516	 8.99550277488526E-02 
517	 9.00784824305208E-02 
518	 8.99211998603779E-02 
519	 8.97921830942483E-02 
520	 9.00151250761435E-02 
521	 9.01033714466422E-02 
522	 9.00778705061154E-02 
523	 9.00283787282274E-02 
524	 9.00807966034769E-02 
525	 9.01279036545581E-02 
526	 9.01108380145541E-02 
527	 9.00501939480888E-02 
528	 0.090191613587565 
529	 9.02445760794414E-02 
530	 9.02085306488034E-02 
531	 9.02657190899736E-02 
532	 9.03207504132214E-02 
533	 9.03576747268208E-02 
534	 9.03964167191768E-02 
535	 0.090518526954747 
536	 9.06035580465648E-02 
537	 9.06552162395463E-02 
538	 0.090718152297372 
539	 9.07411754288235E-02 
540	 9.08049875074287E-02 
541	 9.09163811600095E-02 
542	 9.09748668189046E-02 
543	 9.09455011882149E-02 
544	 9.09834058066839E-02 
545	 9.11955040197172E-02 
546	 9.12772229064016E-02 
547	 9.13855900237801E-02 
548	 9.15411286278673E-02 
549	 9.16410260024143E-02 
550	 9.16882799202646E-02 
551	 9.17655014133562E-02 
552	 9.19157190490701E-02 
553	 9.20481488650486E-02 
554	 9.21417188774225E-02 
555	 9.22416170746586E-02 
556	 9.24185745682221E-02 
557	 9.26099308270881E-02 
558	 0.092759894090984 
559	 9.28998919897812E-02 
560	 9.32214186320073E-02 
561	 9.34509340179815E-02 
562	 0.093699949817066 
563	 9.41524994953194E-02 
564	 9.46189937941779E-02 
565	 9.50430817718274E-02 
566	 9.54270474921693E-02 
567	 9.58283854849138E-02 
568	 9.62143577166539E-02 
569	 9.65155828191692E-02 
570	 9.67149367679522E-02 
571	 9.69829852226715E-02 
572	 9.73001632450502E-02 
573	 9.77243441166494E-02 
574	 9.83364434091405E-02 
575	 9.88118976123333E-02 
576	 9.92420594854019E-02 
577	 9.97450322920309E-02 
578	 0.100342412736918 
579	 0.101028984126703 
580	 0.101787990601957 
581	 0.102595063883385 
