Wavelength	LMW7 profile 200006.asd
350	 5.45264540367934E-02 
351	 6.49681901685531E-02 
352	 6.80339951601866E-02 
353	 6.12609500423946E-02 
354	 7.09778261911019E-02 
355	 6.44259862022159E-02 
356	 5.48807477561924E-02 
357	 0.059487970870629 
358	 6.21805845041467E-02 
359	 0.062679782456654 
360	 6.15477136771597E-02 
361	 5.98889353771857E-02 
362	 6.05237168617325E-02 
363	 6.17368745524852E-02 
364	 6.22206384637896E-02 
365	 6.22646284548971E-02 
366	 6.06612028733154E-02 
367	 5.83912445644153E-02 
368	 5.72499228887935E-02 
369	 5.96301611684701E-02 
370	 6.13131071288339E-02 
371	 6.16868211275839E-02 
372	 6.27617785497945E-02 
373	 6.51782815213766E-02 
374	 6.70567499805123E-02 
375	 6.72356967890678E-02 
376	 6.63449364883554E-02 
377	 6.44087598801382E-02 
378	 6.41987548281237E-02 
379	 6.74546460774554E-02 
380	 6.87343657554287E-02 
381	 6.88587299886755E-02 
382	 6.85524395994521E-02 
383	 0.068402918337661 
384	 0.070018800743435 
385	 7.17356730810162E-02 
386	 7.27967078575215E-02 
387	 7.51454173222346E-02 
388	 7.73502137564497E-02 
389	 7.87963944040941E-02 
390	 7.94590366348753E-02 
391	 0.08054907163863 
392	 8.16201265412914E-02 
393	 8.33838029562505E-02 
394	 8.72610632704058E-02 
395	 8.89758612974626E-02 
396	 9.01189918468394E-02 
397	 9.24665126961131E-02 
398	 9.64390195633698E-02 
399	 9.82836304542593E-02 
400	 9.93540653115375E-02 
401	 0.102238025939822 
402	 0.104575492579542 
403	 0.107374818496758 
404	 0.110418384260256 
405	 0.112151818838942 
406	 0.114440169019304 
407	 0.116537149151243 
408	 0.117860898816547 
409	 0.119539287888761 
410	 0.121340972864862 
411	 0.12363614745651 
412	 0.126658586996888 
413	 0.127801502559331 
414	 0.1284285732017 
415	 0.129399878868285 
416	 0.130460180133197 
417	 0.130953787344654 
418	 0.131293918441534 
419	 0.131981626350687 
420	 0.133054740679469 
421	 0.132666177507535 
422	 0.13166601039435 
423	 0.132309858178624 
424	 0.131957148811156 
425	 0.130846103129796 
426	 0.129652794358444 
427	 0.129194678608331 
428	 0.128053168832956 
429	 0.126633589875791 
430	 0.125703279192135 
431	 0.124675369306134 
432	 0.123498016888629 
433	 0.122491771252124 
434	 0.122259889849677 
435	 0.12226067290904 
436	 0.122338901458788 
437	 0.122545151460777 
438	 0.123220824061565 
439	 0.124381312110817 
440	 0.125895569137205 
441	 0.127542349203779 
442	 0.129100761197277 
443	 0.130749910576875 
444	 0.132695238732529 
445	 0.135126745611454 
446	 0.137438325402482 
447	 0.139468548982472 
448	 0.141323899970342 
449	 0.143561143148415 
450	 0.145847330360413 
451	 0.148121396396597 
452	 0.150546754607222 
453	 0.152676928690855 
454	 0.154618592796955 
455	 0.156593844120297 
456	 0.158907822024788 
457	 0.160788529603234 
458	 0.162519728330491 
459	 0.164688374840704 
460	 0.166220739857783 
461	 0.167704998997331 
462	 0.169408356228021 
463	 0.170942049238779 
464	 0.172418573341959 
465	 0.173875148076388 
466	 0.175294567768353 
467	 0.176485754238522 
468	 0.177715505863531 
469	 0.178957094060195 
470	 0.179956593026306 
471	 0.180875899804499 
472	 0.181879273560028 
473	 0.183032601521436 
474	 0.184211122209945 
475	 0.185111610772449 
476	 0.185976441324243 
477	 0.187184766867368 
478	 0.18813907683906 
479	 0.188990882513621 
480	 0.189909926134148 
481	 0.190998495975206 
482	 0.191984021689008 
483	 0.192998441635339 
484	 0.194136837167367 
485	 0.194871951803688 
486	 0.195561019973779 
487	 0.196374835117131 
488	 0.197296791102142 
489	 0.198190794132514 
490	 0.199018932416086 
491	 0.199816378228919 
492	 0.2007495359083 
493	 0.201603813407728 
494	 0.202434864260453 
495	 0.203393051717116 
496	 0.204313241468824 
497	 0.20517347988573 
498	 0.205994233614137 
499	 0.206838409020601 
500	 0.207614999373224 
501	 0.208358399233126 
502	 0.209116042131184 
503	 0.209800342733502 
504	 0.210609073041902 
505	 0.211509776052465 
506	 0.212267223789808 
507	 0.213077175769514 
508	 0.213836169072659 
509	 0.214501425720319 
510	 0.21535248802637 
511	 0.216172051084425 
512	 0.216935628461662 
513	 0.217711492773856 
514	 0.218378652036066 
515	 0.21911449277914 
516	 0.219990395777756 
517	 0.22086376711724 
518	 0.221566420460339 
519	 0.222177863566213 
520	 0.22286083425727 
521	 0.223688516611243 
522	 0.224533523141216 
523	 0.225288739048672 
524	 0.225888044450741 
525	 0.226601085167781 
526	 0.22735174036682 
527	 0.228042780576488 
528	 0.22878971658043 
529	 0.229475948621732 
530	 0.230122606792371 
531	 0.230835186125531 
532	 0.231548693159908 
533	 0.232299710353123 
534	 0.233097027029058 
535	 0.233874044840616 
536	 0.234566828417054 
537	 0.235208927167443 
538	 0.235873664498692 
539	 0.236580676140278 
540	 0.237302725312289 
541	 0.238005662902026 
542	 0.238649685388002 
543	 0.239339333894118 
544	 0.240085797217117 
545	 0.240855669059074 
546	 0.241558222818743 
547	 0.242300751354783 
548	 0.243079966097858 
549	 0.243799547459082 
550	 0.244497747266312 
551	 0.245203489570262 
552	 0.245944614872701 
553	 0.246759562511196 
554	 0.247540000541079 
555	 0.248287928683994 
556	 0.249062782811044 
557	 0.249862826761644 
558	 0.250658078812168 
559	 0.251463595874013 
560	 0.252395629030028 
561	 0.253168230048893 
