Wavelength	LMW100003.asd
350	 9.02686496627691E-02 
351	 0.087452090705047 
352	 8.25498148234487E-02 
353	 7.91475659011033E-02 
354	 7.64743105768532E-02 
355	 0.079227784212604 
356	 8.08925790786263E-02 
357	 7.67475602538572E-02 
358	 8.07238559522057E-02 
359	 8.01479229927228E-02 
360	 0.075117496904946 
361	 7.40454746151375E-02 
362	 7.61744193052553E-02 
363	 7.73186777798092E-02 
364	 7.63768634801901E-02 
365	 7.79196646742869E-02 
366	 7.48354933281958E-02 
367	 7.22585534830035E-02 
368	 7.53239119169326E-02 
369	 7.61966706459024E-02 
370	 7.60973513565841E-02 
371	 7.67484632046491E-02 
372	 0.079480723892785 
373	 7.87854214890773E-02 
374	 7.91218166732182E-02 
375	 8.21160394909186E-02 
376	 8.23707279406476E-02 
377	 8.15403589798639E-02 
378	 8.07534705852011E-02 
379	 8.11207848969316E-02 
380	 8.44244707510802E-02 
381	 8.41431908438707E-02 
382	 8.19930012679993E-02 
383	 8.52327148284998E-02 
384	 8.63418945400521E-02 
385	 8.51271572045309E-02 
386	 8.37611948666286E-02 
387	 8.70400901931989E-02 
388	 8.84243008795733E-02 
389	 8.76902249840532E-02 
390	 8.69647365216304E-02 
391	 8.87102353183127E-02 
392	 9.10912513955287E-02 
393	 9.28616316239479E-02 
394	 9.36373698459286E-02 
395	 9.51785111970296E-02 
396	 9.58937767136312E-02 
397	 9.52370807401299E-02 
398	 9.60334653688138E-02 
399	 9.69092354676195E-02 
400	 9.76038117765213E-02 
401	 9.82807562465876E-02 
402	 9.92516156569279E-02 
403	 0.100667941648137 
404	 0.101705487059627 
405	 0.100759210630375 
406	 0.100807545395146 
407	 0.102568738355999 
408	 0.10509493117993 
409	 0.10441264261658 
410	 0.104981267192168 
411	 0.106325493753798 
412	 0.10612019146952 
413	 0.106766949825476 
414	 0.107601825170758 
415	 0.108225943993285 
416	 0.108950751329622 
417	 0.108910333069016 
418	 0.10900910904455 
419	 0.109919914664352 
420	 0.110129266304601 
421	 0.109809667246946 
422	 0.109655434404449 
423	 0.110470795576273 
424	 0.110640061166944 
425	 0.110488913558512 
426	 0.110342315916646 
427	 0.109991332233482 
428	 0.10997380433997 
429	 0.109998952190293 
430	 0.109677456455805 
431	 0.109595812241132 
432	 0.109391649972264 
433	 0.109092639547071 
434	 0.109119856672472 
435	 0.109310026685141 
436	 0.109301817424216 
437	 0.109049287882059 
438	 0.109453022952691 
439	 0.109657368254393 
440	 0.109708784864104 
441	 0.110064851896152 
442	 0.110567059846002 
443	 0.110989315420729 
444	 0.111320719430675 
445	 0.111880007831606 
446	 0.112376013834947 
447	 0.112755951626297 
448	 0.113088317502067 
449	 0.113616468807381 
450	 0.114292091424179 
451	 0.11497534424826 
452	 0.115473751344601 
453	 0.115886699827682 
454	 0.116189378519777 
455	 0.116418599398052 
456	 0.116792602962207 
457	 0.117333890896836 
458	 0.117861752973319 
