Wavelength	mm2200005.asd
350	 4.14302923021325E-02 
351	 4.04479703280531E-02 
352	 3.02628503432196E-02 
353	 2.39937445030807E-02 
354	 2.72689965128125E-02 
355	 2.76945542540948E-02 
356	 2.71307186179753E-02 
357	 2.98602894186835E-02 
358	 3.48063290044791E-02 
359	 3.28836466561238E-02 
360	 2.74213149605981E-02 
361	 2.85338367082683E-02 
362	 2.65194121513949E-02 
363	 2.82333214302813E-02 
364	 3.34228912499017E-02 
365	 2.76339616489624E-02 
366	 2.57870116157759E-02 
367	 2.73659485596063E-02 
368	 2.86400631712725E-02 
369	 3.24124416411211E-02 
370	 3.04514006883275E-02 
371	 2.78093149525995E-02 
372	 3.63483681309267E-02 
373	 3.51381535201219E-02 
374	 3.07414978143944E-02 
375	 2.93755618281018E-02 
376	 0.030468021935829 
377	 3.02288132967394E-02 
378	 3.10197564348224E-02 
379	 3.48842489984564E-02 
380	 3.44976898783402E-02 
381	 3.21567742003345E-02 
382	 3.18011221031323E-02 
383	 3.71332369123761E-02 
384	 3.72705679015648E-02 
385	 3.48399539828194E-02 
386	 3.36707587460533E-02 
387	 3.60538083322036E-02 
388	 3.72600863295793E-02 
389	 3.70397236625756E-02 
390	 3.66526589474417E-02 
391	 3.68912919727056E-02 
392	 3.64550216220996E-02 
393	 3.55661780499158E-02 
394	 3.57529064663476E-02 
395	 0.037258137798752 
396	 0.038316601697434 
397	 3.80715512461463E-02 
398	 3.82409710339931E-02 
399	 3.83219390768058E-02 
400	 3.87006421100182E-02 
401	 3.96458352420977E-02 
402	 3.91932740211418E-02 
403	 3.86444562593347E-02 
404	 3.87072241973477E-02 
405	 3.92425949708416E-02 
406	 3.93102401980361E-02 
407	 4.00599038205398E-02 
408	 4.15718327321422E-02 
409	 3.99426749623898E-02 
410	 3.93137766007416E-02 
411	 3.98007093709827E-02 
412	 3.97880993814169E-02 
413	 0.040268529904661 
414	 4.00837904520289E-02 
415	 3.93723296515936E-02 
416	 4.01150688852964E-02 
417	 0.040022119413387 
418	 3.99522072592475E-02 
419	 4.06945009426643E-02 
420	 4.01121741502121E-02 
421	 3.95919767351461E-02 
422	 3.97608778823169E-02 
423	 4.05141294261171E-02 
424	 3.98302003452917E-02 
425	 3.92048680943155E-02 
426	 3.95547302455475E-02 
427	 4.00431383740536E-02 
428	 3.98951859372698E-02 
429	 3.95763948730284E-02 
430	 3.97983126986834E-02 
431	 4.02319817300491E-02 
432	 4.00149389452922E-02 
433	 3.94345151649803E-02 
434	 3.98025831600124E-02 
435	 3.97794543741865E-02 
436	 3.96646111152876E-02 
437	 3.97678547373766E-02 
438	 3.95062110747239E-02 
439	 0.039764436725259 
440	 0.040227561597904 
441	 4.01092176116497E-02 
442	 4.01503649168651E-02 
443	 4.00484143994976E-02 
444	 3.97262055434647E-02 
445	 3.95783578489877E-02 
446	 3.96692425578203E-02 
447	 0.039780330959357 
448	 3.96780684166218E-02 
449	 0.039432698852054 
450	 3.95009936063002E-02 
451	 3.98000485902324E-02 
452	 0.039803481564512 
453	 3.96700927803446E-02 
454	 3.95589383416123E-02 
455	 3.95419866067948E-02 
456	 3.94548384354827E-02 
457	 3.95518332863145E-02 
458	 3.95835257611085E-02 
459	 0.039196221297537 
460	 3.90809012460536E-02 
461	 3.90506364591302E-02 
462	 3.89845356712841E-02 
463	 0.038969413603995 
464	 3.90363333453373E-02 
465	 3.90781184935138E-02 
466	 3.90141276607825E-02 
467	 3.90508617470343E-02 
468	 3.88968542603516E-02 
469	 3.87592198322052E-02 
470	 0.039171094277571 
471	 3.90853410092566E-02 
472	 3.87875734490912E-02 
473	 3.86412847858411E-02 
474	 3.86475821611777E-02 
475	 3.85911207207121E-02 
476	 3.85719265710433E-02 
477	 3.87620266861585E-02 
478	 3.87766049380822E-02 
479	 3.86227853158025E-02 
480	 3.84851295432915E-02 
481	 3.87411187837913E-02 
482	 3.88522898471769E-02 
483	 3.87566542722548E-02 
484	 3.85523800119986E-02 
485	 3.83423051808831E-02 
486	 3.83378395074722E-02 
487	 3.84260172188721E-02 
488	 0.038256815612108 
489	 3.82425204054259E-02 
490	 3.82675670080063E-02 
491	 3.82349014944108E-02 
492	 3.83487417642693E-02 
493	 3.82782610225219E-02 
494	 3.81529046222573E-02 
495	 3.82527782546679E-02 
496	 3.81948072232733E-02 
497	 3.80823871826846E-02 
498	 3.80308818604352E-02 
499	 3.81015019147885E-02 
500	 3.82791448676317E-02 
501	 3.82782186072488E-02 
502	 3.79423710192933E-02 
503	 3.80101311647676E-02 
504	 3.80417986700701E-02 
505	 3.79697144123227E-02 
506	 3.80829931138887E-02 
507	 3.80414945005377E-02 
508	 3.80562950379899E-02 
509	 3.82174052290527E-02 
510	 0.037965265833592 
511	 3.79768698496459E-02 
512	 3.81691895097025E-02 
513	 3.80884446242745E-02 
514	 3.79020659107542E-02 
515	 3.78279161505049E-02 
516	 3.79389181563635E-02 
517	 3.80788254589939E-02 
518	 3.80338667700034E-02 
519	 3.79646673289837E-02 
520	 0.038088537350036 
521	 3.81874914124536E-02 
522	 3.82074865532658E-02 
523	 3.81592969229434E-02 
524	 3.81109830036982E-02 
525	 3.81579060586481E-02 
526	 3.81896403573641E-02 
527	 3.81266838240316E-02 
528	 0.038130628817517 
529	 3.82372335701714E-02 
530	 3.83653064209645E-02 
531	 3.83702765660445E-02 
532	 3.83307556970566E-02 
533	 0.038357720382525 
534	 3.84687213609824E-02 
535	 3.84774657560081E-02 
536	 3.85275543441798E-02 
537	 3.85964608518297E-02 
538	 3.86129839822625E-02 
539	 3.86344406719301E-02 
540	 3.86494189843766E-02 
541	 0.038697536748029 
542	 3.88971334046193E-02 
543	 3.89698957177633E-02 
544	 0.038974089251362 
545	 3.90364275227161E-02 
546	 3.91569015807931E-02 
547	 3.91910762539553E-02 
548	 0.039217967292689 
549	 3.94822570819048E-02 
550	 3.95678935049598E-02 
551	 3.96168993465353E-02 
552	 3.97838779045887E-02 
553	 3.99926244054273E-02 
554	 4.01238634246943E-02 
555	 4.02423104470277E-02 
556	 0.040487230959086 
557	 4.06781305545981E-02 
558	 4.08798926418658E-02 
559	 4.11497848652028E-02 
560	 4.14980404891344E-02 
561	 0.041698045295631 
562	 4.19021083226624E-02 
563	 4.23203819298725E-02 
564	 4.26751799932941E-02 
565	 4.30643763742839E-02 
566	 4.35068542896709E-02 
567	 4.39125213064871E-02 
568	 4.44666211439102E-02 
569	 4.50191388757463E-02 
570	 4.54515445917742E-02 
571	 4.60269824885258E-02 
572	 4.66267799542334E-02 
573	 4.72368510109418E-02 
574	 4.79127284568606E-02 
575	 4.85914000995725E-02 
576	 4.92752858933946E-02 
577	 4.99832534883978E-02 
578	 5.07434695509253E-02 
579	 5.15700839708901E-02 
580	 5.24212254642837E-02 
581	 5.32473184556225E-02 
582	 5.41318448647802E-02 
583	 5.50482370412297E-02 
584	 5.59847243438981E-02 
585	 5.69705759612096E-02 
586	 0.057967522394327 
587	 5.89527062013229E-02 
588	 5.99360647174444E-02 
589	 6.10543463164977E-02 
590	 6.21329888180463E-02 
