Wavelength	mm23-200005.asd
350	 5.23288782787939E-02 
351	 6.60037196521645E-02 
352	 0.066170833937996 
353	 4.78256762367731E-02 
354	 5.44519530179876E-02 
355	 5.75385115146108E-02 
356	 5.39602017198834E-02 
357	 4.87997529846747E-02 
358	 0.051086204271318 
359	 5.17950973591706E-02 
360	 4.99377699137002E-02 
361	 4.97572762935838E-02 
362	 4.88667747490119E-02 
363	 4.79338725910665E-02 
364	 4.69653265091575E-02 
365	 4.39689153437979E-02 
366	 4.63680832845067E-02 
367	 0.049483583092708 
368	 4.85861332406394E-02 
369	 5.29474579577335E-02 
370	 5.44625041249153E-02 
371	 5.32073353259357E-02 
372	 0.054655559999908 
373	 5.47228387765008E-02 
374	 5.39327106791279E-02 
375	 5.33461393628605E-02 
376	 5.39748681556148E-02 
377	 5.40063525677777E-02 
378	 5.51312734646168E-02 
379	 5.86268305654016E-02 
380	 5.98258734218462E-02 
381	 5.98733115696676E-02 
382	 6.11248640863271E-02 
383	 6.59005823373158E-02 
384	 6.68286305225019E-02 
385	 6.47027135545419E-02 
386	 6.24956654102586E-02 
387	 6.46074391516486E-02 
388	 7.04152778598323E-02 
389	 7.40733284952086E-02 
390	 7.12735242494282E-02 
391	 7.31030741313571E-02 
392	 7.50957430228856E-02 
393	 7.70619541787987E-02 
394	 8.24265027459359E-02 
395	 8.35168775449494E-02 
396	 8.39374454299562E-02 
397	 8.69965922315867E-02 
398	 9.19594006808178E-02 
399	 9.28948347624257E-02 
400	 9.35418748537595E-02 
401	 9.89860329088473E-02 
402	 9.97831540016257E-02 
403	 0.100855963432841 
404	 0.103855340155858 
405	 0.106318384506539 
406	 0.107820003796537 
407	 0.109232148753956 
408	 0.110765600520085 
409	 0.109953412774361 
410	 0.109816756117121 
411	 0.110628214594055 
412	 0.111352323218737 
413	 0.11214158621425 
414	 0.11152736450311 
415	 0.109816728839433 
416	 0.109667814387099 
417	 0.108228354367171 
418	 0.106844558888582 
419	 0.106745733244491 
420	 0.10531516557122 
421	 0.103625297358099 
422	 0.102431675218909 
423	 0.102066870330759 
424	 0.10117577968504 
425	 9.90879601860352E-02 
426	 9.62880635975109E-02 
427	 0.095069755942687 
428	 9.40428037099496E-02 
429	 9.30000703155722E-02 
430	 9.21215102209733E-02 
431	 9.16251025156098E-02 
432	 9.14344783208278E-02 
433	 9.17281605670089E-02 
434	 9.29056935779041E-02 
435	 9.43216790221685E-02 
436	 9.59291342757344E-02 
437	 9.78048575156563E-02 
438	 9.99561011373363E-02 
439	 0.10261067904588 
440	 0.105475406449853 
441	 0.10807637333159 
442	 0.110791683365595 
443	 0.114077836390238 
444	 0.117745968074943 
445	 0.120644413140449 
446	 0.123777560705029 
447	 0.126933897037115 
448	 0.129842059174974 
449	 0.133535401471978 
450	 0.137004560327369 
451	 0.140139524652605 
452	 0.14361362727491 
453	 0.146787650451699 
454	 0.149671752954572 
455	 0.152536941982188 
456	 0.156050579501553 
457	 0.159265148640016 
458	 0.162146715338094 
459	 0.165081345170045 
460	 0.168160778709958 
461	 0.171290734331946 
462	 0.174416161676976 
463	 0.177560818272738 
464	 0.180730539972324 
465	 0.183896558501267 
466	 0.186984587776483 
467	 0.189759458406854 
468	 0.192602624624272 
469	 0.195531208426902 
470	 0.198275363302369 
471	 0.201133580470092 
472	 0.20383536292566 
473	 0.206334997183985 
474	 0.209353347858885 
475	 0.212185831292983 
476	 0.214785400937302 
477	 0.217383476787436 
478	 0.219983290754291 
479	 0.222291994050946 
480	 0.224419342025875 
481	 0.227071974635372 
482	 0.229453686894928 
483	 0.231571064053868 
484	 0.233640406530317 
485	 0.235782294861406 
486	 0.237728848265956 
487	 0.239443946447442 
488	 0.241095962076463 
489	 0.242703557297762 
490	 0.244205714138569 
491	 0.245619800684588 
492	 0.247229273599475 
493	 0.248555765516462 
494	 0.249675086102584 
495	 0.250899414451663 
496	 0.252148318205096 
497	 0.253120417317275 
498	 0.253864953999551 
499	 0.254987329113289 
500	 0.255840124652712 
501	 0.256481294805895 
502	 0.257144983518261 
503	 0.257857135353128 
504	 0.258544393758713 
505	 0.259177050434954 
506	 0.25977079980708 
507	 0.260337422476349 
508	 0.260865566953079 
509	 0.261322725904567 
510	 0.261610515446289 
511	 0.261975753026147 
512	 0.262367102859483 
513	 0.262604046395085 
514	 0.262908132246824 
515	 0.263277659171642 
516	 0.263650818682816 
517	 0.263913216924686 
518	 0.264100512995487 
519	 0.264304774846784 
520	 0.264591754208494 
521	 0.264783726650045 
522	 0.264946558731085 
523	 0.265136919168278 
524	 0.265385074970501 
525	 0.265646998922541 
526	 0.265838031954236 
527	 0.265944095422113 
528	 0.266191189899235 
529	 0.266450833108137 
530	 0.266666374896325 
531	 0.266836779160024 
532	 0.267000688529901 
533	 0.267222657101312 
534	 0.267521419174961 
535	 0.267835254225852 
536	 0.268047641278292 
537	 0.268245651309716 
538	 0.268562822616876 
539	 0.268817901783355 
540	 0.269040705091507 
541	 0.269310782354221 
542	 0.269755358618428 
543	 0.269996033541465 
544	 0.2702169608435 
545	 0.270645391497198 
546	 0.271019446303356 
547	 0.271384545625955 
548	 0.271749276389862 
549	 0.272091390616419 
550	 0.272537195617914 
551	 0.273022832728705 
552	 0.273466907749523 
553	 0.27382155298372 
554	 0.274273085592042 
555	 0.274822366245957 
556	 0.275373088262975 
557	 0.275948420328152 
558	 0.276515386758096 
559	 0.277082123416324 
560	 0.277747609114898 
561	 0.278294717958191 
562	 0.278821290197605 
563	 0.279493318498334 
564	 0.280185675118507 
565	 0.280911470411583 
566	 0.281676208268039 
567	 0.282469116655962 
568	 0.283281345936586 
569	 0.284101825276113 
570	 0.284920742663453 
571	 0.285726836593971 
572	 0.286576704240343 
573	 0.287462621082343 
574	 0.288334015401213 
575	 0.289243131857247 
576	 0.29012676364076 
577	 0.290952338710909 
578	 0.291779430053648 
579	 0.292665893190973 
580	 0.293637800282111 
581	 0.294711077798221 
582	 0.295969443329126 
583	 0.29724041048197 
584	 0.298414599151779 
585	 0.299509920567957 
586	 0.300495868892334 
587	 0.301423937621522 
588	 0.302378269730213 
589	 0.303471497915599 
590	 0.304545997517344 
591	 0.305564649313855 
592	 0.306613296891121 
593	 0.307728585292358 
594	 0.308800503184676 
595	 0.309785564866307 
596	 0.310894209445274 
597	 0.312067071757891 
598	 0.313262092164406 
599	 0.314445366273474 
600	 0.315579018700646 
601	 0.316654286511104 
602	 0.317674346917893 
603	 0.318660037272281 
604	 0.319597154922303 
605	 0.320522602327837 
606	 0.321486696249705 
607	 0.322514142121798 
608	 0.323482983246277 
609	 0.324369971409728 
610	 0.325275057832695 
611	 0.32627812203118 
612	 0.327276358363844 
613	 0.328144024263203 
614	 0.328849354451334 
615	 0.329555850509636 
616	 0.330302149176173 
617	 0.331029901791537 
618	 0.331723854075451 
619	 0.332402145876177 
620	 0.333074999979526 
621	 0.333723331147343 
622	 0.334311186541769 
623	 0.334849099797527 
624	 0.335381748799964 
625	 0.336016661271984 
626	 0.336605790659853 
627	 0.337112783271622 
628	 0.337672806827604 
629	 0.338234099245859 
630	 0.33874483164937 
631	 0.339192614835655 
632	 0.339718259947009 
633	 0.340217885660178 
634	 0.340688050592278 
635	 0.341206295731429 
636	 0.341705711578562 
637	 0.342183979175087 
638	 0.342633214090088 
639	 0.342985766756549 
640	 0.343457652318257 
641	 0.343978939463765 
642	 0.34437630291485 
643	 0.34483187205364 
644	 0.345304296315759 
645	 0.345752969447693 
646	 0.346168673689068 
647	 0.346540343803884 
648	 0.346929541259032 
649	 0.347387515336528 
650	 0.347840267438555 
651	 0.34821730577867 
652	 0.348568687078454 
653	 0.349039239971963 
654	 0.3495264512565 
655	 0.349964925346083 
656	 0.350348687906817 
657	 0.350804804114981 
658	 0.351196233220444 
659	 0.351567976137124 
660	 0.352026128769122 
661	 0.352419990953949 
662	 0.352891671054664 
663	 0.353422303484463 
664	 0.353716542203009 
665	 0.354184671254149 
666	 0.354670287801838 
667	 0.354969699088774 
668	 0.355385391283841 
669	 0.355897098260825 
670	 0.356382498928722 
671	 0.356667565958204 
672	 0.357071699822705 
673	 0.3575322949334 
674	 0.357957650216518 
675	 0.35834502796096 
676	 0.358787800421447 
677	 0.359245818698069 
678	 0.359634139377645 
679	 0.360009833171104 
680	 0.360411417757724 
681	 0.360846442316397 
682	 0.361284609221948 
683	 0.361747457744591 
684	 0.362157382244325 
685	 0.362482403716586 
686	 0.362941776437827 
687	 0.363406162171692 
688	 0.363822533985807 
689	 0.364203656312218 
690	 0.364626300090821 
691	 0.365037812402208 
692	 0.365411110542831 
693	 0.365809760231566 
694	 0.366208094177358 
695	 0.366636091302672 
696	 0.367099062004193 
697	 0.367360763900329 
698	 0.367653965497331 
699	 0.368065532746533 
700	 0.368496390044633 
701	 0.368843914261474 
702	 0.36919189680631 
703	 0.369598926818413 
704	 0.369927729287569 
705	 0.370248549232694 
706	 0.370570406087078 
707	 0.370878323615717 
708	 0.37123358469912 
709	 0.371596437488073 
710	 0.371915515478732 
711	 0.372137495271214 
712	 0.372419986003971 
713	 0.372665804433838 
714	 0.372802442394952 
715	 0.373143385921791 
716	 0.373435775969951 
717	 0.37361702696796 
718	 0.373778863887329 
719	 0.373988318631823 
720	 0.374150802506728 
721	 0.37422962139429 
722	 0.374346696840773 
723	 0.374458066180053 
724	 0.374556406262723 
725	 0.374635051751635 
726	 0.374641700073539 
727	 0.374623291281929 
728	 0.374623796427753 
729	 0.374668587740439 
730	 0.374577058822478 
731	 0.374464503919478 
732	 0.374404759439554 
733	 0.374228960912121 
734	 0.374106466399553 
735	 0.373978759667657 
736	 0.373726847699354 
737	 0.37347770406456 
738	 0.373233496089411 
739	 0.372969112449997 
740	 0.372642089026772 
741	 0.372308314333662 
742	 0.371929413801676 
743	 0.371499319821943 
744	 0.371164421075308 
745	 0.370739593061386 
746	 0.370248824566376 
747	 0.369798905606979 
