Wavelength	LMW200013.asd
350	 6.31751491856678E-02 
351	 6.26606232594001E-02 
352	 0.062351480500578 
353	 5.86045206896207E-02 
354	 6.37537029882268E-02 
355	 6.91993227232262E-02 
356	 6.95760034844271E-02 
357	 6.38556528973163E-02 
358	 6.34609250477482E-02 
359	 6.37390351410967E-02 
360	 6.41712043256531E-02 
361	 6.63822774837401E-02 
362	 6.16566895528733E-02 
363	 5.79072741195293E-02 
364	 5.93055780976159E-02 
365	 6.15782437561877E-02 
366	 0.061489394321651 
367	 6.12667397769965E-02 
368	 6.37990456643024E-02 
369	 6.86217123985212E-02 
370	 6.74866299926945E-02 
371	 6.33067583419794E-02 
372	 6.56665122470433E-02 
373	 6.65644923909981E-02 
374	 6.54211131835495E-02 
375	 6.41454307438109E-02 
376	 6.73524672463001E-02 
377	 6.84007599651353E-02 
378	 6.73175809960911E-02 
379	 6.64821798289529E-02 
380	 6.89211043345472E-02 
381	 6.89900395668497E-02 
382	 0.067539921058658 
383	 6.99341079864452E-02 
384	 7.07259045098767E-02 
385	 7.06067588545541E-02 
386	 7.09773286435461E-02 
387	 7.30225247196934E-02 
388	 0.073727975376683 
389	 7.38106544546526E-02 
390	 7.47552832649461E-02 
391	 7.52819883107697E-02 
392	 7.63125592514455E-02 
393	 7.77290084532236E-02 
394	 7.85373592237991E-02 
395	 7.94856439795158E-02 
396	 8.04149992602558E-02 
397	 8.10771253603269E-02 
398	 8.12427510689685E-02 
399	 8.22208382555116E-02 
400	 8.41941773727491E-02 
401	 8.64501822325178E-02 
402	 8.61930593406503E-02 
403	 8.59697662481077E-02 
404	 8.64513217615878E-02 
405	 0.086156231230867 
406	 8.75917401903093E-02 
407	 8.96188939625645E-02 
408	 9.07099646681855E-02 
409	 9.00541681192925E-02 
410	 9.00472869868557E-02 
411	 9.09407840210831E-02 
412	 9.18655769106445E-02 
413	 9.21525149621398E-02 
414	 9.24546845951221E-02 
415	 9.30591726575296E-02 
416	 9.36277107972563E-02 
417	 9.41974313593752E-02 
418	 0.094652300719626 
419	 9.47987150440295E-02 
420	 9.41372340870695E-02 
421	 9.41159023137561E-02 
422	 9.47158686625173E-02 
423	 9.49896116588363E-02 
424	 9.51650379726011E-02 
425	 9.50465955883414E-02 
426	 9.46651730598763E-02 
427	 9.45271651651385E-02 
428	 9.42767676420302E-02 
429	 9.39356024808247E-02 
430	 9.36685735113527E-02 
431	 9.37547732041763E-02 
432	 9.37445657816328E-02 
433	 9.35169775230898E-02 
434	 9.32982345981646E-02 
435	 9.32419609146321E-02 
436	 9.32306836025489E-02 
437	 9.31374595304765E-02 
438	 0.092905437338954 
439	 9.31078497990711E-02 
440	 9.36948617787976E-02 
441	 9.42568739363701E-02 
442	 9.43215033994736E-02 
443	 9.45561480330878E-02 
444	 9.51469786537831E-02 
445	 9.53943648870304E-02 
446	 9.56729818500589E-02 
447	 9.60739408700597E-02 
448	 9.65735975754095E-02 
449	 9.69881522446809E-02 
