Wavelength	LMW500002.asd
350	 7.87193175717247E-02 
351	 7.95152808714241E-02 
352	 7.86918553956912E-02 
353	 7.54576844614302E-02 
354	 7.39634171889804E-02 
355	 0.078623768374518 
356	 8.23397587109271E-02 
357	 7.92074151444362E-02 
358	 8.05324467113531E-02 
359	 7.89744748182333E-02 
360	 7.65113499644852E-02 
361	 8.00606052257387E-02 
362	 0.077935468597467 
363	 7.68284579170261E-02 
364	 7.90102723541843E-02 
365	 7.60817633582263E-02 
366	 7.87309553207922E-02 
367	 8.15969622278927E-02 
368	 7.91353480971992E-02 
369	 8.33624389718887E-02 
370	 0.085285296520895 
371	 8.38750201307773E-02 
372	 8.38356734153608E-02 
373	 8.50027489547291E-02 
374	 8.55289546149866E-02 
375	 0.085524761270503 
376	 8.92043944346236E-02 
377	 8.87250659833527E-02 
378	 0.088263041114758 
379	 9.25818754745607E-02 
380	 9.28606682672159E-02 
381	 9.28921794947553E-02 
382	 9.40638446964535E-02 
383	 9.55632582501826E-02 
384	 9.67071119235808E-02 
385	 0.098447286765829 
386	 0.101028583807335 
387	 0.103075298704298 
388	 0.103551030276324 
389	 0.10375336146663 
390	 0.105221381036455 
391	 0.106383935743241 
392	 0.108972663692609 
393	 0.112155762256679 
394	 0.11308034924063 
395	 0.113686299727831 
396	 0.114796319235601 
397	 0.116617587318255 
398	 0.118660342312708 
399	 0.119906488766535 
400	 0.121647564423601 
401	 0.125080524227979 
402	 0.125798987241918 
403	 0.126521109680817 
404	 0.128048301144123 
405	 0.128861462365853 
406	 0.130793436683536 
407	 0.133323342541216 
408	 0.135300085815452 
409	 0.134897648844565 
410	 0.136107137317412 
411	 0.138550536329777 
412	 0.139893862378517 
413	 0.140077221444596 
414	 0.140457424224259 
415	 0.141539453605046 
416	 0.142609621224335 
417	 0.143260932729092 
418	 0.143362517792085 
419	 0.143115053680755 
420	 0.143402262152273 
421	 0.143874758855531 
422	 0.144092086902815 
423	 0.14374240238348 
424	 0.144569354348994 
425	 0.144752092758784 
426	 0.143721813635583 
427	 0.14397027831577 
428	 0.143880923817291 
429	 0.143711913949464 
430	 0.144018030976759 
431	 0.143835257162659 
432	 0.143636480086425 
433	 0.143522373707825 
434	 0.143199931312493 
435	 0.143590513153722 
436	 0.144116157310127 
437	 0.144291515150447 
438	 0.144613153354444 
439	 0.145319264803803 
440	 0.146322520493128 
441	 0.147356264342308 
442	 0.148288005617189 
443	 0.149261385419504 
444	 0.150340574554107 
445	 0.151420024736423 
446	 0.152464317901856 
447	 0.153758796968664 
448	 0.155377747526497 
449	 0.156089606000501 
450	 0.157136549460683 
451	 0.158611879527104 
452	 0.159609044145326 
453	 0.160535380154002 
454	 0.161476761749072 
455	 0.162463789455019 
456	 0.163540320921836 
457	 0.164474196972013 
458	 0.165278053757667 
459	 0.166079333626271 
460	 0.166929493450757 
461	 0.167651127894689 
462	 0.168270570248025 
463	 0.169131281237666 
464	 0.169643155155013 
465	 0.170126396524255 
466	 0.17093709667616 
467	 0.17151639918637 
468	 0.172013361015743 
469	 0.17254851105577 
470	 0.173182244637864 
471	 0.173574111515771 
472	 0.17395374420226 
473	 0.174514109433764 
474	 0.175154480008886 
