Wavelength	MM_3100007.asd
350	 4.28847408392108E-02 
351	 4.67546037805045E-02 
352	 0.046762533131815 
353	 4.56699103177464E-02 
354	 5.07508110781417E-02 
355	 4.67772282814251E-02 
356	 4.25298639934324E-02 
357	 4.76719179695147E-02 
358	 5.22491390430087E-02 
359	 5.05896428398601E-02 
360	 4.72771843854443E-02 
361	 5.14640087805963E-02 
362	 4.67493676851227E-02 
363	 4.48134140922397E-02 
364	 5.01884727034585E-02 
365	 5.14209222569004E-02 
366	 5.03992064977272E-02 
367	 4.92950276495951E-02 
368	 4.99666325647677E-02 
369	 5.25558273972663E-02 
370	 4.98133426761859E-02 
371	 4.62966399713904E-02 
372	 5.28150750811463E-02 
373	 5.43301524232558E-02 
374	 5.30280099662754E-02 
375	 5.23410462098467E-02 
376	 5.38683814325242E-02 
377	 5.27941836817849E-02 
378	 5.13500618152228E-02 
379	 0.052724752191824 
380	 5.50227212972514E-02 
381	 5.39928820508504E-02 
382	 0.052027703657514 
383	 0.055667415624626 
384	 5.66913327394124E-02 
385	 0.054892886351075 
386	 5.34399173769016E-02 
387	 6.02877452580946E-02 
388	 6.01631303110294E-02 
389	 0.057075219884351 
390	 5.88494885049461E-02 
391	 5.90722356258263E-02 
392	 5.96421523813279E-02 
393	 6.13736142469658E-02 
394	 6.37327806023051E-02 
395	 6.40500431468747E-02 
396	 6.36362593583739E-02 
397	 0.063660084503489 
398	 6.33785007457505E-02 
399	 6.37403301237837E-02 
400	 6.48596235315668E-02 
401	 6.62125100093978E-02 
402	 6.58516936636409E-02 
403	 6.54018077440922E-02 
404	 6.54488745801619E-02 
405	 6.53198112666924E-02 
406	 0.06519101298074 
407	 6.59986598339968E-02 
408	 6.75005607865536E-02 
409	 0.065870412253411 
410	 6.58029802565089E-02 
411	 6.75342995092604E-02 
412	 6.90979694793436E-02 
413	 0.06960821218417 
414	 6.90958939885771E-02 
415	 6.82402062372242E-02 
416	 6.83429534615764E-02 
417	 0.06851189325852 
418	 0.06880536697058 
419	 6.93082167265956E-02 
420	 6.94408629970624E-02 
421	 6.96189121682851E-02 
422	 6.98190297650977E-02 
423	 6.97471345760612E-02 
424	 6.94310799401001E-02 
425	 6.93405164710123E-02 
426	 0.069669824487306 
427	 7.01241353314863E-02 
428	 7.00355449489197E-02 
429	 6.95232670632575E-02 
430	 6.91067655985856E-02 
431	 6.97976554914168E-02 
432	 6.99548286839093E-02 
433	 6.97306986929709E-02 
434	 7.09650152869465E-02 
435	 7.07516448052496E-02 
436	 7.01319081018671E-02 
437	 7.02647767758608E-02 
438	 7.05487751735729E-02 
439	 0.070964603541583 
440	 7.13237685240475E-02 
441	 7.13981158860217E-02 
442	 7.12085668388048E-02 
443	 7.12724853674205E-02 
444	 7.16747885928455E-02 
445	 7.18115883850887E-02 
446	 0.071790219315845 
447	 7.19162153938888E-02 
448	 7.23722830432047E-02 
449	 0.072533727433156 
450	 7.27820918778407E-02 
451	 7.31809980156556E-02 
