Wavelength	LMW_13_a00007.asd
350	 4.62890253236174E-02 
351	 5.31584510375713E-02 
352	 5.30925458804824E-02 
353	 0.039573130092133 
354	 4.67502263022615E-02 
355	 4.77458989834401E-02 
356	 4.39311418090947E-02 
357	 4.27484020446828E-02 
358	 0.045813956256884 
359	 4.62211140637515E-02 
360	 4.56567615850487E-02 
361	 4.99033260391775E-02 
362	 4.37131751798941E-02 
363	 3.79451232555443E-02 
364	 3.92502909908443E-02 
365	 0.043108763222783 
366	 4.32161579112251E-02 
367	 4.28815166024493E-02 
368	 0.045783526828656 
369	 4.53808148802496E-02 
370	 4.36312183781058E-02 
371	 4.21871263874464E-02 
372	 4.22050819134374E-02 
373	 4.25587042299398E-02 
374	 4.26452284500055E-02 
375	 4.29848641389944E-02 
376	 4.61529655813342E-02 
377	 4.59100680648401E-02 
378	 4.43206787528426E-02 
379	 4.51695785279115E-02 
380	 4.83100918596911E-02 
381	 4.78879660389495E-02 
382	 0.045438117351793 
383	 4.74584859986967E-02 
384	 4.65269507961084E-02 
385	 4.57171415189807E-02 
386	 4.76343962624245E-02 
387	 5.17195868741537E-02 
388	 5.12771768391634E-02 
389	 4.95926774097631E-02 
390	 0.051319558030919 
391	 5.03640546498063E-02 
392	 5.06799261143324E-02 
393	 5.30032217305397E-02 
394	 5.49986838556172E-02 
395	 5.55671293634614E-02 
396	 5.56147786565313E-02 
397	 5.62859900824156E-02 
398	 5.86902251732284E-02 
399	 5.93522759690458E-02 
400	 5.95339798808125E-02 
401	 6.14102282744907E-02 
402	 6.16475993887254E-02 
403	 6.11638502200854E-02 
404	 0.061181812386141 
405	 0.062827265677544 
406	 0.063907905276826 
407	 6.46767349686173E-02 
408	 6.53356959520427E-02 
409	 6.43910162498156E-02 
410	 6.43144960895945E-02 
411	 6.47532098344177E-02 
412	 6.42728096563859E-02 
413	 6.41641332307495E-02 
414	 6.39986949903989E-02 
415	 6.36712485361462E-02 
416	 6.36870740094546E-02 
417	 6.32701114272252E-02 
418	 6.29466463158273E-02 
419	 6.31118919108264E-02 
420	 6.27339621857076E-02 
421	 6.15452370642313E-02 
422	 0.060480331436662 
423	 6.08967664869797E-02 
424	 5.98755320957803E-02 
425	 5.91534935789206E-02 
426	 5.94367061201152E-02 
427	 5.84393912897027E-02 
428	 5.80405200800183E-02 
429	 5.79505124893493E-02 
430	 5.74298800520612E-02 
431	 5.71266950449128E-02 
432	 5.67397917105196E-02 
433	 5.66242279057818E-02 
434	 5.77140135325779E-02 
435	 5.82561383699135E-02 
436	 5.88404086911208E-02 
437	 5.99193923949729E-02 
438	 6.02884340727566E-02 
439	 6.08745892458748E-02 
440	 6.19060242138033E-02 
441	 6.31637186820991E-02 
442	 6.38948851805151E-02 
443	 6.47208486388824E-02 
444	 0.065862063702358 
445	 6.67271124890157E-02 
446	 6.77340430257261E-02 
