Wavelength	MM_3100001.asd
350	 5.30231625573724E-02 
351	 4.64399951481413E-02 
352	 3.71401942943067E-02 
353	 3.62747501431565E-02 
354	 4.34013277758738E-02 
355	 4.66718592320672E-02 
356	 4.59396164687932E-02 
357	 4.46184942458355E-02 
358	 4.59845113357208E-02 
359	 4.60441353346669E-02 
360	 4.62938035846654E-02 
361	 5.06476161003995E-02 
362	 4.74744330709368E-02 
363	 4.73099686402305E-02 
364	 0.05284171436184 
365	 5.04746269503954E-02 
366	 4.98828628288043E-02 
367	 5.04473412233862E-02 
368	 5.00341931910219E-02 
369	 5.23008241533702E-02 
370	 5.20980048063606E-02 
371	 5.06580197213324E-02 
372	 5.30877044658047E-02 
373	 5.51828252427602E-02 
374	 5.31371363287061E-02 
375	 4.89396816211012E-02 
376	 0.054596646683912 
377	 5.58958858825545E-02 
378	 5.41131870923497E-02 
379	 5.42890720595969E-02 
380	 5.61700271375365E-02 
381	 5.61792628704049E-02 
382	 5.58137418966144E-02 
383	 5.96476498640969E-02 
384	 5.92578962523845E-02 
385	 5.71032263932671E-02 
386	 5.60387770014102E-02 
387	 5.64972667421778E-02 
388	 0.057857719077033 
389	 5.97723513939367E-02 
390	 0.061588247882609 
391	 6.10819321642994E-02 
392	 5.99370943723169E-02 
393	 6.02037706696023E-02 
394	 6.35525982129753E-02 
395	 0.063667909715859 
396	 6.34510022580735E-02 
397	 6.47639369106764E-02 
398	 6.36732333726237E-02 
399	 6.36210391612516E-02 
400	 6.50139979459823E-02 
401	 6.67735433515064E-02 
402	 6.66281236809618E-02 
403	 6.58434281672793E-02 
404	 0.065713394439715 
405	 0.067183123933808 
406	 6.74858164908314E-02 
407	 6.79001210501329E-02 
408	 6.90422711254708E-02 
409	 6.75389075062185E-02 
410	 0.06685986761772 
411	 6.70774152893646E-02 
412	 6.69358059959911E-02 
413	 0.068404858699822 
414	 0.068977520155258 
415	 6.82984915897379E-02 
416	 6.91726363001627E-02 
417	 6.89196102320732E-02 
418	 6.88869760873669E-02 
419	 7.02403106949235E-02 
420	 7.03026968049398E-02 
421	 0.069884266387227 
422	 6.98053950758339E-02 
423	 7.06606005632958E-02 
424	 7.10535907747406E-02 
425	 7.11016490844017E-02 
426	 7.10016926188274E-02 
427	 7.06664093858799E-02 
428	 7.03224135177069E-02 
429	 7.03089449196071E-02 
430	 7.08077455069812E-02 
431	 0.0712300138429 
432	 7.12143457570727E-02 
433	 7.09127849783613E-02 
434	 7.09200282110021E-02 
435	 7.12310567341977E-02 
436	 7.14634984754974E-02 
437	 0.071349296554172 
438	 7.09991637116705E-02 
439	 7.14288563081169E-02 
440	 7.21309318769752E-02 
441	 7.20255327813425E-02 
442	 7.22628399774402E-02 
443	 7.24548740840619E-02 
444	 7.24458311168324E-02 
445	 7.26591886941126E-02 
446	 7.26499953419993E-02 
447	 0.07282936979582 
448	 7.35127263312533E-02 
449	 7.35761496949055E-02 
450	 0.073649900621964 
451	 7.39559129261025E-02 
452	 7.42924069661307E-02 
453	 0.074028694762204 
454	 0.073808387838732 
455	 7.41232663920314E-02 
456	 7.46008978523553E-02 
457	 7.47727471853521E-02 
458	 7.47724631900936E-02 
459	 7.49948179357812E-02 
460	 7.53878261561088E-02 
461	 7.54476026552077E-02 
462	 7.51617413811429E-02 
463	 7.52401224706912E-02 
464	 7.54341804012129E-02 
465	 7.56585874842864E-02 
466	 7.58423377179815E-02 
467	 7.58225994046391E-02 
468	 7.60154695640636E-02 
469	 7.63628112018789E-02 
470	 7.64386662918636E-02 
471	 7.64885493446996E-02 
472	 7.66718886648123E-02 
473	 7.69699543668598E-02 
474	 7.69510015442002E-02 
475	 7.71798764745193E-02 
476	 7.74080728017015E-02 
477	 0.077192734338603 
478	 7.74687630678466E-02 
479	 7.77414639867361E-02 
480	 7.77537103876779E-02 
481	 7.77394717090018E-02 
482	 7.79536451851974E-02 
483	 7.82933710891392E-02 
484	 0.07855256697152 
485	 7.86082843955518E-02 
486	 7.85996438961256E-02 
487	 7.86361696229592E-02 
488	 7.87797794011445E-02 
489	 7.88308774084669E-02 
490	 7.89395256118702E-02 
491	 7.91781760576601E-02 
492	 7.92956300663986E-02 
493	 7.92475912531898E-02 
494	 0.079237613966217 
495	 7.95205483435691E-02 
496	 0.079715979061565 
497	 7.98857039090773E-02 
498	 8.00308302848993E-02 
499	 0.07999522807457 
500	 7.98576575640488E-02 
501	 7.99064773409483E-02 
502	 8.02757260374986E-02 
503	 0.080151084257096 
504	 8.02376448277347E-02 
505	 8.05732392926291E-02 
506	 8.05726430762775E-02 
507	 8.06318320754497E-02 
508	 8.07681122687772E-02 
509	 8.08654017787327E-02 
510	 8.05885688721133E-02 
511	 8.06478001190359E-02 
512	 8.09142703203605E-02 
513	 8.08730990426201E-02 
514	 8.09805226497304E-02 
515	 8.11182695581408E-02 
516	 8.11943965072216E-02 
517	 8.12694648263704E-02 
518	 0.081336206941813 
519	 8.13744502904847E-02 
520	 8.13839017792085E-02 
521	 8.15064465039138E-02 
522	 8.15211183383312E-02 
523	 8.14534301641254E-02 
524	 0.081596709926408 
525	 8.16620387256984E-02 
526	 8.16646444462157E-02 
527	 8.16842603718879E-02 
528	 0.081784850318505 
529	 8.18494718943494E-02 
530	 8.18650667870867E-02 
531	 8.18934961392414E-02 
532	 8.20151945611233E-02 
533	 8.20690113825135E-02 
534	 8.20126239323075E-02 
535	 8.21333699671337E-02 
536	 8.21595038614842E-02 
537	 8.21604918028998E-02 
538	 8.22938616588558E-02 
539	 8.23685538810792E-02 
540	 8.23236542414481E-02 
541	 8.22492058900226E-02 
542	 8.24168146238471E-02 
543	 8.25935835515406E-02 
544	 8.26589897807128E-02 
545	 8.25956425270376E-02 
546	 8.26487136745085E-02 
547	 8.27387058835576E-02 
548	 8.28092653153785E-02 
549	 8.28366537309574E-02 
550	 8.28926208919739E-02 
551	 8.29287742910361E-02 
552	 8.29259056584512E-02 
553	 8.29982014779277E-02 
554	 8.30925773621507E-02 
555	 0.083178951675533 
556	 8.32484899582724E-02 
557	 8.33904367176248E-02 
558	 8.35002558545052E-02 
559	 8.35582185125109E-02 
560	 8.37408474368498E-02 
561	 8.37990388021513E-02 
562	 8.38120778662386E-02 
563	 8.39251536864872E-02 
564	 8.39733475167298E-02 
565	 8.39860837027738E-02 
566	 8.39860321069578E-02 
567	 8.39765341150865E-02 
568	 8.40862321615413E-02 
569	 0.084282201063935 
570	 8.44899143605857E-02 
571	 8.46455316467248E-02 
572	 8.48370025594516E-02 
573	 0.08502362702178 
574	 0.085087672000307 
575	 0.085179434807576 
576	 8.52652978618482E-02 
577	 8.53319632788935E-02 
578	 8.54948963492168E-02 
579	 8.55491405892691E-02 
580	 8.54734478099293E-02 
581	 8.53511621809365E-02 
582	 0.085356873213939 
583	 8.53599663317338E-02 
584	 8.53350557310122E-02 
585	 0.085445019957835 
586	 8.56220521179735E-02 
587	 8.58046498428861E-02 
588	 8.59468735247098E-02 
589	 8.60797919471778E-02 
590	 8.61883546723136E-02 
591	 8.63052838553363E-02 
592	 0.086499977551492 
593	 8.66340320075587E-02 
594	 8.67903339583509E-02 
595	 8.69936883982591E-02 
596	 8.69858805066997E-02 
597	 0.086984982994948 
598	 8.70062467945256E-02 
599	 8.69699831035543E-02 
600	 8.69986138415032E-02 
601	 8.70130779467306E-02 
602	 8.69810750499441E-02 
603	 8.69920376076085E-02 
604	 8.70553052415736E-02 
605	 8.71072578509038E-02 
606	 8.70895183666711E-02 
607	 8.71384680421809E-02 
608	 8.72180578725521E-02 
609	 8.73064613339625E-02 
610	 8.74092141279586E-02 
611	 8.74493890831563E-02 
612	 8.74905772862362E-02 
613	 8.75757454773394E-02 
614	 8.75552459001236E-02 
615	 0.087518502660414 
616	 8.75134205724398E-02 
617	 8.75516927536225E-02 
618	 8.75945939581478E-02 
619	 8.76064936352101E-02 
620	 8.75867693986229E-02 
621	 8.76039857648411E-02 
622	 8.76460008213083E-02 
623	 8.76725662458464E-02 
624	 8.76486295108029E-02 
625	 8.76709945283133E-02 
626	 8.77018414456202E-02 
627	 0.087720512880974 
628	 8.77435026935716E-02 
629	 8.77779711593034E-02 
630	 8.77886461339905E-02 
631	 8.77616245672991E-02 
632	 0.087817833582824 
633	 8.78233398420586E-02 
634	 0.087784590912853 
635	 0.08782016008798 
636	 8.78524894008065E-02 
637	 8.78821037051336E-02 
638	 8.79153792886913E-02 
639	 8.79431240002295E-02 
640	 8.79486525478451E-02 
641	 8.79589746453992E-02 
642	 8.80132531490012E-02 
643	 8.80737132783376E-02 
644	 8.81049172498709E-02 
645	 8.81013960682558E-02 
646	 8.80988342325799E-02 
647	 8.81010776717562E-02 
648	 8.81394980659868E-02 
649	 8.82170481274016E-02 
650	 8.81896067493267E-02 
651	 8.82052305374783E-02 
652	 8.82803310843415E-02 
653	 8.83134610879137E-02 
654	 8.83466321269109E-02 
655	 8.83646802482611E-02 
656	 8.83651499027952E-02 
657	 8.83986967938648E-02 
658	 8.84439853078673E-02 
659	 8.84870201631935E-02 
660	 8.85133890551221E-02 
661	 8.84815549194978E-02 
662	 8.84949094315961E-02 
663	 8.85835887639149E-02 
664	 8.86560858299927E-02 
665	 8.86649467290934E-02 
666	 8.86481721513338E-02 
667	 8.86589256539441E-02 
668	 8.86855834175032E-02 
669	 8.87036819329379E-02 
670	 8.87081424974347E-02 
671	 8.87137590763018E-02 
672	 0.088777727458376 
673	 0.088837489679582 
674	 8.88537296381811E-02 
675	 0.088894449507702 
676	 8.89155930296501E-02 
677	 8.89165370237335E-02 
678	 8.89207467831834E-02 
679	 8.89793445158397E-02 
680	 8.90249866612171E-02 
681	 8.90380552466588E-02 
682	 8.90742929067075E-02 
683	 8.90781764723768E-02 
684	 8.91079665921149E-02 
685	 8.92017108089812E-02 
686	 8.92210715806949E-02 
687	 8.92331816742803E-02 
688	 8.92481885265179E-02 
689	 8.92378120291983E-02 
690	 8.92416587410928E-02 
691	 8.92620225789069E-02 
692	 0.089288120270655 
693	 8.92959030592508E-02 
694	 8.92866580847202E-02 
695	 8.93009571925791E-02 
696	 8.93641078600122E-02 
697	 8.93329031352994E-02 
698	 8.93140243498063E-02 
699	 8.93513206597223E-02 
700	 0.089406025820932 
701	 8.94604191413838E-02 
702	 8.94894904553962E-02 
703	 8.94846656218467E-02 
704	 8.94765761316107E-02 
705	 8.94924495512655E-02 
706	 8.95000839212836E-02 
707	 8.94517650432123E-02 
708	 8.94498357064929E-02 
709	 8.94954399244348E-02 
710	 8.95443611645167E-02 
711	 8.95032565073255E-02 
712	 8.95141206574491E-02 
713	 8.95395002870202E-02 
714	 0.089518306605657 
715	 8.95011574000391E-02 
716	 8.95014910618422E-02 
717	 8.95033416927285E-02 
718	 8.94751492320508E-02 
719	 8.94681356417179E-02 
720	 8.94767703999386E-02 
721	 8.94852239845313E-02 
722	 8.94758678849793E-02 
