Wavelength	MM_3200002.asd
350	 3.29530997856301E-02 
351	 3.61314015464249E-02 
352	 3.72466174633816E-02 
353	 3.22570967497132E-02 
354	 4.05356435580495E-02 
355	 3.92273499350419E-02 
356	 3.13561282819139E-02 
357	 2.70608512353759E-02 
358	 3.71402177890849E-02 
359	 3.95876124439358E-02 
360	 3.44688419765003E-02 
361	 3.52345850796558E-02 
362	 3.00750303858693E-02 
363	 2.70392843847697E-02 
364	 3.00660207881448E-02 
365	 3.36593714774502E-02 
366	 3.17933852548768E-02 
367	 3.16827119689215E-02 
368	 3.83707721205153E-02 
369	 3.30820818959232E-02 
370	 3.06319127364824E-02 
371	 3.40083756624474E-02 
372	 3.70358712717039E-02 
373	 0.034369838383023 
374	 3.18479366416646E-02 
375	 3.30800577182234E-02 
376	 3.56483926381433E-02 
377	 3.39850252004291E-02 
378	 3.29115063811646E-02 
379	 3.72579962212614E-02 
380	 3.80099502339877E-02 
381	 0.036963677404012 
382	 3.61984572453114E-02 
383	 3.74874082856168E-02 
384	 3.95901080631119E-02 
385	 3.95480722423437E-02 
386	 0.037488872607838 
387	 3.96373819146264E-02 
388	 4.33679481709418E-02 
389	 4.51582947882328E-02 
390	 4.29003952935237E-02 
391	 4.27324491672336E-02 
392	 4.22760109378863E-02 
393	 4.19197030889557E-02 
394	 4.43212779827029E-02 
395	 4.51201892496295E-02 
396	 0.045093438899398 
397	 4.53126782114903E-02 
398	 4.55297725643539E-02 
399	 4.56580376899832E-02 
400	 4.65891971039924E-02 
401	 4.88165556327446E-02 
402	 4.88327761312491E-02 
403	 4.84053445311996E-02 
404	 4.82125099382108E-02 
405	 4.75373929597558E-02 
406	 4.79900686290452E-02 
407	 4.97769264497634E-02 
408	 5.16761925956078E-02 
409	 4.92520578136441E-02 
410	 4.92118466984214E-02 
411	 5.13774941996825E-02 
412	 5.24958105990775E-02 
413	 5.31598288500542E-02 
414	 5.29062119321883E-02 
415	 5.20993887578803E-02 
416	 5.21760060271282E-02 
417	 0.052418168371481 
418	 0.052604495120241 
419	 5.27871034947153E-02 
420	 5.37050052018398E-02 
421	 5.35175236097706E-02 
422	 0.053249823599336 
423	 5.52665523567986E-02 
424	 5.49878069688419E-02 
425	 5.42776525083193E-02 
426	 0.05458862157769 
427	 5.51749831882232E-02 
428	 5.54815840503183E-02 
429	 0.055516911895033 
430	 0.055539219954483 
431	 5.58342571285155E-02 
432	 5.61532366311855E-02 
433	 5.64201416880036E-02 
434	 5.67442908556662E-02 
435	 5.68850290524526E-02 
436	 0.056997137952192 
437	 5.71599605185404E-02 
438	 0.056989216400792 
439	 5.71342816626783E-02 
440	 5.76509878740212E-02 
441	 5.82131839055126E-02 
442	 5.80735698470407E-02 
443	 5.81611229037827E-02 
444	 5.87599369055635E-02 
445	 5.89587071256142E-02 
446	 0.059096332749067 
447	 5.92224284444966E-02 
448	 0.059338440666434 
449	 5.95460792591216E-02 
450	 5.96605208964465E-02 
451	 5.97246649787185E-02 
452	 5.99608380914057E-02 
453	 6.01238717533008E-02 
454	 6.01152986177887E-02 
455	 6.00180479889407E-02 
456	 6.03121849703414E-02 
457	 6.03989265844668E-02 
458	 0.060436965537623 
459	 0.06081877204166 
460	 6.09149048809202E-02 
461	 6.09341281493855E-02 
462	 6.10190010927769E-02 
463	 6.11088747061967E-02 
464	 6.12321363393253E-02 
465	 6.14744551903421E-02 
466	 6.18124571343177E-02 
467	 6.17318165184876E-02 
468	 6.17529589090608E-02 
469	 6.19507886367511E-02 
470	 6.20347690020935E-02 
471	 6.22294916113915E-02 
472	 6.23814363409875E-02 
473	 6.24040791556905E-02 
474	 6.25137388545657E-02 
475	 6.25397942200046E-02 
476	 6.25196189403859E-02 
477	 6.25994069078838E-02 
478	 0.063030705916718 
479	 6.32360815322791E-02 
480	 6.31216414251073E-02 
481	 6.33470609401877E-02 
482	 6.35497511234642E-02 
483	 6.36191811379289E-02 
484	 6.35889273380349E-02 
485	 6.38220961912353E-02 
486	 6.38278604082313E-02 
487	 6.36774194948281E-02 
488	 6.38898285481747E-02 
489	 6.40986679288774E-02 
490	 0.06420768242392 
491	 6.42091689878205E-02 
492	 6.41711046621506E-02 
493	 6.41972277094165E-02 
494	 6.43301045799679E-02 
495	 6.45610127590572E-02 
496	 6.48340952034853E-02 
497	 6.48478910668581E-02 
498	 6.46637708805832E-02 
499	 6.49064829344634E-02 
500	 6.49849106934404E-02 
501	 0.064986776510252 
502	 6.51081744061378E-02 
503	 6.51055311271492E-02 
504	 6.51058301129658E-02 
505	 6.51543781687533E-02 
506	 0.065211698531672 
507	 6.53110806710726E-02 
508	 6.53813430166914E-02 
509	 6.53929449185755E-02 
510	 6.54882603794739E-02 
511	 6.54849971566549E-02 
512	 6.54445933957657E-02 
513	 6.55498512289173E-02 
514	 0.065843556130699 
515	 6.58954161125084E-02 
516	 6.56819236675388E-02 
517	 6.59690515339302E-02 
518	 6.60533539691057E-02 
519	 6.59272951634336E-02 
520	 6.58237808913411E-02 
521	 6.59529406710642E-02 
522	 6.60769107924623E-02 
523	 6.60985685532835E-02 
524	 6.60968199278908E-02 
525	 6.61617753948214E-02 
526	 6.62314640427855E-02 
527	 6.62477263254043E-02 
528	 6.62910112508667E-02 
529	 6.62781310019878E-02 
530	 6.62744802376554E-02 
531	 6.64187294847543E-02 
532	 6.64854418878127E-02 
533	 6.65383738637316E-02 
534	 6.66164415335644E-02 
535	 6.66081268204778E-02 
536	 6.66445751539541E-02 
537	 0.066710594112434 
538	 6.67357131150282E-02 
539	 6.66993854435784E-02 
540	 6.66791682675755E-02 
541	 6.67186324351995E-02 
542	 6.68084576408876E-02 
543	 6.68679685100703E-02 
544	 6.69173582933047E-02 
545	 0.066982585415007 
546	 6.69855225051346E-02 
547	 0.066971512436678 
548	 0.066991177579924 
549	 6.70891724651047E-02 
550	 6.71772017876066E-02 
551	 6.72154538022297E-02 
552	 6.72192420604251E-02 
553	 6.73286987710441E-02 
554	 0.067343168849142 
555	 6.73312897261132E-02 
556	 6.74744713457522E-02 
557	 6.75908231672281E-02 
558	 6.76296151956687E-02 
559	 6.76287883415005E-02 
560	 6.77586140483974E-02 
561	 6.78237404370166E-02 
562	 0.067841508302048 
563	 6.78943980017403E-02 
564	 0.067992296004337 
565	 0.068049483116881 
566	 6.80502716638231E-02 
567	 6.80630785810728E-02 
568	 6.81450082066065E-02 
569	 6.82539204824821E-02 
570	 6.83436123498191E-02 
571	 0.068452703990863 
572	 6.85424007781515E-02 
573	 6.86145451000203E-02 
574	 6.86990450924261E-02 
575	 6.87798232440132E-02 
576	 6.88830523723611E-02 
577	 6.90012501483509E-02 
578	 6.90317571999785E-02 
579	 6.91084580626313E-02 
580	 6.91656432952319E-02 
581	 6.90875280830018E-02 
582	 6.90433082554299E-02 
583	 6.90453928236462E-02 
584	 6.90853102392601E-02 
585	 6.91463105899741E-02 
586	 0.069264776627999 
