Wavelength	LMW_1000002.asd
350	 0.046782170346977 
351	 0.051280634060446 
352	 4.83041886079696E-02 
353	 3.95830546096997E-02 
354	 3.97099716041074E-02 
355	 4.29411689092932E-02 
356	 4.44453338934479E-02 
357	 4.25622376805251E-02 
358	 4.73119561476704E-02 
359	 4.55652283227694E-02 
360	 4.05398184754734E-02 
361	 4.45443413180585E-02 
362	 0.043265868353714 
363	 4.24483978508372E-02 
364	 4.45693506128162E-02 
365	 4.33809175309885E-02 
366	 3.86706364733345E-02 
367	 3.56515633308247E-02 
368	 3.84514211148636E-02 
369	 4.15030944625789E-02 
370	 0.042184721583653 
371	 4.23120220932504E-02 
372	 4.58046720030507E-02 
373	 4.51291481365456E-02 
374	 4.35568001373403E-02 
375	 4.34968390897666E-02 
376	 4.35712204888688E-02 
377	 4.09383636169789E-02 
378	 4.07584417729447E-02 
379	 4.68244395570096E-02 
380	 4.76779806926402E-02 
381	 4.34803701045893E-02 
382	 4.01213167375437E-02 
383	 4.58455497201155E-02 
384	 4.54944630160974E-02 
385	 4.40213696618331E-02 
386	 4.52220302923139E-02 
387	 4.49341415181983E-02 
388	 4.63883875567639E-02 
389	 4.77390815286246E-02 
390	 4.66326155945285E-02 
391	 4.62474553763805E-02 
392	 4.50231041175408E-02 
393	 4.42789716544267E-02 
394	 4.73502127189384E-02 
395	 4.71990534642581E-02 
396	 4.69647996661687E-02 
397	 0.048644350541093 
398	 4.79256361411535E-02 
399	 4.83474505554443E-02 
400	 4.93919243770685E-02 
401	 4.93575670697277E-02 
402	 0.0487471965538 
403	 0.04859077912708 
404	 4.89923726525301E-02 
405	 4.91299245911827E-02 
406	 4.94130771091448E-02 
407	 5.03326157269388E-02 
408	 5.13825437993219E-02 
409	 4.91892963977695E-02 
410	 4.83801500844435E-02 
411	 4.93882108743219E-02 
412	 5.04333998294663E-02 
413	 4.97305189492491E-02 
414	 4.89088480661705E-02 
415	 4.91792860683676E-02 
416	 0.050873441533402 
417	 5.04713509352818E-02 
418	 4.99810991972122E-02 
419	 5.12463476182069E-02 
420	 5.07533150030975E-02 
421	 4.98109895128534E-02 
422	 4.94616680546961E-02 
423	 5.02825992678849E-02 
424	 5.04734654758149E-02 
425	 5.02336163382392E-02 
426	 4.99470356235426E-02 
427	 4.97957299066513E-02 
428	 4.96387309207327E-02 
429	 4.95328740516713E-02 
430	 4.95543669221359E-02 
431	 4.96370320951218E-02 
432	 4.92669540371846E-02 
433	 4.88102788839951E-02 
434	 4.93940581914891E-02 
435	 0.04930808126301 
436	 4.90811295003977E-02 
437	 4.92276715550249E-02 
438	 4.90006905188536E-02 
439	 4.90490566014257E-02 
440	 4.92019438873597E-02 
441	 4.89705966713587E-02 
442	 4.88237122928817E-02 
443	 4.89877305449447E-02 
444	 4.92743993662219E-02 
445	 4.89116183773936E-02 
446	 4.88145208776648E-02 
447	 4.90156709548799E-02 
448	 4.92631956102282E-02 
449	 4.92782813314602E-02 
450	 4.94198659536343E-02 
451	 4.96654646703752E-02 
452	 4.96657809854652E-02 
453	 4.94736191828806E-02 
454	 4.92762952795094E-02 
455	 4.92158144845916E-02 
456	 4.92587941311738E-02 
457	 4.94709690984181E-02 
458	 4.95567660743694E-02 
459	 4.91996729367035E-02 
460	 0.049226514322574 
461	 0.049155093562108 
462	 4.89181560836603E-02 
463	 4.91973211315185E-02 
464	 4.92462446806989E-02 
465	 4.91763944254488E-02 
466	 4.92386847686443E-02 
467	 4.92341594600514E-02 
468	 4.91823807502711E-02 
469	 4.90735850276509E-02 
470	 4.88840168943126E-02 
471	 4.87912584276857E-02 
472	 4.87232254765293E-02 
473	 4.86690125169207E-02 
474	 4.89455703794475E-02 
475	 4.86876302858684E-02 
476	 4.82327208655038E-02 
477	 4.83289346179185E-02 
478	 4.84143935155694E-02 
479	 4.84158093481113E-02 
480	 4.84022809751624E-02 
481	 0.048579206185862 
482	 4.87470969980694E-02 
483	 4.88158473397328E-02 
484	 4.87566594959946E-02 
485	 4.86125617912224E-02 
486	 4.86757616594189E-02 
487	 4.87770912965023E-02 
488	 4.84223294811723E-02 
489	 4.84210110677941E-02 
490	 4.85966120977016E-02 
491	 0.048644052693591 
492	 4.83513289382859E-02 
493	 4.82401812286063E-02 
494	 4.83081561345739E-02 
495	 4.83244200819625E-02 
496	 4.84631784264462E-02 
497	 4.84119370645563E-02 
498	 4.81851614758034E-02 
499	 0.048340127547306 
500	 4.84550493929886E-02 
501	 4.84379809165179E-02 
502	 4.83228372817241E-02 
503	 4.82289429168558E-02 
504	 4.82320996806973E-02 
505	 0.048310470537083 
506	 4.83574638024287E-02 
507	 4.83272785785028E-02 
508	 4.83273375779482E-02 
509	 4.83969954409557E-02 
510	 4.83097541544395E-02 
511	 4.81757559393726E-02 
512	 4.80868225906073E-02 
513	 4.81093826752632E-02 
514	 4.81741430109992E-02 
515	 4.81455698593999E-02 
516	 4.80644359032814E-02 
517	 4.82982914633347E-02 
518	 4.83554897915195E-02 
519	 4.82539053412752E-02 
520	 4.81789806673892E-02 
521	 4.82059030625662E-02 
522	 4.83363160859943E-02 
523	 4.84464451010921E-02 
524	 4.82997890492507E-02 
525	 4.82648650396329E-02 
526	 0.048299561360965 
527	 0.048307205144226 
528	 4.83340501258075E-02 
529	 4.83777427572911E-02 
530	 4.84091710238744E-02 
531	 4.83892560297853E-02 
532	 4.83747001141931E-02 
533	 0.04839618241752 
534	 4.84526886294793E-02 
535	 4.84996333947242E-02 
536	 4.84497211609193E-02 
537	 4.84120505484879E-02 
538	 4.85327512153729E-02 
539	 4.86308208988057E-02 
540	 4.86239739084376E-02 
541	 4.85660050786968E-02 
542	 4.86758193947783E-02 
543	 4.87557347752907E-02 
544	 4.87945050470177E-02 
545	 4.88344691769068E-02 
546	 4.89267361401446E-02 
547	 4.89478728395631E-02 
548	 4.89398675153289E-02 
549	 4.90725788823916E-02 
550	 4.90956253422889E-02 
551	 4.91176794041668E-02 
552	 0.049241722361464 
553	 4.93938843127883E-02 
554	 4.94842233430865E-02 
555	 4.95479791656807E-02 
556	 4.96782386443178E-02 
557	 4.97989639376903E-02 
558	 4.99561790649199E-02 
559	 5.01376609249941E-02 
560	 5.01984425336609E-02 
561	 5.03282323377272E-02 
562	 5.05294044060066E-02 
563	 5.07426816796843E-02 
564	 5.09700895884378E-02 
565	 0.051164187479811 
566	 5.13476965383897E-02 
567	 0.05162097684678 
568	 5.19258933408688E-02 
569	 5.22171580149341E-02 
570	 5.24793640529222E-02 
571	 5.27812403225904E-02 
572	 5.31374255636251E-02 
573	 5.35166074313923E-02 
574	 5.38571832152129E-02 
575	 5.41743218262692E-02 
576	 5.45167238878496E-02 
577	 5.49067891200539E-02 
578	 5.52922406792057E-02 
579	 5.57387317600145E-02 
580	 5.62740518101888E-02 
581	 5.68886854106866E-02 
582	 5.74577292456369E-02 
583	 5.79781147800279E-02 
584	 5.84677172497929E-02 
585	 5.89538121957496E-02 
586	 5.95538359322502E-02 
587	 6.01405931776665E-02 
588	 6.06000489743402E-02 
589	 6.12142794614925E-02 
590	 0.06188219914321 
591	 6.25161317578673E-02 
592	 6.30628677067816E-02 
593	 6.36005048995713E-02 
594	 6.41856793596775E-02 
595	 6.48324007367726E-02 
596	 6.54547024486208E-02 
597	 6.61570528546695E-02 
598	 6.68772700535338E-02 
599	 6.74860027561471E-02 
600	 6.81143999503806E-02 
601	 0.068723615267073 
602	 6.92826955449077E-02 
603	 6.98130544747936E-02 
604	 7.03266008510227E-02 
605	 7.08616780810974E-02 
606	 0.071442745479228 
607	 0.071973541822914 
608	 7.25010320609537E-02 
609	 7.30384520344339E-02 
610	 7.35524093141356E-02 
611	 7.39948659983364E-02 
612	 7.44014984184472E-02 
613	 7.48098492774679E-02 
614	 7.51892109929729E-02 
615	 7.55628341649055E-02 
616	 7.59131226305448E-02 
617	 7.62006423638317E-02 
618	 7.65208355190423E-02 
619	 0.076801344622693 
620	 7.70172418735801E-02 
621	 7.73025252447121E-02 
622	 0.077567377024248 
623	 0.077787849326275 
624	 7.79767393973771E-02 
625	 7.82100863179327E-02 
626	 7.84383792805431E-02 
627	 7.86415126214934E-02 
628	 7.88513835933193E-02 
629	 7.90391780492229E-02 
630	 7.92252884862059E-02 
631	 7.94228516236939E-02 
632	 7.95592248651571E-02 
633	 7.97061643631892E-02 
634	 7.98880482969923E-02 
635	 8.00847718767399E-02 
636	 8.02564433655679E-02 
637	 8.04086515525181E-02 
638	 8.05529334883835E-02 
639	 8.06878484795363E-02 
640	 8.08567328687261E-02 
641	 8.10603265440041E-02 
642	 8.12732225180811E-02 
643	 8.14621689048518E-02 
644	 8.16183246400945E-02 
645	 8.17649776160885E-02 
646	 8.19671428603026E-02 
647	 8.21477644212467E-02 
648	 8.23035383068749E-02 
649	 0.082465933255871 
650	 0.082716024763365 
651	 8.29439080953992E-02 
652	 8.31395185976979E-02 
653	 8.33801247188248E-02 
654	 0.083602057497849 
655	 8.37981264408375E-02 
656	 8.39960870112404E-02 
657	 8.42941289054442E-02 
658	 8.45395036119007E-02 
659	 8.47532224177814E-02 
660	 0.085024394298739 
661	 8.52603195495214E-02 
662	 8.55389019807457E-02 
663	 8.58685646701846E-02 
664	 8.61365879901238E-02 
665	 0.086370540072108 
666	 8.66282942791552E-02 
667	 8.69498777676138E-02 
668	 8.72570199406742E-02 
669	 8.75768291809758E-02 
670	 8.79112221302826E-02 
671	 8.82392944402471E-02 
672	 8.85622101569196E-02 
673	 8.89147858435724E-02 
674	 8.93145926309508E-02 
675	 8.97399083381904E-02 
676	 9.00740235538258E-02 
677	 9.03747381165233E-02 
678	 9.07634816460171E-02 
679	 9.11800159176398E-02 
680	 9.16147616740553E-02 
681	 9.20524356045062E-02 
682	 9.24666284124544E-02 
683	 0.092903741604295 
684	 9.33427957544812E-02 
685	 9.37678462241775E-02 
686	 9.42481872484789E-02 
687	 9.47276408310923E-02 
688	 9.52091930555731E-02 
689	 9.57310185402002E-02 
690	 9.62134912202381E-02 
691	 9.66802466090491E-02 
692	 9.71601589193174E-02 
693	 9.76610342927065E-02 
694	 0.098180015735564 
695	 9.87008125935506E-02 
696	 9.92151257457531E-02 
697	 9.97883041518324E-02 
698	 0.100348732282514 
699	 0.100889501093953 
700	 0.101478070878617 
701	 0.10206482818279 
702	 0.102637484151422 
703	 0.10318856300164 
704	 0.103687665126358 
705	 0.104260414923884 
706	 0.104876043180585 
707	 0.105437307916161 
708	 0.106069209779222 
709	 0.106681786762733 
710	 0.107235790238117 
711	 0.107798170558396 
712	 0.108376312319441 
713	 0.108963944489016 
714	 0.109549145975924 
715	 0.110119016408362 
716	 0.110686958970391 
717	 0.111259440762844 
718	 0.111832846583257 
719	 0.112369894555772 
720	 0.112870551519998 
721	 0.113356031844629 
722	 0.113876995181906 
723	 0.11439070593173 
724	 0.114898921373709 
725	 0.115406179357105 
726	 0.115854827002913 
727	 0.116280409480969 
728	 0.116699384129122 
729	 0.117104655118748 
730	 0.117485361583181 
731	 0.117859115345135 
732	 0.118233850828555 
733	 0.118588308321324 
734	 0.118876660378156 
735	 0.119108144226333 
736	 0.119320901477071 
737	 0.119551678356281 
738	 0.119786858240976 
739	 0.120005180501676 
740	 0.120182774666286 
741	 0.120304591529405 
742	 0.120399871873348 
743	 0.120483976055686 
744	 0.120506305834289 
745	 0.12048835960698 
746	 0.120479532809038 
747	 0.120515056545875 
748	 0.120439258566271 
749	 0.120321560191909 
750	 0.120212315607791 
751	 0.120112259104481 
752	 0.119992952358691 
753	 0.119864344206626 
754	 0.119727567092044 
755	 0.1195316764039 
756	 0.119291682078973 
757	 0.11904411056736 
758	 0.118826371676991 
759	 0.118595643308807 
760	 0.118313625328586 
761	 0.117993079628719 
762	 0.11770671940293 
763	 0.117402413981572 
764	 0.117093350330434 
765	 0.116788082963817 
766	 0.116435116659072 
767	 0.116088043760698 
768	 0.115732556766678 
769	 0.115329210533486 
770	 0.114926634197029 
771	 0.114538212523231 
772	 0.114160976218207 
773	 0.1137767085393 
774	 0.113375635249923 
775	 0.112993143219182 
776	 0.112639194324188 
777	 0.112226710754231 
778	 0.111819609371268 
779	 0.111421743833158 
780	 0.11101479430749 
781	 0.110627041132238 
782	 0.110238411242137 
783	 0.109837744447611 
784	 0.109428788676244 
785	 0.109026482500051 
786	 0.108622733685411 
787	 0.108218499039856 
788	 0.107851817135397 
789	 0.107456627878232 
790	 0.107047802627513 
791	 0.106662149465059 
792	 0.106269778086702 
793	 0.105914598523352 
794	 0.105594234220699 
795	 0.105263167973074 
796	 0.104878763999829 
797	 0.104492597552302 
798	 0.104143550123423 
799	 0.103818676358355 
800	 0.103486789278311 
801	 0.103142740375521 
802	 0.102799966590847 
803	 0.10250726094618 
804	 0.102182817351558 
805	 0.101846021462131 
806	 0.101568605008094 
807	 0.101267566884354 
808	 0.100942103090541 
809	 0.100623670087173 
810	 0.100368586448423 
811	 0.100112802905996 
812	 9.98285850184291E-02 
813	 9.95256836749063E-02 
814	 9.92875317855747E-02 
815	 9.90611016773958E-02 
816	 9.88267681275603E-02 
817	 9.85807987427767E-02 
818	 9.83239551841857E-02 
819	 0.098096201494332 
820	 9.78904913910533E-02 
821	 9.76617805578531E-02 
822	 9.74369043995198E-02 
823	 9.72163172034213E-02 
824	 9.70043603872245E-02 
825	 9.68174707671082E-02 
826	 9.66436107677844E-02 
827	 9.64519214383106E-02 
828	 0.096238707668353 
