Wavelength	MM_3100004.asd
350	 5.71627256715153E-02 
351	 5.73362553951443E-02 
352	 5.05596363291768E-02 
353	 4.18023902969799E-02 
354	 0.041726385682456 
355	 5.14856222660047E-02 
356	 5.61503669879881E-02 
357	 4.69938558933892E-02 
358	 5.37962662217714E-02 
359	 5.32211429827808E-02 
360	 4.90960420825216E-02 
361	 5.98425231951887E-02 
362	 5.31746344640978E-02 
363	 4.61830695536963E-02 
364	 4.80575484193149E-02 
365	 4.58790847363484E-02 
366	 0.050174407168675 
367	 5.51758363131928E-02 
368	 5.38613776005386E-02 
369	 5.16916802108663E-02 
370	 4.95921082829096E-02 
371	 4.94698710230664E-02 
372	 0.053000280381165 
373	 5.14237017077594E-02 
374	 5.15770098574441E-02 
375	 5.64417893427475E-02 
376	 5.93895609267568E-02 
377	 5.59195938646473E-02 
378	 5.27582212838644E-02 
379	 5.61771654941234E-02 
380	 5.47780793680241E-02 
381	 5.48613976896652E-02 
382	 5.77738598527366E-02 
383	 6.03859390287962E-02 
384	 5.84585361710197E-02 
385	 5.67824835037512E-02 
386	 5.82961193068731E-02 
387	 6.01934520625326E-02 
388	 5.97541972016127E-02 
389	 5.81017605445873E-02 
390	 5.74919861316627E-02 
391	 0.058243082816687 
392	 0.059198385933734 
393	 6.04428783727526E-02 
394	 6.29801301816503E-02 
395	 6.38037157862679E-02 
396	 6.34900683195677E-02 
397	 6.31208447660488E-02 
398	 0.063341311206946 
399	 6.48679927635481E-02 
400	 6.64279386193705E-02 
401	 6.64718918901415E-02 
402	 0.066463929074887 
403	 6.62860556396992E-02 
404	 6.57549013694798E-02 
405	 6.47824178040123E-02 
406	 0.066265158704457 
407	 6.82340333369189E-02 
408	 6.86712305930303E-02 
409	 6.77993295337622E-02 
410	 6.75000601325205E-02 
411	 0.067905444966913 
412	 0.06829542035127 
413	 0.06872581533753 
414	 6.88069548926188E-02 
415	 6.86696219817214E-02 
416	 6.91382197869458E-02 
417	 6.85926257146152E-02 
418	 6.85709182333899E-02 
419	 7.01789115414853E-02 
420	 7.06537054992403E-02 
421	 7.01320512638459E-02 
422	 6.94815865042176E-02 
423	 6.98583448118207E-02 
424	 7.06224085933433E-02 
425	 7.08589848116308E-02 
426	 7.04010264211905E-02 
427	 7.03984308193136E-02 
428	 7.05954967852009E-02 
429	 7.06387347924702E-02 
