Wavelength	LMW_1800008.asd
350	 4.33945302014621E-02 
351	 5.80048809895023E-02 
352	 5.99115315971223E-02 
353	 0.043440892289139 
354	 5.20885609221441E-02 
355	 5.43490182171569E-02 
356	 5.12256460888067E-02 
357	 5.12194048532784E-02 
358	 5.86692112149008E-02 
359	 6.26935173994863E-02 
360	 5.99925399170177E-02 
361	 5.33292402418657E-02 
362	 4.93173028538092E-02 
363	 0.051059582019705 
364	 5.60047398335621E-02 
365	 5.40526764047534E-02 
366	 5.30728662348038E-02 
367	 5.27277558807238E-02 
368	 5.18888534577667E-02 
369	 5.60849608326598E-02 
370	 0.054911715487252 
371	 5.10161868654011E-02 
372	 5.48952700980215E-02 
373	 5.57498289951859E-02 
374	 5.35808739381005E-02 
375	 5.17742755009544E-02 
376	 5.74833365545108E-02 
377	 5.68312647582001E-02 
378	 0.054099648321287 
379	 5.64683176078102E-02 
380	 5.87844761930163E-02 
381	 5.72594933491171E-02 
382	 5.45586206811341E-02 
383	 5.72303904297792E-02 
384	 5.59736599212279E-02 
385	 5.46081957101863E-02 
386	 5.58109015794161E-02 
387	 5.66144388276758E-02 
388	 5.69706509701092E-02 
389	 0.05777688318623 
390	 5.94638106153618E-02 
391	 5.84108667611034E-02 
392	 5.77291976204193E-02 
393	 5.89021589092356E-02 
394	 6.14811048517063E-02 
395	 6.07296760017052E-02 
396	 6.04613880133526E-02 
397	 6.27112446536275E-02 
398	 6.26914185119687E-02 
399	 6.19349456567995E-02 
400	 6.19460341690419E-02 
401	 0.063513561750545 
402	 6.31871157075737E-02 
403	 0.063379976759636 
404	 6.39971315774354E-02 
405	 6.22491631470071E-02 
406	 6.15966429166274E-02 
407	 6.25945484543906E-02 
408	 6.42240187802401E-02 
409	 6.30260135870889E-02 
410	 0.06250467343164 
411	 6.28483617291755E-02 
412	 0.062854591355525 
413	 0.063689028490743 
414	 6.39691810474602E-02 
415	 0.063458914876846 
416	 6.36015175902199E-02 
417	 6.39480887695368E-02 
418	 6.41866491091194E-02 
419	 6.42116701319232E-02 
420	 6.46326071709211E-02 
