Wavelength	MM_3200004.asd
350	 4.58766826695657E-02 
351	 4.99754319824769E-02 
352	 4.12253514698902E-02 
353	 2.81770834099285E-02 
354	 3.48385356979371E-02 
355	 3.98785931712989E-02 
356	 4.00362497333055E-02 
357	 3.78742616898158E-02 
358	 3.83402415605762E-02 
359	 3.84781627000573E-02 
360	 3.64412498762159E-02 
361	 3.20755371386507E-02 
362	 3.28071706697603E-02 
363	 3.34813950446604E-02 
364	 3.16979343665943E-02 
365	 3.16208081652666E-02 
366	 3.31538279487356E-02 
367	 0.035152966272139 
368	 3.62500858819555E-02 
369	 3.57897212291469E-02 
370	 3.49641400627999E-02 
371	 3.44436221630091E-02 
372	 3.46063548157318E-02 
373	 3.82844211647012E-02 
374	 3.91108843122061E-02 
375	 3.50117501140624E-02 
376	 3.27834929626868E-02 
377	 3.28864472631091E-02 
378	 3.52208831435118E-02 
379	 0.038511982927071 
380	 3.92214388203693E-02 
381	 0.03689312945629 
382	 3.55353149683963E-02 
383	 4.11357174701197E-02 
384	 4.23372065319034E-02 
385	 4.01518585658456E-02 
386	 3.82066420736337E-02 
387	 4.17008472419079E-02 
388	 4.27368798417628E-02 
389	 4.19740527572836E-02 
390	 4.22274886055917E-02 
391	 4.22125358651195E-02 
392	 4.21567350081783E-02 
393	 4.25964761496751E-02 
394	 4.41271682961581E-02 
395	 4.46193177726124E-02 
396	 4.63695684535012E-02 
397	 4.94882078577437E-02 
398	 4.76582594974517E-02 
399	 4.64874020147148E-02 
400	 4.66597802449181E-02 
401	 4.71393361445595E-02 
402	 4.84382218778271E-02 
403	 4.89762410130957E-02 
404	 4.87476169972365E-02 
405	 4.93495541598446E-02 
406	 4.96406385282775E-02 
407	 5.02174288384807E-02 
408	 5.10871687695462E-02 
409	 4.96305954842568E-02 
410	 0.049948476870237 
411	 0.051908954407584 
412	 5.32750892667299E-02 
413	 5.25212253104507E-02 
414	 5.21846881161463E-02 
415	 5.30561031621218E-02 
416	 5.32763102536491E-02 
417	 5.38044613633415E-02 
418	 5.43128514017917E-02 
419	 5.44398533000567E-02 
420	 5.47715143804856E-02 
421	 0.054553041983331 
422	 0.054107701620056 
423	 0.054378870784068 
424	 5.50951634200837E-02 
425	 5.53312336441681E-02 
426	 5.49941566977912E-02 
427	 5.56568080717335E-02 
428	 5.57094084519719E-02 
429	 5.57097742560117E-02 
430	 5.64598613814641E-02 
431	 5.63913313337437E-02 
432	 5.60023504847036E-02 
433	 5.59110462518525E-02 
434	 5.66824637720391E-02 
435	 0.057400784610916 
436	 0.057787251849091 
437	 5.78417116151023E-02 
438	 5.78481731058713E-02 
439	 5.78862659746874E-02 
440	 5.81524089015299E-02 
441	 5.87437933317644E-02 
442	 5.85336650419464E-02 
443	 5.85629770587466E-02 
444	 5.91151841542231E-02 
445	 5.90135314729792E-02 
446	 5.93598458804354E-02 
447	 5.97307366327131E-02 
448	 0.059562466999919 
449	 5.95577109737218E-02 
450	 5.99252486722123E-02 
451	 6.03415602075696E-02 
452	 6.01274706974504E-02 
453	 6.03165847823038E-02 
454	 6.06158006882412E-02 
455	 0.060710624660891 
456	 6.08143353306167E-02 
457	 6.09610053188681E-02 
458	 6.11115060243889E-02 
459	 6.11922660383339E-02 
460	 6.11978356209846E-02 
461	 6.12134052498015E-02 
462	 6.13251892667507E-02 
463	 6.16142961829673E-02 
464	 6.17824727716543E-02 
465	 6.19576361566586E-02 
466	 6.22543238961761E-02 
467	 6.22084449434155E-02 
468	 6.22899776489192E-02 
469	 6.24410663308733E-02 
470	 6.22239390087619E-02 
471	 6.25198174351835E-02 
472	 6.28602047285743E-02 
473	 6.28673405704527E-02 
474	 6.28966001079888E-02 
475	 6.30383289695321E-02 
476	 6.31736490265406E-02 
477	 6.31347275118449E-02 
478	 6.32238499671538E-02 
479	 6.32790354472825E-02 
480	 6.32980125496915E-02 
481	 0.063550759042993 
482	 6.39698355685578E-02 
483	 6.41112434592095E-02 
484	 6.37663057566573E-02 
485	 6.41062496673035E-02 
486	 6.41291767263029E-02 
487	 6.38149699237236E-02 
488	 6.39638607783512E-02 
489	 6.42312616959737E-02 
490	 6.44384470359602E-02 
491	 6.45273972454938E-02 
492	 6.46895587779488E-02 
493	 6.46396798015952E-02 
494	 6.45637681560916E-02 
495	 6.47975659566233E-02 
496	 6.49976011611545E-02 
497	 6.50130079210975E-02 
498	 6.49418082447783E-02 
499	 6.52186128858691E-02 
500	 6.54199263701114E-02 
501	 6.55171013211907E-02 
502	 6.55794593405389E-02 
503	 6.55572250551187E-02 
504	 6.55262098230601E-02 
505	 6.55609645452604E-02 
506	 6.57175988565559E-02 
507	 6.57502498493538E-02 
508	 6.57755235260355E-02 
509	 6.58790946648519E-02 
510	 0.065856200527433 
511	 6.58810913507565E-02 
512	 6.59530912256655E-02 
513	 6.59809115218041E-02 
514	 0.065945693870664 
515	 6.60169114912437E-02 
516	 6.62235808046734E-02 
517	 6.63332673025715E-02 
518	 6.63702179878272E-02 
519	 0.06639101259934 
520	 6.64419711411876E-02 
521	 6.64125784786077E-02 
522	 6.63885276706648E-02 
523	 6.64279076138142E-02 
524	 6.65453029856009E-02 
525	 6.65189360534845E-02 
526	 6.64600483112048E-02 
527	 6.65031999279827E-02 
528	 6.66152926983631E-02 
529	 6.66475059874549E-02 
530	 6.66417220743139E-02 
531	 6.67447112136534E-02 
532	 6.67115804752871E-02 
533	 0.066758562144121 
534	 0.066960295146114 
535	 6.69511432342878E-02 
536	 6.70505121096748E-02 
537	 6.71720723385582E-02 
538	 6.71240841442246E-02 
539	 0.067134346279688 
540	 6.71527378264178E-02 
541	 0.067152012222008 
542	 6.71631685135512E-02 
543	 6.72431896512881E-02 
