Wavelength	MM_3300003.asd
350	 4.86486502722707E-02 
351	 4.67411350994316E-02 
352	 4.40233891157784E-02 
353	 4.10854941300678E-02 
354	 3.78058047698146E-02 
355	 4.00647463597975E-02 
356	 4.18911602125846E-02 
357	 3.81678063776205E-02 
358	 3.84404535977758E-02 
359	 4.09822286097273E-02 
360	 4.31858919335033E-02 
361	 4.23936433055278E-02 
362	 3.93574274970028E-02 
363	 0.036469925257514 
364	 3.53803470675696E-02 
365	 3.64278046236095E-02 
366	 3.58571732490855E-02 
367	 3.53216895066211E-02 
368	 0.036218162963074 
369	 3.18204132326041E-02 
370	 0.033637711821154 
371	 3.95558885666139E-02 
372	 3.87524487726292E-02 
373	 3.79232718892847E-02 
374	 3.91178488982669E-02 
375	 4.13083064245288E-02 
376	 3.92079959435859E-02 
377	 3.76261794815127E-02 
378	 3.79436184333356E-02 
379	 3.96826144819544E-02 
380	 3.97900367535496E-02 
381	 3.74252801665762E-02 
382	 3.58516205223864E-02 
383	 4.02857288867454E-02 
384	 4.12070573365764E-02 
385	 3.99146831016057E-02 
386	 3.92477086136278E-02 
387	 4.20680152917515E-02 
388	 4.30157431612632E-02 
389	 4.23405677583448E-02 
390	 4.20381226721095E-02 
391	 4.25405681695422E-02 
392	 4.48686807579387E-02 
393	 4.73940937981097E-02 
394	 4.66807755402276E-02 
395	 4.61193574534125E-02 
396	 4.65003363998387E-02 
397	 4.76123417690421E-02 
398	 4.80737920143529E-02 
399	 4.95928398292764E-02 
400	 5.12673787676199E-02 
401	 5.16501767507255E-02 
402	 5.20939572134292E-02 
403	 5.20574758086315E-02 
404	 5.20104389729291E-02 
405	 5.34393409927751E-02 
406	 5.44855302457299E-02 
407	 5.56348476965198E-02 
408	 5.68220692183835E-02 
409	 5.49219366483419E-02 
410	 5.52612568845909E-02 
411	 5.70349756949187E-02 
412	 5.71240628420583E-02 
413	 5.88379605042276E-02 
414	 5.92162634014822E-02 
415	 5.81745637426942E-02 
416	 0.059926163267812 
417	 5.95072331022136E-02 
418	 0.05896237220063 
419	 6.04606262730529E-02 
420	 6.08484202943807E-02 
421	 6.01896941918135E-02 
422	 5.95520383537878E-02 
423	 6.03770804346803E-02 
424	 6.11897530682988E-02 
425	 6.15121759375977E-02 
426	 6.13302267097162E-02 
427	 6.11308724529908E-02 
428	 6.09340749682107E-02 
429	 6.09702534760602E-02 
430	 6.13295796062064E-02 
431	 6.11587873009546E-02 
432	 6.13456069575051E-02 
433	 0.061973055381521 
434	 6.23078637948789E-02 
435	 0.062824037037498 
436	 6.29966950507216E-02 
437	 6.26627227283388E-02 
438	 6.30717099792493E-02 
439	 6.34935296919436E-02 
440	 6.37009289825538E-02 
441	 6.37759423922531E-02 
442	 6.41572751796918E-02 
443	 6.44628393401473E-02 
444	 0.064597437962175 
445	 6.50256877566456E-02 
446	 0.065240855257591 
447	 6.54153108451753E-02 
448	 6.57914029492178E-02 
449	 6.60501328393369E-02 
450	 0.066225787692404 
451	 6.65031024728939E-02 
452	 6.71249507280054E-02 
453	 6.71743172698019E-02 
