Wavelength	MM_3400003.asd
350	 4.52491304206401E-02 
351	 4.60249590750562E-02 
352	 4.80459000581713E-02 
353	 5.40168112699193E-02 
354	 0.060964889547139 
355	 5.85320010723052E-02 
356	 5.08388831155888E-02 
357	 4.66144318293207E-02 
358	 5.77933250490407E-02 
359	 5.67102769708954E-02 
360	 4.63306193153616E-02 
361	 4.83289366632428E-02 
362	 5.38373125833566E-02 
363	 5.59013886792148E-02 
364	 5.29501523705149E-02 
365	 5.10657519223961E-02 
366	 4.95935064329139E-02 
367	 4.89229239630867E-02 
368	 4.97926262500531E-02 
369	 5.46662866300851E-02 
370	 0.05562597996958 
371	 5.35792500544363E-02 
372	 5.52109963922926E-02 
373	 5.83170964194288E-02 
374	 5.82876933580233E-02 
375	 5.49136872449673E-02 
376	 5.59515432446081E-02 
377	 5.51309818203584E-02 
378	 5.59209278977501E-02 
379	 6.13229605594154E-02 
380	 6.06982908034338E-02 
381	 0.058821063707666 
382	 0.058484335760345 
383	 0.060210814780258 
384	 6.13830210715335E-02 
385	 6.01772372218045E-02 
386	 5.81095697310305E-02 
387	 6.30631766026449E-02 
388	 6.41176825241658E-02 
389	 6.25629550496875E-02 
390	 6.25733796838249E-02 
391	 6.15214320572224E-02 
392	 6.09544840073121E-02 
393	 6.20790714066721E-02 
394	 6.52713461195633E-02 
395	 0.064691574712754 
396	 6.28347546650968E-02 
397	 6.26046804764658E-02 
398	 0.065022948582318 
399	 6.56772814062344E-02 
400	 6.54860694417696E-02 
401	 6.66315260938468E-02 
402	 6.59738942898152E-02 
403	 6.54981364323409E-02 
404	 6.53848711133206E-02 
405	 6.38488118180087E-02 
406	 6.57870601007584E-02 
407	 6.73077849068575E-02 
408	 6.56148162347178E-02 
409	 6.48810781376943E-02 
410	 6.51521345019345E-02 
411	 6.56005423040793E-02 
412	 0.065246289402243 
413	 6.57830191672756E-02 
414	 0.066034936411354 
415	 6.55532944118286E-02 
416	 6.50802996917933E-02 
417	 6.55304248663839E-02 
418	 0.066042218504864 
419	 6.59083002645242E-02 
420	 6.67045746455349E-02 
421	 0.066271747525536 
422	 0.065464099650129 
423	 6.66337409869902E-02 
424	 6.55410326197446E-02 
425	 6.49252378331502E-02 
426	 6.60134553160937E-02 
427	 6.57435830398046E-02 
428	 6.55782668605033E-02 
429	 6.57041280008401E-02 
430	 6.59161896132702E-02 
431	 6.60340763823487E-02 
432	 6.60274515437024E-02 
433	 6.59683735151604E-02 
434	 6.60009447835363E-02 
435	 6.58168422581251E-02 
436	 6.55519228183558E-02 
437	 6.54200078693098E-02 
438	 6.56525647525203E-02 
439	 6.56757694205175E-02 
440	 0.065634596772617 
441	 6.59372762313441E-02 
442	 6.59387294729028E-02 
443	 6.58242303802432E-02 
444	 6.58393307106203E-02 
445	 0.066218732761859 
446	 6.60953588605406E-02 
447	 0.065852541823989 
448	 6.60287679262797E-02 
449	 6.61794057117122E-02 
450	 6.60958866720671E-02 
451	 6.59415947360287E-02 
452	 6.61331100666104E-02 
453	 0.065840798659078 
454	 6.55672195435254E-02 
455	 6.57182594136402E-02 
456	 6.59321474254468E-02 
457	 6.59604411398019E-02 
458	 6.58673670820716E-02 
459	 0.065842615211261 
460	 6.56940786282708E-02 
461	 6.55421149074375E-02 
462	 6.55139061320201E-02 
463	 0.065714857014547 
464	 6.57987224496443E-02 
465	 0.065774896979928 
466	 6.57500208681934E-02 
467	 6.57492610601534E-02 
468	 6.58607167734479E-02 
469	 6.58627219587292E-02 
470	 6.53676495560987E-02 
471	 6.54603356861762E-02 
472	 6.57428190664277E-02 
