Wavelength	MM_3500001.asd
350	 0.042000251914161 
351	 4.00320645090123E-02 
352	 3.05107768412029E-02 
353	 1.76621672157754E-02 
354	 2.86945307201904E-02 
355	 3.37955815043083E-02 
356	 3.42340218463363E-02 
357	 3.68833987587768E-02 
358	 3.74562107207609E-02 
359	 3.43892087709417E-02 
360	 0.032008596582703 
361	 0.036483389566617 
362	 3.08076496046375E-02 
363	 2.83073271391388E-02 
364	 3.38910670830494E-02 
365	 3.39204734694568E-02 
366	 3.33943550737337E-02 
367	 3.36605707403163E-02 
368	 3.46074283837264E-02 
369	 3.38614740645027E-02 
370	 0.033695257585894 
371	 3.32380616965009E-02 
372	 3.02082671881147E-02 
373	 3.28030045346384E-02 
374	 3.72566812923043E-02 
375	 3.97992301448663E-02 
376	 3.94576708786951E-02 
377	 3.64310268066769E-02 
378	 3.42290000229325E-02 
379	 3.57502884759029E-02 
380	 3.78322091376572E-02 
381	 3.64421243571747E-02 
382	 3.43219412985207E-02 
383	 3.82670021301058E-02 
384	 3.81169788745405E-02 
385	 3.59693468373189E-02 
386	 3.53753733395699E-02 
387	 3.96180671788953E-02 
388	 3.95813428226246E-02 
389	 0.038105769619625 
390	 4.00082266783815E-02 
391	 3.90160243246668E-02 
392	 4.10250389288866E-02 
393	 4.52934413466457E-02 
394	 4.55489135415571E-02 
395	 4.50181346151485E-02 
396	 4.53677338156315E-02 
397	 4.69649197118041E-02 
398	 4.82419614278661E-02 
399	 4.78065922333963E-02 
400	 4.72388799168307E-02 
401	 4.85802531118431E-02 
402	 4.95947079113375E-02 
403	 4.99760220179044E-02 
404	 5.01270275767791E-02 
405	 5.09709898656894E-02 
406	 5.19912819048617E-02 
407	 5.28825548491788E-02 
408	 5.32267706733363E-02 
409	 5.19630606695132E-02 
410	 5.17325638894891E-02 
411	 0.052370502445508 
412	 5.25735649102954E-02 
413	 0.053531580710912 
414	 5.42757099236079E-02 
415	 5.43329877453473E-02 
416	 5.40446750821998E-02 
417	 5.42642983305338E-02 
418	 5.48209493024934E-02 
419	 5.52892745236666E-02 
420	 5.55003339473877E-02 
421	 5.49181314160218E-02 
422	 5.44686884865705E-02 
423	 0.055626162793023 
424	 5.50852694697431E-02 
425	 5.42126515533357E-02 
426	 5.40726627766558E-02 
427	 5.41240310912578E-02 
428	 5.39202234793131E-02 
429	 5.34671165520132E-02 
430	 5.29972209659639E-02 
431	 5.29223427222779E-02 
432	 5.27492410590872E-02 
433	 5.24613348037665E-02 
434	 5.25207873046278E-02 
435	 5.28932704080838E-02 
436	 5.31599631803672E-02 
437	 5.30665063377048E-02 
438	 5.29144548626931E-02 
439	 5.30352956741134E-02 
440	 5.33513822858885E-02 
441	 5.35954674631355E-02 
442	 5.38744177186648E-02 
443	 5.42934941261595E-02 
444	 5.47735899169513E-02 
445	 5.49531427860624E-02 
446	 5.53021868583242E-02 
447	 5.57103254040015E-02 
448	 5.60014539884152E-02 
449	 5.64957473918812E-02 
450	 5.68974751645217E-02 
451	 5.71476806907461E-02 
452	 5.73956782877044E-02 
453	 5.74583242642579E-02 
454	 5.75993991699812E-02 
455	 5.79653418452136E-02 
456	 0.058266605977005 
457	 5.83801991540726E-02 
458	 5.84739152740067E-02 
459	 5.87609304453337E-02 
460	 5.86157098097431E-02 
461	 5.85801168771843E-02 
462	 5.88727747981152E-02 
463	 5.91296233216875E-02 
464	 5.91267752292082E-02 
465	 5.91474432337562E-02 
466	 5.94545388882192E-02 
467	 5.96122903754647E-02 
468	 5.96131064476376E-02 
469	 5.95247617690684E-02 
