Wavelength	LMW_12_00002.asd
350	 0.113625940470873 
351	 0.119913189764348 
352	 0.111424995948714 
353	 9.80738229845819E-02 
354	 0.105811751263646 
355	 0.10657690874442 
356	 0.10350380102525 
357	 0.105368037593796 
358	 0.110815676594378 
359	 0.107795540934837 
360	 0.102886520832433 
361	 0.111824879676504 
362	 0.110813097091792 
363	 0.110041194142279 
364	 0.11345569287618 
365	 0.10836793760201 
366	 0.107447138829431 
367	 0.109122705726626 
368	 0.109777370145602 
369	 0.114780060266135 
370	 0.115918213237066 
371	 0.114604959749048 
372	 0.118024528163432 
373	 0.117927679677534 
374	 0.117756178182608 
375	 0.120268253903342 
376	 0.124996987830136 
377	 0.122588908097942 
378	 0.120394150157234 
379	 0.126081326833236 
380	 0.125998293681612 
381	 0.124985687143094 
382	 0.126165373723724 
383	 0.13032047913886 
384	 0.132271257292309 
385	 0.132216828533687 
386	 0.132421485108408 
387	 0.137845003800509 
388	 0.139712187386684 
389	 0.139095388668178 
390	 0.139643661370705 
391	 0.140343238119591 
392	 0.142557388469904 
393	 0.145753309155634 
394	 0.147863986232277 
395	 0.148864380020876 
396	 0.149935324156229 
397	 0.151898938490894 
398	 0.154587364641515 
399	 0.155998832132565 
400	 0.157134956884048 
401	 0.159716290153106 
402	 0.162916956396294 
403	 0.164327298307539 
404	 0.164463940636904 
405	 0.166688961031381 
406	 0.168478220270312 
407	 0.16959992907267 
408	 0.170503509076099 
409	 0.172222435598744 
410	 0.173331804412455 
411	 0.173704725950748 
412	 0.174075580623755 
413	 0.176680855018167 
414	 0.177935228795675 
415	 0.177089669727485 
416	 0.177548118066335 
417	 0.177701017759797 
418	 0.178293909678399 
419	 0.179842747045096 
420	 0.180456316647746 
421	 0.180397201638955 
422	 0.18030750854012 
423	 0.18086953709967 
424	 0.180582774694221 
425	 0.180265622093172 
426	 0.180392924878381 
427	 0.18028373225888 
428	 0.180313602218217 
429	 0.18019045302344 
430	 0.179616645275181 
431	 0.179242320320718 
432	 0.179160047025783 
433	 0.179377156305166 
434	 0.179840332233096 
435	 0.180106886746923 
436	 0.180273319663194 
437	 0.180538150408528 
438	 0.181043338803084 
439	 0.18169625643046 
440	 0.182526521401845 
441	 0.183572765928924 
442	 0.18444397771736 
443	 0.185394652310865 
444	 0.186465077336093 
445	 0.187264947954946 
446	 0.188289645905869 
447	 0.189439128417069 
448	 0.190467084235202 
449	 0.191253855421719 
450	 0.192361179067532 
451	 0.193735860302977 
452	 0.194815252121184 
453	 0.19586327741926 
454	 0.196589150132679 
455	 0.197014270862469 
456	 0.198147967179781 
457	 0.199283673133876 
458	 0.20010123612216 
459	 0.20057979812742 
460	 0.201582787895963 
461	 0.202127203882951 
462	 0.202130671568269 
463	 0.202979195969489 
464	 0.203835949920608 
465	 0.204557313525642 
466	 0.205170179810416 
467	 0.205630069448777 
468	 0.206024305997495 
469	 0.206368322433795 
470	 0.206641646909363 
471	 0.207318675885376 
472	 0.207861305561048 
473	 0.20799605483179 
474	 0.208458100802637 
475	 0.208988026402493 
476	 0.209528584115536 
477	 0.210080223405115 
478	 0.210525636055593 
479	 0.210910567487731 
480	 0.211330769913216 
481	 0.211927559771872 
482	 0.212606076049921 
483	 0.213151057624048 
484	 0.213444705192095 
485	 0.213879418878509 
486	 0.214261084487353 
487	 0.214630642933086 
488	 0.215213928324789 
489	 0.215758221413872 
490	 0.216224520525502 
491	 0.216648425113728 
492	 0.217157874002035 
493	 0.217544461070406 
494	 0.217957007594906 
495	 0.218628437276815 
496	 0.219046690911092 
497	 0.219457383901911 
498	 0.220003981030244 
499	 0.220578428738511 
500	 0.221026570926991 
501	 0.221439579241898 
502	 0.221939060871446 
503	 0.222413546547532 
504	 0.22288348837583 
505	 0.223340687587758 
506	 0.223756360132023 
507	 0.224339418925871 
508	 0.224899289228432 
509	 0.225292763058036 
510	 0.225697017176288 
511	 0.226208204027147 
512	 0.226773763780291 
513	 0.227273764800864 
514	 0.227829762686255 
515	 0.228309425269886 
516	 0.22870610425299 
517	 0.229283209094104 
518	 0.229730782284681 
519	 0.230078260106703 
520	 0.230477075221147 
521	 0.231081880534433 
522	 0.231656739013139 
523	 0.232142773081702 
524	 0.232685896250126 
525	 0.233085039378372 
526	 0.233444760695402 
527	 0.233881124250565 
528	 0.234324837822251 
529	 0.234746906106482 
530	 0.23521309665512 
531	 0.235824199034835 
532	 0.236302814903207 
533	 0.236772598933699 
534	 0.237323933946258 
535	 0.237860923214776 
536	 0.238370921155678 
537	 0.238853706044645 
538	 0.239314422805242 
539	 0.239711398911018 
540	 0.240171925881769 
541	 0.240747985310851 
542	 0.241380542026935 
543	 0.241897235062129 
544	 0.242387873171766 
545	 0.242969073654533 
546	 0.243542423358096 
547	 0.244071889254179 
548	 0.244641374930285 
549	 0.245409731723581 
550	 0.245944254680161 
551	 0.246439726375703 
552	 0.247087476946528 
553	 0.247766010396074 
554	 0.248408526460462 
555	 0.249012886649263 
556	 0.249616689974118 
557	 0.250239894402153 
558	 0.250834948800415 
559	 0.251403687712367 
560	 0.252046573844107 
561	 0.252713676246019 
562	 0.253440434690512 
563	 0.254266335059383 
564	 0.255090011645911 
565	 0.256023774474603 
566	 0.257126396646124 
567	 0.258380275559068 
568	 0.259584287311124 
569	 0.260530350229588 
570	 0.261138149981692 
571	 0.261658786362102 
572	 0.262356269979446 
573	 0.263279750637332 
574	 0.264292784714932 
575	 0.265110226803029 
576	 0.265873234512498 
577	 0.26671629195759 
578	 0.267565069354506 
579	 0.268689598806941 
580	 0.270083844535417 
581	 0.271601097947759 
582	 0.273146228416827 
583	 0.274489000597691 
584	 0.27552582847697 
585	 0.276334190582699 
586	 0.277192472884939 
587	 0.278025257963124 
588	 0.278712380209231 
589	 0.279470680735569 
590	 0.280205289397271 
591	 0.280897686399846 
592	 0.28160674616584 
593	 0.282229822906746 
594	 0.282856993684032 
595	 0.283668301148075 
596	 0.28500486622033 
597	 0.286500684141316 
598	 0.288007723409875 
599	 0.289495848112287 
600	 0.290840032903196 
601	 0.291965945146516 
602	 0.292887061179905 
603	 0.293758259015357 
604	 0.294527216245855 
605	 0.295318442561415 
606	 0.296263888964028 
607	 0.297219112814286 
608	 0.298069310773845 
609	 0.298811753610685 
610	 0.299570664878638 
611	 0.300477459655072 
612	 0.301497749983874 
613	 0.302519794144832 
614	 0.303363057240013 
615	 0.304164960546425 
616	 0.304967064213459 
617	 0.305741245787205 
618	 0.306557886820125 
619	 0.307319448948227 
620	 0.307988901894192 
621	 0.308709181372327 
622	 0.309410510458586 
623	 0.310094292329662 
624	 0.310785005071759 
625	 0.311466690763711 
626	 0.31218670229132 
627	 0.312919461617389 
628	 0.313535790506029 
629	 0.314210457967412 
630	 0.314889231151556 
631	 0.315505934817574 
632	 0.316204095308241 
633	 0.316886905747465 
634	 0.31752225794573 
635	 0.318143366003121 
636	 0.318854809416328 
637	 0.319584954529727 
638	 0.320251156363317 
639	 0.320817535412788 
640	 0.321425213411959 
641	 0.322105256876854 
642	 0.322818304858989 
643	 0.323454147367531 
644	 0.324114947665642 
645	 0.324821756404053 
646	 0.325445930406311 
647	 0.326089592448223 
648	 0.326750470642206 
649	 0.327419323384754 
650	 0.328200209784794 
651	 0.32891739834186 
652	 0.32953886963901 
653	 0.3301718481783 
