Wavelength	mm23-100007.asd
350	 4.97501236143395E-02 
351	 6.15422444474982E-02 
352	 6.37742936053488E-02 
353	 0.050840810157192 
354	 5.69350683752363E-02 
355	 6.32111732897117E-02 
356	 6.22358332243203E-02 
357	 0.054878134736582 
358	 0.059974867309151 
359	 6.04464476883785E-02 
360	 5.63667232435957E-02 
361	 0.058272324113859 
362	 5.62635529084542E-02 
363	 5.58906755975199E-02 
364	 0.058593749683768 
365	 5.65393621590533E-02 
366	 0.057121019859746 
367	 5.82821577738683E-02 
368	 0.056934626676231 
369	 5.61323859718934E-02 
370	 5.77720183684658E-02 
371	 6.04052886773249E-02 
372	 6.08274123178142E-02 
373	 6.39466725045288E-02 
374	 6.47797832704107E-02 
375	 6.17366828629873E-02 
376	 6.10022210263095E-02 
377	 6.03385593395714E-02 
378	 6.12011846053066E-02 
379	 6.45912711350396E-02 
380	 6.58694224066347E-02 
381	 6.55344948799312E-02 
382	 6.58198987342122E-02 
383	 6.94380384246862E-02 
384	 7.04011029507781E-02 
385	 6.87647577268058E-02 
386	 0.067185550458398 
387	 7.18047014219356E-02 
388	 0.073085783988987 
389	 0.072437718116432 
390	 7.38034568644489E-02 
391	 7.50160463250068E-02 
392	 7.63348996176571E-02 
393	 7.76833631718433E-02 
394	 7.86668475896251E-02 
395	 7.99567258773443E-02 
396	 8.15798219517671E-02 
397	 8.34754459248352E-02 
398	 8.57870933500447E-02 
399	 8.76730638109864E-02 
400	 8.91135382981706E-02 
401	 0.090458465494277 
402	 9.21710561987988E-02 
403	 9.29366136496895E-02 
404	 9.30242090098663E-02 
405	 9.42942809662874E-02 
406	 9.51090162528276E-02 
407	 9.63308021812149E-02 
408	 9.82800410450869E-02 
409	 9.86025472962706E-02 
410	 9.92545427234634E-02 
411	 0.100556425236743 
412	 0.101989283897569 
413	 0.103237333702061 
414	 0.103687321519479 
415	 0.103614540675792 
416	 0.104409869107679 
417	 0.104492764602554 
418	 0.104345950093633 
419	 0.104668797197208 
420	 0.105198319971588 
421	 0.105304238739713 
422	 0.105071529760533 
423	 0.105019263909025 
424	 0.105000083558962 
425	 0.10465659502799 
426	 0.103996037191801 
427	 0.103750876881093 
428	 0.103110257585886 
429	 0.102201744470706 
430	 0.101476670857264 
431	 0.101406783020625 
432	 0.101044195412423 
433	 0.100413618501543 
434	 0.100471886990683 
435	 0.10019085034815 
436	 0.100022459793417 
437	 0.100366176579159 
438	 0.100729644499219 
439	 0.101382648695764 
440	 0.102169434327663 
441	 0.102773621647607 
442	 0.10339990085395 
443	 0.104203117509071 
444	 0.105135957759173 
445	 0.105863754835533 
446	 0.106612022595251 
447	 0.1073053035581 
448	 0.107913140172447 
449	 0.10894896419169 
450	 0.110013363364883 
451	 0.110970523763924 
452	 0.111926804252336 
453	 0.112633564859703 
454	 0.113228248735428 
455	 0.113920373827182 
456	 0.114979059282168 
457	 0.115735318625234 
458	 0.116159903902295 
459	 0.116529580547667 
460	 0.116911012272194 
461	 0.117305990580749 
462	 0.117724650897105 
463	 0.118206537181536 
464	 0.118579042378727 
465	 0.119048570121549 
466	 0.11973808777794 
467	 0.120020648136679 
468	 0.120203883606289 
469	 0.120444641809858 
470	 0.120750894492202 
471	 0.121096719374545 
472	 0.121349029242969 
473	 0.121462870357759 
474	 0.121623307738831 
475	 0.12182276155061 
476	 0.121954105515941 
477	 0.121930827579562 
478	 0.122175303635155 
479	 0.122455433928944 
480	 0.122667453628234 
481	 0.12296593108529 
482	 0.123303512801006 
483	 0.12368686141386 
484	 0.124073369442921 
485	 0.124184741781473 
486	 0.12424402821716 
487	 0.124345928534801 
488	 0.12446658498182 
489	 0.124643532079421 
490	 0.124844322832766 
491	 0.125046470757812 
492	 0.125292604262116 
493	 0.125475302532672 
494	 0.125617236558427 
495	 0.125806344340159 
496	 0.126118562190452 
497	 0.126287115463424 
498	 0.126310552114942 
499	 0.126629552301959 
500	 0.126800184497536 
501	 0.126885911258236 
502	 0.127052474616026 
503	 0.127220222844029 
504	 0.127377330891495 
505	 0.12756814998708 
506	 0.12787359303699 
507	 0.128063153684358 
508	 0.128143302337381 
509	 0.128187258876159 
510	 0.12830779710413 
511	 0.12839223520277 
512	 0.128471952933336 
513	 0.128638622750745 
514	 0.128783461116935 
515	 0.128953454685831 
516	 0.129165041811097 
517	 0.129357190735388 
518	 0.129533410621397 
519	 0.12960592142204 
520	 0.129551736038499 
521	 0.12981022672695 
522	 0.130048518773702 
523	 0.13017784783779 
524	 0.130405287713011 
525	 0.130507148270705 
526	 0.130559907618515 
527	 0.130659541683834 
528	 0.130728128043636 
529	 0.130914019733453 
530	 0.131156711407093 
531	 0.131274469553572 
532	 0.131388807939675 
533	 0.131595039244412 
534	 0.13187296762436 
535	 0.131965871854287 
536	 0.132070891529244 
537	 0.132245263288096 
538	 0.132471724873639 
539	 0.132615954835528 
540	 0.132763749012589 
541	 0.132943507420286 
542	 0.133079883645389 
543	 0.133357244818391 
544	 0.133641076088467 
545	 0.133783732066314 
546	 0.133946871539057 
547	 0.13417590754995 
548	 0.134458101090941 
549	 0.134734001355317 
550	 0.134978994233329 
551	 0.135256642282908 
552	 0.135594572928284 
553	 0.135882668280273 
554	 0.136186606398085 
555	 0.136477725821487 
556	 0.136706477363208 
557	 0.137100531504397 
