Wavelength	lmw-9-100005.asd
350	 9.77675560331178E-02 
351	 0.101363393535308 
352	 0.102169217868117 
353	 9.26816263487759E-02 
354	 9.47396237614863E-02 
355	 0.093768725921022 
356	 9.03579138889077E-02 
357	 0.089063582357881 
358	 9.49029116895449E-02 
359	 9.54221887334153E-02 
360	 9.21451764412732E-02 
361	 9.44742022449987E-02 
362	 9.08375387384725E-02 
363	 8.70063207276918E-02 
364	 8.64335078449578E-02 
365	 8.57556902760284E-02 
366	 8.49493402347579E-02 
367	 8.48520738754759E-02 
368	 8.57293016339312E-02 
369	 8.44628387122099E-02 
370	 8.39735031867259E-02 
371	 8.47567462168237E-02 
372	 8.53003713244848E-02 
373	 8.25525975434944E-02 
374	 8.00263997650941E-02 
375	 8.03375367557756E-02 
376	 8.34309977942781E-02 
377	 8.39662798570159E-02 
378	 8.27705144156937E-02 
379	 8.23800476815101E-02 
380	 8.36345260467293E-02 
381	 0.083006088581592 
382	 8.10942716664255E-02 
383	 8.13656967772148E-02 
384	 8.12994711311634E-02 
385	 7.88784099126098E-02 
386	 7.56080134875625E-02 
387	 7.96917394037414E-02 
388	 8.23973170545461E-02 
389	 8.24474031969332E-02 
390	 8.11078171647111E-02 
391	 7.89593429632981E-02 
392	 7.87143327060589E-02 
393	 8.03997819934952E-02 
394	 8.17537006755226E-02 
395	 8.22860857310204E-02 
396	 8.17158993317173E-02 
397	 8.09303834683177E-02 
398	 8.34204685761021E-02 
399	 8.41384730069359E-02 
400	 0.083267774969073 
401	 8.28259890808745E-02 
402	 0.082969626462191 
403	 8.31001861021713E-02 
404	 8.28075242975389E-02 
405	 8.20053501349877E-02 
406	 8.37267422966409E-02 
407	 8.57032228006602E-02 
408	 8.59102071359034E-02 
409	 8.56114802097816E-02 
410	 8.48666919774842E-02 
411	 8.46928780408294E-02 
412	 0.08604433682205 
413	 8.66493503523846E-02 
414	 8.59389026403036E-02 
415	 8.46341999207565E-02 
416	 8.47910961651733E-02 
417	 8.49128678162662E-02 
418	 8.45924183290562E-02 
419	 8.39469659700699E-02 
420	 8.39003863896295E-02 
421	 8.37198908407055E-02 
422	 8.32921989752486E-02 
423	 8.29190728496544E-02 
424	 0.082592799151739 
425	 8.21529661587949E-02 
426	 8.15433870793009E-02 
427	 8.08807013050934E-02 
428	 8.05631010766899E-02 
429	 8.05220939090454E-02 
430	 8.05359635730841E-02 
431	 8.05686701506526E-02 
432	 8.04124831267045E-02 
433	 0.080329444236318 
434	 8.09835420289656E-02 
435	 8.17751449301693E-02 
436	 8.24115660947653E-02 
437	 8.28730463414403E-02 
438	 8.36312814882552E-02 
439	 8.45627233248012E-02 
440	 8.55728565457551E-02 
441	 8.65937074396337E-02 
442	 8.77329157943425E-02 
443	 8.89572107933802E-02 
444	 9.01785683719626E-02 
445	 9.12381097107742E-02 
446	 9.24159701580286E-02 
447	 9.38788312124591E-02 
448	 9.55815264975849E-02 
449	 9.67826883327804E-02 
450	 9.81372865324752E-02 
451	 9.99098830433951E-02 
452	 0.101953862521405 
453	 0.103455289792182 
454	 0.104867919634731 
455	 0.106630147340107 
456	 0.108609702820321 
457	 0.110271155610334 
458	 0.111824400617274 
459	 0.11375248863049 
460	 0.115689209836359 
461	 0.117645772314029 
462	 0.11965715370113 
463	 0.121738588392224 
464	 0.123905383032431 
465	 0.126242563594795 
466	 0.12869926948995 
467	 0.130578967367395 
468	 0.132824909168749 
469	 0.135464140201029 
470	 0.137796153946326 
471	 0.14037347133197 
472	 0.143089383272548 
473	 0.145760200237252 
474	 0.148245376213209 
475	 0.150811252135898 
476	 0.153491269221287 
477	 0.156223104877273 
478	 0.159101236032112 
479	 0.161790768220354 
480	 0.16431152733669 
481	 0.167225057703221 
482	 0.169988979125299 
483	 0.172730791110889 
484	 0.175607432303131 
485	 0.178171890597425 
486	 0.180499325591429 
487	 0.182783474677107 
488	 0.185278378745895 
489	 0.187654213320167 
490	 0.189913803360207 
491	 0.192098806291244 
492	 0.194196848357475 
493	 0.196108850028995 
494	 0.197931696472998 
