Wavelength	mm2800012.asd
350	 4.38889673632656E-02 
351	 5.53045282068097E-02 
352	 5.45962525761349E-02 
353	 0.041724005247716 
354	 5.05894372480959E-02 
355	 5.51059915850072E-02 
356	 0.051826772945458 
357	 4.63690904131956E-02 
358	 5.41531557077292E-02 
359	 5.36656659642233E-02 
360	 4.84451230255342E-02 
361	 5.63005144499794E-02 
362	 6.00749724754855E-02 
363	 5.86716981911933E-02 
364	 5.50582630809315E-02 
365	 5.50678976633626E-02 
366	 5.34588034281422E-02 
367	 5.24010656041737E-02 
368	 0.05424239272001 
369	 5.42353259990464E-02 
370	 5.46810555424201E-02 
371	 5.57418823081333E-02 
372	 5.61634474909588E-02 
373	 5.78288261902286E-02 
374	 5.87068456938479E-02 
375	 5.83432013285114E-02 
376	 6.00584113568041E-02 
377	 5.72779375252356E-02 
378	 5.54203384461756E-02 
379	 0.059703183113249 
380	 5.84831993235121E-02 
381	 5.79471913130415E-02 
382	 5.97453463152548E-02 
383	 6.16039843158155E-02 
384	 0.06328166011269 
385	 6.18707791565107E-02 
386	 5.83935193641479E-02 
387	 6.21200573520767E-02 
388	 6.35032897349601E-02 
389	 6.24142854333289E-02 
390	 6.16740799538784E-02 
391	 6.27793043163199E-02 
392	 6.26551822849251E-02 
393	 6.22446884862451E-02 
394	 6.55237774770292E-02 
395	 6.64147353909171E-02 
396	 6.61215462616732E-02 
397	 6.61031985022898E-02 
398	 0.065420840610795 
399	 0.06671113863806 
400	 6.81703828805852E-02 
401	 6.71127913472648E-02 
402	 6.56341417003491E-02 
403	 6.53730378862673E-02 
404	 6.64029584189034E-02 
405	 0.067324929087607 
406	 6.84761823643602E-02 
407	 6.92524415820556E-02 
408	 6.91908782971397E-02 
409	 6.84121898878496E-02 
410	 6.76386305671611E-02 
411	 6.76192937629559E-02 
412	 6.87138302795599E-02 
413	 6.89238176195173E-02 
414	 6.84643259784409E-02 
415	 6.81143102768699E-02 
416	 6.90671419060406E-02 
417	 6.95564024272571E-02 
418	 0.06992574732253 
419	 7.06743929203496E-02 
420	 7.10226949494381E-02 
421	 7.08947285365457E-02 
422	 7.07763120119191E-02 
423	 7.13491561427743E-02 
424	 7.13239390624818E-02 
425	 7.13787985745411E-02 
426	 7.17988720292258E-02 
427	 7.16902413389881E-02 
428	 0.071735098311975 
429	 7.17602823308585E-02 
430	 7.15431203358313E-02 
431	 7.20513965852536E-02 
432	 7.22467721721899E-02 
433	 7.20226636719425E-02 
434	 7.22160336773473E-02 
435	 7.24448350547814E-02 
436	 7.28224462712454E-02 
437	 7.32955301765007E-02 
438	 7.30689195567795E-02 
439	 0.0732960771612 
440	 7.37223320325234E-02 
441	 7.35461702619278E-02 
442	 7.37763022447088E-02 
443	 7.40250042404828E-02 
444	 7.40639036245442E-02 
445	 0.074099553065543 
446	 7.43002347873637E-02 
447	 7.44797954458874E-02 
448	 7.44482845717623E-02 
449	 7.44388172422354E-02 
450	 7.47631399025081E-02 
451	 7.52400799666156E-02 
452	 7.53070852674208E-02 
453	 7.52812656028083E-02 
454	 7.51952839840523E-02 
455	 0.075168975987379 
456	 7.57081364285857E-02 
457	 7.60028031702465E-02 
458	 7.60801655812569E-02 
459	 7.62923635858028E-02 
460	 0.076248826501966 
461	 7.62830988589629E-02 
462	 7.65308022982676E-02 
463	 7.67681262196351E-02 
464	 7.70967768125708E-02 
465	 7.72985555501025E-02 
466	 7.72502597050602E-02 
467	 7.75389212340338E-02 
468	 7.77342285627166E-02 
469	 7.77581196415248E-02 
470	 7.78383985549723E-02 
471	 7.80297910607084E-02 
472	 0.078308052753855 
473	 7.85698352615958E-02 
474	 7.85388537915148E-02 
475	 0.078664645484664 
476	 0.078933171444219 
477	 7.91403425234406E-02 
478	 7.93631343718477E-02 
479	 7.95263551634384E-02 
480	 7.96098683020451E-02 
