Wavelength	lmw-9-100008.asd
350	 0.106901392074228 
351	 0.105483146815196 
352	 9.95385717805071E-02 
353	 9.37643776926053E-02 
354	 0.102875180555595 
355	 0.103279343819393 
356	 0.100706149139201 
357	 0.103541874733242 
358	 9.96120969395725E-02 
359	 8.97653741646637E-02 
360	 8.18090833677119E-02 
361	 8.56956056776623E-02 
362	 8.64688170492873E-02 
363	 8.84343403590456E-02 
364	 9.19020651886856E-02 
365	 8.69487183758382E-02 
366	 8.49585361920742E-02 
367	 8.37049699122542E-02 
368	 8.02950258539484E-02 
369	 8.53895895275279E-02 
370	 8.75117893643459E-02 
371	 8.57492360094436E-02 
372	 0.086484862698358 
373	 8.70569663980492E-02 
374	 8.60156783933289E-02 
375	 0.084066056236323 
376	 8.56126635309099E-02 
377	 8.33876025429124E-02 
378	 7.97910445022393E-02 
379	 0.079495562315647 
380	 8.36232009178909E-02 
381	 8.51117571417514E-02 
382	 8.39545320608406E-02 
383	 8.51845396875631E-02 
384	 8.35235734796382E-02 
385	 8.12789108950029E-02 
386	 8.08091691933384E-02 
387	 8.26617735186687E-02 
388	 8.38185191539875E-02 
389	 8.41141270605309E-02 
390	 8.40579110217538E-02 
391	 8.20378025449638E-02 
392	 8.19434355433553E-02 
393	 8.37127567830521E-02 
394	 8.39484804728255E-02 
395	 8.39662323782075E-02 
396	 8.40551712309608E-02 
397	 8.41447657036838E-02 
398	 8.35651565492529E-02 
399	 0.083843228093987 
400	 0.085183882171096 
401	 8.67888111910475E-02 
402	 8.56066897207309E-02 
403	 8.44520599153208E-02 
404	 8.47981017328783E-02 
405	 0.08629157795389 
406	 8.62762178561353E-02 
407	 0.085904647623004 
408	 0.086210353586711 
409	 8.57992644541849E-02 
410	 8.54214183885315E-02 
411	 8.55713230341035E-02 
412	 8.63767306592032E-02 
413	 8.64558989126651E-02 
414	 8.61271960005743E-02 
415	 8.56609258213802E-02 
416	 8.50165639977731E-02 
417	 8.51067010151128E-02 
418	 8.52514555008593E-02 
419	 8.48189223067199E-02 
420	 8.48228810338785E-02 
421	 8.40803469977557E-02 
422	 8.30513997755912E-02 
423	 0.083084526519124 
424	 8.27419945411135E-02 
425	 8.24100420004658E-02 
426	 8.22444687077704E-02 
427	 8.15247874525653E-02 
428	 8.08725055545382E-02 
429	 8.07298929163327E-02 
430	 8.11690845910019E-02 
431	 8.08274681002801E-02 
432	 8.05474514986412E-02 
433	 8.08047432431878E-02 
434	 8.15814748075237E-02 
435	 8.20392687275809E-02 
436	 8.24734987108599E-02 
437	 8.31136835011101E-02 
438	 8.32535272898244E-02 
439	 8.42815418906531E-02 
440	 8.58191891245292E-02 
441	 0.086729768164372 
442	 8.76531616565099E-02 
443	 0.088734441014796 
444	 0.089958952838071 
445	 9.11387221663882E-02 
446	 9.26560050144786E-02 
447	 9.40737576153471E-02 
448	 9.50642422240649E-02 
449	 9.67946080133482E-02 
450	 9.84558473008642E-02 
451	 9.99951639460526E-02 
452	 0.101986943169785 
453	 0.103284049511462 
454	 0.104460559987387 
455	 0.106128885336748 
456	 0.108315944395788 
457	 0.110179987274523 
458	 0.111731217374593 
459	 0.113407719552556 
460	 0.115470116540367 
461	 0.117621749476572 
462	 0.119632002579693 
463	 0.121427565607805 
464	 0.123501590669184 
465	 0.125726161125803 
466	 0.127902919886692 
467	 0.130346104283331 
468	 0.132733498528148 
469	 0.134993233953562 
470	 0.137281540295195 
471	 0.139845646604599 
472	 0.142410510209667 
473	 0.144839201129162 
474	 0.147522959083982 
475	 0.150304892128962 
476	 0.152952095317063 
477	 0.155313584651629 
478	 0.158071115686258 
479	 0.161019349621633 
480	 0.163897532307326 
481	 0.166496539614845 
482	 0.169122551127355 
483	 0.171720744684942 
484	 0.174215282737145 
485	 0.176920370733565 
486	 0.179372627921143 
487	 0.181615256894486 
488	 0.184099295955948 
489	 0.186437948554881 
490	 0.188679635215377 
491	 0.190874112695632 
492	 0.192878799253429 
493	 0.194779938025826 
494	 0.196590936180603 
495	 0.198307709230597 
496	 0.200049870269222 
497	 0.201609397715601 
498	 0.202954150462903 
499	 0.204366896484837 
500	 0.205488678968085 
501	 0.206471051531273 
502	 0.207522418889655 
503	 0.20839878372219 
504	 0.209212404493583 
505	 0.21005060073153 
506	 0.210952202057478 
507	 0.211608335405099 
508	 0.212141188328842 
