Wavelength	mm23-100009.asd
350	 5.86377837788463E-02 
351	 6.36616490363827E-02 
352	 5.92413130171086E-02 
353	 5.02092609307831E-02 
354	 5.88855938782098E-02 
355	 6.24209650949371E-02 
356	 6.02636651907694E-02 
357	 5.83127655811988E-02 
358	 6.22876575670649E-02 
359	 0.062906055206468 
360	 6.01507133613678E-02 
361	 5.97710263777773E-02 
362	 0.057838894848384 
363	 5.93427081918104E-02 
364	 0.063495278618027 
365	 5.89647010306208E-02 
366	 5.66802063768427E-02 
367	 5.65625385269623E-02 
368	 5.65927152237001E-02 
369	 6.06830473560353E-02 
370	 6.17429525748852E-02 
371	 6.04711079453474E-02 
372	 0.06244917961261 
373	 6.21427377369769E-02 
374	 6.14560003402243E-02 
375	 0.062539436663619 
376	 6.67837861701508E-02 
377	 6.54464824706662E-02 
378	 6.32624303049784E-02 
379	 6.62639505763147E-02 
380	 0.067425764330365 
381	 6.70041050812203E-02 
382	 6.68023846141321E-02 
383	 6.91292904249891E-02 
384	 6.97830231922317E-02 
385	 6.90859106765622E-02 
386	 6.87573101777245E-02 
387	 7.20309275835601E-02 
388	 7.39818669251482E-02 
389	 7.43997399443257E-02 
390	 7.45067506304004E-02 
391	 7.41141135163153E-02 
392	 7.50832449109098E-02 
393	 0.077741142063976 
394	 8.09321092804526E-02 
395	 8.24740658272348E-02 
396	 8.32186781463178E-02 
397	 8.41311714249903E-02 
398	 8.52152887733968E-02 
399	 8.63946632843045E-02 
400	 8.79948128917819E-02 
401	 9.01914987790902E-02 
402	 9.18202542630574E-02 
403	 9.18571671879334E-02 
404	 9.15006688909333E-02 
405	 9.39174651892508E-02 
406	 9.62444629635532E-02 
407	 9.81444836244976E-02 
408	 9.95742055666976E-02 
409	 9.98329481757187E-02 
410	 9.91704377075775E-02 
411	 0.099157416251939 
412	 0.101264780946439 
413	 0.10187687756737 
414	 0.102075499951418 
415	 0.102760768719175 
416	 0.104063198386096 
417	 0.104086096343352 
418	 0.104027049921892 
419	 0.105071231271808 
420	 0.105862023724036 
421	 0.105119063494266 
422	 0.104129648917244 
423	 0.10537572505351 
424	 0.105331174918854 
425	 0.104497244186241 
426	 0.103728630207069 
427	 0.10357301815027 
428	 0.102937131243345 
429	 0.102098821771459 
430	 0.10164539685083 
431	 0.101302881339789 
432	 0.100981950457983 
433	 0.1006691073002 
434	 0.100421582543893 
435	 0.100538990868543 
436	 0.100883754818025 
437	 0.101158107638497 
438	 0.100771185124754 
439	 0.101086261388874 
440	 0.101940037338286 
441	 0.102462361252346 
442	 0.102889423943556 
443	 0.103767104355442 
444	 0.105067063175175 
445	 0.105871978817594 
446	 0.106817169709327 
447	 0.107602284662266 
448	 0.107972873692752 
449	 0.108955192953342 
450	 0.110034349227303 
451	 0.111019463418419 
452	 0.11201794526636 
453	 0.112487016618511 
454	 0.113129958399051 
455	 0.114251634836006 
456	 0.114642478957753 
457	 0.115071889656418 
458	 0.115651529235594 
459	 0.116211576465507 
460	 0.116798558662791 
461	 0.1173287165009 
462	 0.117794890901757 
463	 0.118310263887152 
464	 0.118677834643661 
465	 0.118999596471854 
466	 0.119387564360245 
467	 0.119629793318687 
468	 0.119912338364332 
469	 0.120273325078357 
470	 0.120619845208642 
471	 0.120875206317589 
472	 0.121174094965015 
473	 0.121524076343146 
474	 0.121518728703174 
475	 0.121606310115507 
476	 0.121817554958737 
477	 0.12202940713217 
478	 0.122484153609714 
479	 0.122722760648425 
480	 0.122685299970476 
481	 0.122926539336164 
482	 0.123390107817841 
483	 0.123781100768572 
484	 0.123868005576936 
485	 0.12399548840795 
486	 0.124068518994056 
487	 0.124125964714072 
488	 0.124313768927879 
489	 0.124515867217258 
490	 0.124790960769409 
491	 0.125131654927031 
492	 0.125306683420962 
493	 0.125347017799479 
494	 0.125432610132784 
495	 0.125769510815421 
496	 0.12617329113907 
497	 0.126315351588963 
498	 0.126242379117668 
499	 0.126567545760585 
500	 0.126776401587521 
501	 0.12684555856245 
502	 0.126900069964442 
503	 0.127026878058641 
504	 0.12730473909669 
505	 0.127626329067095 
506	 0.127735864721593 
507	 0.127843271850149 
508	 0.127969851323873 
509	 0.12809755432916 
510	 0.128199257952873 
511	 0.12832743995211 
512	 0.128474257240223 
513	 0.128605144679052 
514	 0.128761087688697 
515	 0.128941138694613 
516	 0.129125880416779 
517	 0.129273364013905 
518	 0.129414809882057 
519	 0.12953583082873 
520	 0.129629906403257 
521	 0.129805789923313 
522	 0.129974043243782 
523	 0.130102976448664 
524	 0.130232577018794 
525	 0.130340687860084 
526	 0.130490508988863 
527	 0.130695868414683 
528	 0.130754429459104 
529	 0.130846844302896 
530	 0.130995191429118 
531	 0.13112080081712 
532	 0.131277843569415 
533	 0.131524523585008 
534	 0.131809651631766 
535	 0.131832945404923 
536	 0.131934806625345 
