Wavelength	mm23-100002.asd
350	 4.93000594728725E-02 
351	 6.07084792184431E-02 
352	 6.03860155354906E-02 
353	 0.044541432165997 
354	 5.74531799298482E-02 
355	 6.22871543851943E-02 
356	 5.97230580709391E-02 
357	 5.96082975425396E-02 
358	 6.80253787227851E-02 
359	 5.97199020021663E-02 
360	 4.48792406710716E-02 
361	 5.30451909994372E-02 
362	 5.89502119163938E-02 
363	 5.91764016680034E-02 
364	 5.58149648458889E-02 
365	 5.45755452555981E-02 
366	 5.44943694920915E-02 
367	 5.58033241845506E-02 
368	 5.83425527190069E-02 
369	 6.05345211047227E-02 
370	 5.87926867995301E-02 
371	 5.69310248815281E-02 
372	 6.22956260008587E-02 
373	 6.18581939427806E-02 
374	 6.02921546470057E-02 
375	 6.14588718756188E-02 
376	 6.41264078583069E-02 
377	 6.21804674934709E-02 
378	 6.03745921103472E-02 
379	 6.38078128170921E-02 
380	 6.37349580822163E-02 
381	 6.53122993447948E-02 
382	 6.85790638479293E-02 
383	 6.96775423490435E-02 
384	 7.04143921368392E-02 
385	 7.02010470053102E-02 
386	 6.96422173395136E-02 
387	 7.23447908328802E-02 
388	 7.43629291074516E-02 
389	 7.45224069777766E-02 
390	 7.33462427185626E-02 
391	 7.44620208714238E-02 
392	 7.60472289837314E-02 
393	 7.75402476830243E-02 
394	 7.95522198004765E-02 
395	 8.03682693326077E-02 
396	 8.13645978448501E-02 
397	 8.35058475360349E-02 
398	 8.61002554448965E-02 
399	 8.69535040270943E-02 
400	 8.71658721575238E-02 
401	 8.86917952565065E-02 
402	 9.05874547639254E-02 
403	 9.15254644986917E-02 
404	 9.17258668116464E-02 
405	 9.29107409515562E-02 
406	 9.48427020178514E-02 
407	 9.68388620915181E-02 
408	 0.098106663533135 
409	 9.74972773619529E-02 
410	 9.84181926689239E-02 
411	 0.100477965201408 
412	 0.101608486664945 
413	 0.101977573135612 
414	 0.10283975523243 
415	 0.104101852701434 
416	 0.103872193809976 
417	 0.103531164684487 
418	 0.104080046029432 
419	 0.105485894786752 
420	 0.104664031898494 
421	 0.104063281452981 
422	 0.104628799711137 
423	 0.105983586032433 
424	 0.105386185471865 
425	 0.104112380010449 
426	 0.103373283751974 
427	 0.103356486318953 
428	 0.10283802523656 
429	 0.102076553017985 
430	 0.101652488205574 
431	 0.101034462583479 
432	 0.100602410526581 
433	 0.100551616641597 
434	 0.100828423244353 
435	 0.100220270153613 
436	 9.96285939718413E-02 
437	 9.98361020456954E-02 
438	 0.100227560085731 
439	 0.100737765205488 
440	 0.101390174214885 
441	 0.102224523746728 
442	 0.102941933847723 
443	 0.103712767729079 
444	 0.104621138252068 
445	 0.105555123705978 
446	 0.106435265799395 
447	 0.107314756236443 
448	 0.108219525149589 
449	 0.10882380482025 
450	 0.109773132359669 
451	 0.110957745352904 
452	 0.111652547676837 
453	 0.112281098866215 
454	 0.113004504650233 
455	 0.113848044751014 
456	 0.114657674649355 
457	 0.115167439742736 
458	 0.115570424291823 
459	 0.116215533796773 
460	 0.116867447701804 
461	 0.117122693775727 
462	 0.117155848692474 
463	 0.117955076617965 
464	 0.118608011565926 
465	 0.119013508957216 
466	 0.11931114677191 
467	 0.119604762177913 
468	 0.120135985997017 
469	 0.120564086344355 
470	 0.120195033921483 
471	 0.120499277939706 
472	 0.120926872177171 
473	 0.121005746398005 
474	 0.121280570119546 
475	 0.121579533038978 
476	 0.12182660460993 
477	 0.122021983190833 
478	 0.122496497887266 
479	 0.122770052268875 
480	 0.122715827095014 
481	 0.122771923712238 
482	 0.123147053804484 
483	 0.123551218237161 
484	 0.123676732390386 
485	 0.123785790922934 
486	 0.123996751157844 
487	 0.124269505112748 
488	 0.124434915453538 
489	 0.124377977012991 
490	 0.124499101239076 
491	 0.124965515769367 
492	 0.125187704782283 
493	 0.125246118069328 
494	 0.125278572117912 
495	 0.125462167679091 
496	 0.125903388407195 
497	 0.126316184690047 
498	 0.1265371582441 
499	 0.126634461247772 
500	 0.126706244116795 
501	 0.126763875664992 
502	 0.126812073088393 
503	 0.126953862788708 
504	 0.127193095238499 
505	 0.127478829192066 
506	 0.127712179105998 
507	 0.1276943656459 
508	 0.127740203851951 
509	 0.12802473562736 
510	 0.128076701444922 
511	 0.128151245544458 
512	 0.128318211781541 
513	 0.128533944141719 
514	 0.128660510237996 
515	 0.128781773059925 
516	 0.128945130751375 
517	 0.129092512236371 
518	 0.129231175133551 
519	 0.1293561865829 
520	 0.12947808826406 
521	 0.12969759393474 
522	 0.129920943481355 
523	 0.130080441709152 
524	 0.130149695489657 
525	 0.130145153652351 
526	 0.130227484155245 
527	 0.130488104682146 
528	 0.130724715921885 
529	 0.130944861475953 
530	 0.131107212146364 
531	 0.131159220229631 
532	 0.131281528927681 
533	 0.13144607574427 
534	 0.131626379119034 
535	 0.131893478225874 
536	 0.131981853729489 
537	 0.132038879701008 
538	 0.132306879861522 
539	 0.132444946993903 
540	 0.132543810743942 
541	 0.132697625942649 
542	 0.13295937973573 
543	 0.133197999542835 
544	 0.133418578843293 
545	 0.133650262035189 
546	 0.133846876883081 
547	 0.134078765909639 
548	 0.134349203335122 
549	 0.134602121155183 
550	 0.134801465109052 
551	 0.135057891227857 
552	 0.135433500513098 
553	 0.135809184933703 
554	 0.136129630921394 
555	 0.13641230075658 
556	 0.136717515718338 
557	 0.137064914508873 
558	 0.137418384790984 
559	 0.137778603803431 
560	 0.138229320218107 
561	 0.138619700561399 
562	 0.139084994932569 
563	 0.139802477071643 
564	 0.14060832541785 
565	 0.14142978999572 
566	 0.142204934487088 
567	 0.142881375172414 
568	 0.143491816493597 
569	 0.144015406440711 
570	 0.14447549314502 
571	 0.145065020033276 
572	 0.145765301164504 
573	 0.14652267604553 
574	 0.147268706379842 
575	 0.14807904627992 
576	 0.149097464394374 
577	 0.150343478370875 
578	 0.151575296033907 
579	 0.152695323853535 
580	 0.153670057877347 
581	 0.154532815387918 
582	 0.155429931997062 
583	 0.156296502757496 
584	 0.157176659370281 
585	 0.158295572850207 
586	 0.159718274477599 
587	 0.161287919795788 
588	 0.162796905631146 
589	 0.164195499245046 
590	 0.165511932944502 
591	 0.16679140110139 
592	 0.168081360424595 
593	 0.169104771774002 
594	 0.169953448655712 
595	 0.170790514077278 
596	 0.171740054132241 
597	 0.172838938876188 
598	 0.174036002933853 
599	 0.175249022823217 
600	 0.17661591020952 
601	 0.177969636388882 
602	 0.179186853678968 
603	 0.180276957816961 
604	 0.181375249003979 
605	 0.182526289944009 
606	 0.183699004032397 
607	 0.184679331591242 
608	 0.185597726554442 
609	 0.186544169288702 
610	 0.187535925496613 
611	 0.188357788741817 
612	 0.189129227655037 
613	 0.189953549443179 
614	 0.190578946218475 
615	 0.191248932341958 
616	 0.191977075392621 
617	 0.192619196859369 
618	 0.193291074474273 
619	 0.193872789283742 
620	 0.194331169265772 
621	 0.194889726350182 
622	 0.195411618171729 
623	 0.195897981080669 
624	 0.196392563628358 
625	 0.196851362991558 
626	 0.19728216339789 
627	 0.197709937142706 
628	 0.198175939509532 
629	 0.198599023303487 
630	 0.198999056298203 
631	 0.199408450673813 
632	 0.199783987438455 
633	 0.200167513353226 
634	 0.200552999697626 
635	 0.200899392121196 
636	 0.201270083139975 
637	 0.201673432964876 
638	 0.202079476660977 
639	 0.202379388806593 
640	 0.202754196227402 
641	 0.203183169504786 
642	 0.203561728634447 
643	 0.203947749858009 
644	 0.204320713896332 
645	 0.204679975355581 
646	 0.20506109867474 
647	 0.205478927383803 
648	 0.205907222059803 
649	 0.206318284035854 
650	 0.206737545180117 
651	 0.207164551801941 
652	 0.20760332520455 
653	 0.208061178451334 
654	 0.208513858155103 
655	 0.208945740711039 
656	 0.209363140441541 
657	 0.209809186520403 
658	 0.210342740586549 
659	 0.210892746365238 
660	 0.211349326714913 
661	 0.211850015535072 
662	 0.212376678093611 
663	 0.212909553287372 
664	 0.213447954372262 
665	 0.214005153670867 
666	 0.214556707621435 
667	 0.215097038007689 
668	 0.21574336040432 
669	 0.216399385980276 
670	 0.217050935019174 
671	 0.217748558683911 
672	 0.218381184703606 
673	 0.218995876376128 
674	 0.219637282397301 
675	 0.220273185152317 
676	 0.220930252454816 
677	 0.221630779619629 
678	 0.222381760149698 
679	 0.223099896213854 
680	 0.223844425800907 
681	 0.224631168734431 
682	 0.225403876508116 
683	 0.22617698567539 
684	 0.226946365830011 
685	 0.227722070331143 
686	 0.228581438874028 
687	 0.229453121051617 
688	 0.230302718683969 
689	 0.231130066320893 
690	 0.231994957334122 
691	 0.232881247659081 
692	 0.233771293589234 
693	 0.234673754146554 
694	 0.235547722815225 
695	 0.236438487945664 
696	 0.237393838935185 
697	 0.238277577001766 
698	 0.239213287867838 
699	 0.240207576992271 
700	 0.241131814734099 
701	 0.242046773216563 
702	 0.242989022787714 
703	 0.243972556372323 
704	 0.244965828257313 
