Wavelength	lmw-9-300009.asd
350	 5.21093543918692E-02 
351	 0.050878421016779 
352	 4.35125254272084E-02 
353	 3.57987360589253E-02 
354	 4.73437121533075E-02 
355	 5.05756834374236E-02 
356	 0.047532785618046 
357	 4.71021865162135E-02 
358	 5.19387191161697E-02 
359	 4.96480392936214E-02 
360	 4.29075224915857E-02 
361	 4.29675887882689E-02 
362	 3.86426228231563E-02 
363	 3.97417208794002E-02 
364	 4.68573433608004E-02 
365	 4.26879601280175E-02 
366	 3.96823901353604E-02 
367	 3.97517356131661E-02 
368	 4.13519436324815E-02 
369	 4.24052518598525E-02 
370	 3.95842122695945E-02 
371	 3.61751379207528E-02 
372	 3.90530134680633E-02 
373	 4.20477617110275E-02 
374	 4.30348067155098E-02 
375	 4.15382321796771E-02 
376	 3.83049487722862E-02 
377	 4.12354395482266E-02 
378	 4.44913064379563E-02 
379	 4.16141754944568E-02 
380	 4.32024838678797E-02 
381	 4.11710551865489E-02 
382	 3.84212643704034E-02 
383	 0.04484167421281 
384	 4.53912144463181E-02 
385	 4.24971546282455E-02 
386	 0.040746425221669 
387	 4.39464313003135E-02 
388	 0.045742814428471 
389	 0.045811489175194 
390	 4.54977399742234E-02 
391	 4.34937683371148E-02 
392	 4.37278335663154E-02 
393	 4.71654785176739E-02 
394	 5.18016350051742E-02 
395	 5.23002288275487E-02 
396	 5.14804864309424E-02 
397	 0.052451467414356 
398	 0.056229285682463 
399	 5.83679029522591E-02 
400	 5.90173011089056E-02 
401	 6.00574869181353E-02 
402	 6.19791369869065E-02 
403	 6.40125730874193E-02 
404	 6.54265847095376E-02 
405	 6.57759307067273E-02 
406	 6.92519221882067E-02 
407	 7.27352575797173E-02 
408	 7.35641741801057E-02 
409	 7.37719339571415E-02 
410	 7.42298908733219E-02 
411	 7.53630536216502E-02 
412	 7.71794369642974E-02 
413	 0.079107361616134 
414	 8.04320060837038E-02 
415	 8.10640037920831E-02 
416	 8.16707359283802E-02 
417	 8.21045735006949E-02 
418	 0.082428158721356 
419	 0.082683909569533 
420	 8.27347213580226E-02 
421	 8.25362435853687E-02 
422	 8.23411268409346E-02 
423	 8.25339734873548E-02 
424	 8.28455504122937E-02 
425	 8.28213403537273E-02 
426	 8.24893835498308E-02 
427	 8.27160291935099E-02 
428	 8.34460786730177E-02 
429	 8.42837382221971E-02 
430	 8.49294594837437E-02 
431	 8.61631320556936E-02 
432	 8.81084116360441E-02 
433	 9.05114690535654E-02 
434	 9.28468734396766E-02 
435	 9.61514262368767E-02 
436	 9.97746641307341E-02 
437	 0.10325597475718 
438	 0.107456608345927 
439	 0.111990857027873 
440	 0.116585031750153 
441	 0.120987317670095 
442	 0.12476571474624 
443	 0.128872743431475 
444	 0.133474114183951 
445	 0.137387871751124 
446	 0.140938271067873 
447	 0.144647496082989 
448	 0.14880593051586 
449	 0.152442480845018 
450	 0.156026328889575 
451	 0.159748430887656 
452	 0.163511841654871 
453	 0.166772107301027 
454	 0.169970636670266 
455	 0.173398628689038 
456	 0.176529409373706 
457	 0.179620591668939 
458	 0.18271115534463 
459	 0.185755991655788 
460	 0.188879715868684 
461	 0.191773085315145 
462	 0.194528174497144 
463	 0.19784072487633 
464	 0.200903803064751 
465	 0.203834094041439 
466	 0.206837987533306 
467	 0.20936476214134 
468	 0.21197860348775 
469	 0.21471647500018 
470	 0.217205676091967 
471	 0.220012747997322 
472	 0.22275195977687 
473	 0.22514097776455 
474	 0.227470547022958 
475	 0.229901318573651 
476	 0.232287383734818 
477	 0.234428649955351 
478	 0.23691098688186 
479	 0.239097614005625 
480	 0.240865076889674 
481	 0.242938742905658 
482	 0.24492794230266 
483	 0.246817034567923 
484	 0.248643773524907 
485	 0.250291691779862 
486	 0.251750259527277 
487	 0.253135097540981 
488	 0.254633224558646 
489	 0.25576588890419 
490	 0.256884362045756 
491	 0.258217200555172 
492	 0.259379280837386 
493	 0.260120291899384 
494	 0.26068062645868 
495	 0.261495575108042 
496	 0.26242186036359 
497	 0.263056240629292 
498	 0.26335969418777 
499	 0.263854451645819 
500	 0.264383232165637 
501	 0.264756980137678 
502	 0.264878762069877 
503	 0.265128410692167 
504	 0.265322835494798 
505	 0.265432986467482 
506	 0.265579034996888 
507	 0.265591919145022 
508	 0.265608442275254 
509	 0.265689172626869 
510	 0.265547018116311 
511	 0.265202113338914 
512	 0.2648893266791 
513	 0.264900721521102 
514	 0.264909962793234 
515	 0.264789048189752 
516	 0.264569133195737 
517	 0.264513787707757 
518	 0.264311444299219 
519	 0.264016797459465 
520	 0.263772051472442 
521	 0.263484639580894 
522	 0.263277436688146 
523	 0.263114039323959 
524	 0.262788644159386 
525	 0.262555729493682 
526	 0.26236309724863 
527	 0.262131176668797 
528	 0.261915510786046 
529	 0.261756185941595 
530	 0.261610986974361 
531	 0.261401841538397 
532	 0.261324775151722 
533	 0.261259993185712 
534	 0.261134793560472 
535	 0.261072305170787 
536	 0.260973519719111 
537	 0.260900317291735 
538	 0.260938327784072 
539	 0.260893728307161 
540	 0.260831133439061 
541	 0.26081207281635 
542	 0.260864509439047 
543	 0.260975775462619 
544	 0.261137988382526 
545	 0.261324421801755 
546	 0.261433399302869 
547	 0.261559275770894 
548	 0.261741484562952 
549	 0.261961889151792 
550	 0.262101723732478 
551	 0.262250208902207 
552	 0.262495381467368 
553	 0.262827079284425 
554	 0.263160000014226 
555	 0.263467205187263 
556	 0.263768721444572 
557	 0.264185388955131 
558	 0.264590033266834 
559	 0.264970871449275 
560	 0.265575652398603 
561	 0.266169261013757 
562	 0.266728575855691 
563	 0.267287715026808 
564	 0.267771570924082 
565	 0.26824018452954 
566	 0.268748935596669 
567	 0.269336342249938 
568	 0.269886683370915 
569	 0.27039554815575 
570	 0.270927421431477 
571	 0.271674499952397 
572	 0.272492513616161 
