Wavelength	mm1900003.asd
350	 3.82047203262472E-02 
351	 4.98783271489987E-02 
352	 4.49448865898392E-02 
353	 2.76033611867015E-02 
354	 3.24042347960517E-02 
355	 3.95078656602724E-02 
356	 4.28143928615059E-02 
357	 0.04179470598804 
358	 0.041166249422021 
359	 3.79216822012254E-02 
360	 3.68221385677553E-02 
361	 4.50270253092679E-02 
362	 3.80356388669587E-02 
363	 3.28753512846068E-02 
364	 3.72140287545537E-02 
365	 3.65709591871285E-02 
366	 3.59967604953346E-02 
367	 3.68549593906793E-02 
368	 3.91069835576528E-02 
369	 4.13404501689253E-02 
370	 3.99732592402368E-02 
371	 3.73666293336754E-02 
372	 3.92347869213882E-02 
373	 4.03807115699551E-02 
374	 4.02469121082849E-02 
375	 3.93140882061158E-02 
376	 3.86168949394374E-02 
377	 3.87765071863303E-02 
378	 4.02057740236069E-02 
379	 0.042738920297069 
380	 4.49995670460269E-02 
381	 4.45761703795313E-02 
382	 4.29631702012266E-02 
383	 4.41185351603456E-02 
384	 4.45607208154156E-02 
385	 4.21814379259257E-02 
386	 0.038720520998759 
387	 4.30361177504739E-02 
388	 4.49529927603387E-02 
389	 4.47365658963038E-02 
390	 0.04530278316773 
391	 4.49014293953532E-02 
392	 0.045440804370133 
393	 4.65369422270844E-02 
394	 4.59073782894495E-02 
395	 4.42363115083378E-02 
396	 0.043760680230584 
397	 0.045514215000079 
398	 4.79503096396618E-02 
399	 4.78159477536467E-02 
400	 4.74260689955503E-02 
401	 0.049773854857387 
402	 4.87979701988731E-02 
403	 0.047406023285053 
404	 4.71506076339528E-02 
405	 4.75965465905944E-02 
406	 4.83620421913682E-02 
407	 4.95868563189659E-02 
408	 5.06365359417526E-02 
409	 4.82683450912515E-02 
410	 4.71408636303524E-02 
411	 4.76437008141081E-02 
412	 4.81827449528052E-02 
413	 4.92304179405506E-02 
414	 4.94449500439124E-02 
415	 4.88410237460105E-02 
416	 4.92610988818313E-02 
417	 4.99688404471656E-02 
418	 5.01136218482822E-02 
419	 4.94299009713922E-02 
420	 4.97181753603188E-02 
421	 4.94720822249925E-02 
422	 4.90255823992351E-02 
423	 4.97164651436901E-02 
424	 4.98476462999775E-02 
425	 0.049626489699856 
426	 4.94336153005625E-02 
427	 4.95193879965192E-02 
428	 4.93071754147508E-02 
429	 4.90876769550268E-02 
430	 4.92220897850739E-02 
431	 0.048908675263162 
432	 4.87764120809451E-02 
433	 4.89493694409546E-02 
434	 4.90172046819065E-02 
435	 4.90651412993679E-02 
436	 4.90700161467113E-02 
437	 4.89750820779484E-02 
438	 4.86099674959715E-02 
439	 4.85757842399385E-02 
440	 4.87170758329553E-02 
441	 4.85794119512425E-02 
442	 4.86745890448801E-02 
443	 0.048919737551815 
444	 4.90868573584839E-02 
445	 4.87992557588108E-02 
446	 4.88933097584098E-02 
447	 4.91781598416278E-02 
448	 4.92639423124059E-02 
449	 4.93013551652958E-02 
450	 4.93716516534089E-02 
451	 4.95158765964903E-02 
452	 4.97264023827517E-02 
453	 4.97848605842678E-02 
454	 4.95635215240164E-02 
455	 4.92148524619048E-02 
456	 4.95547876740668E-02 
457	 4.96663711730485E-02 
458	 4.95665967021415E-02 
459	 4.96271655824547E-02 
460	 4.94113262241726E-02 
461	 4.92659831100185E-02 
462	 4.93154920581546E-02 
463	 4.92835429034928E-02 
464	 4.92286801298145E-02 
465	 4.93800344455689E-02 
466	 4.98114106850598E-02 
467	 4.98321690262333E-02 
468	 4.95942053561933E-02 
469	 4.93127419953899E-02 
470	 4.92210926273147E-02 
471	 4.92516640563595E-02 
472	 4.93317025737135E-02 
473	 4.93971025619509E-02 
474	 4.94226925643679E-02 
475	 4.93300599480811E-02 
476	 4.92208624304248E-02 
477	 4.92578103857833E-02 
478	 4.94195561616273E-02 
479	 4.93880941968245E-02 
480	 4.92006213664042E-02 
481	 4.94089124564762E-02 
482	 4.96604165142223E-02 
483	 4.97072139316584E-02 
484	 4.95035111856131E-02 
485	 4.97095527661068E-02 
486	 4.96726620344054E-02 
487	 0.049372235931165 
488	 4.93175257708264E-02 
489	 4.92800558803201E-02 
490	 4.93967832959337E-02 
491	 4.96619917648001E-02 
492	 4.95984104895859E-02 
493	 4.93594454273217E-02 
494	 4.91856024662075E-02 
495	 4.92937645334488E-02 
496	 4.93076150901576E-02 
497	 4.92370582179998E-02 
498	 4.91878473463493E-02 
499	 4.93531064156771E-02 
500	 4.94373953359317E-02 
501	 4.93918131217702E-02 
502	 4.92796484631867E-02 
503	 4.92746442888037E-02 
504	 4.93328273297766E-02 
505	 4.93937495847389E-02 
506	 4.93946081984467E-02 
507	 4.93418570180303E-02 
508	 4.94299074856686E-02 
509	 4.96765861608025E-02 
510	 0.049529599783625 
511	 4.94065917940223E-02 
512	 4.94012107759424E-02 
513	 4.94307101452951E-02 
514	 4.94925276281347E-02 
515	 4.95182293653046E-02 
516	 4.95045596223336E-02 
517	 4.95723343738999E-02 
518	 4.95695220143027E-02 
519	 4.95154999383239E-02 
520	 4.94984170407635E-02 
521	 4.96590102338546E-02 
522	 4.96921429945452E-02 
523	 4.95801594641783E-02 
524	 4.96236098886305E-02 
525	 4.97057280538022E-02 
526	 4.97646042008674E-02 
527	 4.97672556701491E-02 
528	 4.97331986661675E-02 
529	 4.97207599131983E-02 
530	 0.049769473742525 
531	 4.98882889457378E-02 
532	 4.99057051131275E-02 
533	 4.98852813226232E-02 
534	 4.99023093588919E-02 
535	 4.99973324019411E-02 
536	 4.99866717058962E-02 
537	 4.99903005938853E-02 
538	 5.01829757749806E-02 
539	 5.02294287485074E-02 
540	 5.02106170248129E-02 
541	 5.02289086401898E-02 
542	 5.03691545603573E-02 
543	 5.04902261638699E-02 
544	 5.05927780496721E-02 
545	 5.07051469785412E-02 
546	 5.08000146470951E-02 
547	 5.08585725321165E-02 
548	 5.09306657670855E-02 
549	 5.11110662271657E-02 
550	 5.12059073399479E-02 
551	 5.12615616258848E-02 
552	 0.051355948296916 
553	 0.05153334090781 
554	 5.16907089425631E-02 
555	 5.18342046175452E-02 
