Wavelength	LMW_13_a00002.asd
350	 6.53519470100145E-02 
351	 6.25088630149927E-02 
352	 5.27773263498862E-02 
353	 4.19766208708335E-02 
354	 5.22808270479695E-02 
355	 5.17029392094391E-02 
356	 4.68107614413658E-02 
357	 4.94192123268382E-02 
358	 5.16092364717741E-02 
359	 4.64700245904139E-02 
360	 3.99175769189229E-02 
361	 4.41778287307026E-02 
362	 4.57123756690396E-02 
363	 4.58172561339184E-02 
364	 4.62520443204552E-02 
365	 4.65965930171013E-02 
366	 4.45334048056953E-02 
367	 4.35929014880922E-02 
368	 4.65715560827096E-02 
369	 0.04760229276087 
370	 4.50136991053935E-02 
371	 4.31196196785873E-02 
372	 4.87280590332076E-02 
373	 4.84201676425751E-02 
374	 0.044204580316192 
375	 4.09645594598226E-02 
376	 4.49677292056555E-02 
377	 4.82649785906209E-02 
378	 5.02770773566801E-02 
379	 5.19158320437202E-02 
380	 5.02895494201825E-02 
381	 0.049269896888069 
382	 5.01345750898522E-02 
383	 5.16901267906055E-02 
384	 5.00189276167208E-02 
385	 4.92052668942595E-02 
386	 5.11619520588816E-02 
387	 5.15002730952156E-02 
388	 5.27319270528517E-02 
389	 5.36716039876069E-02 
390	 5.28204880474627E-02 
391	 5.26247362196472E-02 
392	 5.23555096560304E-02 
393	 0.053326686163563 
394	 5.80537874940481E-02 
395	 5.75387975893518E-02 
396	 0.056939722733167 
397	 5.97356102480837E-02 
398	 6.07416292836803E-02 
399	 6.17721445509243E-02 
400	 6.26203861446921E-02 
401	 6.25317234779819E-02 
402	 6.12139793242221E-02 
403	 6.19570010347321E-02 
404	 6.40632055392742E-02 
405	 6.29717106541379E-02 
406	 6.51824624619839E-02 
407	 6.75880847538631E-02 
408	 6.71409107599269E-02 
409	 6.54207537855899E-02 
410	 6.49894649162911E-02 
411	 6.55120445130289E-02 
412	 6.54723593530062E-02 
413	 6.63624748670637E-02 
414	 6.61785085274159E-02 
415	 6.46721007817664E-02 
416	 6.41135244933374E-02 
417	 6.40688757173053E-02 
418	 6.39425263677877E-02 
419	 6.34563833425412E-02 
420	 6.37363849173928E-02 
421	 0.063326632800207 
422	 6.25275265404177E-02 
423	 6.26059845549538E-02 
424	 6.20375321929689E-02 
425	 6.08827959652394E-02 
426	 5.97096003964849E-02 
427	 5.96305759253229E-02 
428	 0.059592551461476 
429	 0.059224607097202 
430	 5.85819790233264E-02 
431	 5.86132053891745E-02 
432	 5.86961187148723E-02 
433	 5.86892896228533E-02 
434	 5.89774566604533E-02 
435	 5.95903376506789E-02 
436	 6.03630310871461E-02 
437	 6.10633044043921E-02 
438	 6.13067613508944E-02 
439	 6.21173765678104E-02 
440	 6.32661418858914E-02 
441	 0.064018679177166 
442	 6.51756319557314E-02 
443	 6.63289754099815E-02 
444	 6.73018694497514E-02 
445	 6.84436136039415E-02 
446	 6.93475427475247E-02 
447	 7.02653900800717E-02 
448	 7.14581042778277E-02 
449	 7.23948460833013E-02 
450	 7.33628266405936E-02 
451	 7.44965937023689E-02 
452	 7.57600022517557E-02 
453	 7.68067980669691E-02 
454	 7.76235666926881E-02 
455	 7.83584843051194E-02 
456	 7.94028675573137E-02 
457	 8.03320686299212E-02 
458	 8.11944677995976E-02 
459	 8.22027463773861E-02 
460	 8.30577353617326E-02 
461	 8.38344540359876E-02 
462	 8.46594537290347E-02 
463	 8.56839383234556E-02 
464	 8.65365715122475E-02 
465	 8.73426789389878E-02 
466	 8.82908267457661E-02 
467	 8.92317193939382E-02 
468	 9.00772668705242E-02 
469	 9.08909018156544E-02 
470	 9.18335351860018E-02 
471	 9.26073299333768E-02 
472	 9.33032970566362E-02 
473	 0.094021660487186 
474	 9.47287493667953E-02 
475	 9.52945484543928E-02 
476	 9.59374036947586E-02 
477	 9.69160588340926E-02 
478	 9.75732910147905E-02 
479	 9.83148090985483E-02 
480	 9.92067264462135E-02 
481	 9.97149504344171E-02 
482	 0.100484955003918 
483	 0.10127073938889 
484	 0.101730538903895 
485	 0.102181693965362 
486	 0.102587209227511 
487	 0.103011384443009 
488	 0.103586271898992 
489	 0.104024830512763 
490	 0.104376836750034 
491	 0.10472006600763 
492	 0.105037449748839 
493	 0.105368295733033 
494	 0.105717294929348 
495	 0.106078054334549 
496	 0.106535340213247 
497	 0.10680867519166 
498	 0.106909234835301 
499	 0.107334782083449 
500	 0.107456680338837 
501	 0.10751880734784 
502	 0.107862463053054 
503	 0.108076092922514 
504	 0.108234730811674 
505	 0.108354324765668 
506	 0.108392869536373 
507	 0.10858356319491 
508	 0.108819436774968 
509	 0.108958612588278 
510	 0.108942208529472 
511	 0.108943999741398 
512	 0.109037970980117 
513	 0.109219334083086 
514	 0.109341493622991 
515	 0.109413350977455 
516	 0.109459788581042 
517	 0.109500063574172 
518	 0.109464318621793 
519	 0.109435111140561 
520	 0.109524693638905 
521	 0.109747780017658 
522	 0.109808861313884 
523	 0.109688097958318 
524	 0.109665396558472 
525	 0.109831754192485 
526	 0.109945093158252 
527	 0.10986848184043 
528	 0.110062993450794 
529	 0.110189912929187 
530	 0.110222569663995 
531	 0.110326236975356 
532	 0.110313387478184 
