Wavelength	LMW_12_00005.asd
350	 0.122760610863531 
351	 0.115028453299467 
352	 0.107666438790337 
353	 0.109335321232066 
354	 0.115526031066591 
355	 0.110989465614524 
356	 0.104282844266725 
357	 0.106544492544426 
358	 0.114934903959561 
359	 0.110996580564128 
360	 0.103527718150756 
361	 0.114865092115342 
362	 0.110343882349921 
363	 0.106049714179291 
364	 0.110790837996424 
365	 0.112204245291688 
366	 0.117442090146823 
367	 0.119327534576137 
368	 0.112856371254426 
369	 0.11538621828184 
370	 0.119165922448909 
371	 0.121135147326061 
372	 0.12195191134431 
373	 0.123074674540717 
374	 0.122790541423246 
375	 0.12193875766022 
376	 0.12679088888749 
377	 0.127979903747018 
378	 0.127020648133402 
379	 0.127907782271825 
380	 0.130188919334189 
381	 0.130673217504642 
382	 0.131060284110932 
383	 0.135994376218197 
384	 0.137898157787374 
385	 0.137419498275472 
386	 0.136803897356948 
387	 0.138969423100343 
388	 0.14098529141677 
389	 0.142629061810949 
390	 0.144315885607993 
391	 0.145071144764552 
392	 0.146470205583374 
393	 0.149117732776892 
394	 0.152575596142985 
395	 0.154577010315243 
396	 0.155759511113191 
397	 0.157055828117413 
398	 0.158982835183617 
399	 0.159826482597659 
400	 0.161224434727458 
401	 0.164978191164462 
402	 0.166953821266933 
403	 0.167244318629379 
404	 0.167350581431415 
405	 0.169708177465467 
406	 0.171626800750869 
407	 0.173009342903879 
408	 0.173998384354874 
409	 0.173662496856028 
410	 0.174343447257416 
411	 0.176015347650978 
412	 0.177500392237533 
413	 0.17843028084803 
414	 0.179302742486634 
415	 0.180178626581074 
416	 0.180439810661814 
417	 0.180691112933388 
418	 0.181525795136362 
419	 0.182823009098087 
420	 0.182133897080928 
421	 0.181587939974263 
422	 0.181938219732009 
423	 0.182833444713802 
424	 0.182890884042001 
425	 0.18260432217004 
426	 0.182485510370358 
427	 0.182636836025007 
428	 0.182443650285746 
429	 0.181969257677037 
430	 0.181611322276328 
431	 0.182301194166394 
432	 0.182037719642833 
433	 0.181013438141956 
434	 0.181510967183597 
435	 0.181672976652757 
436	 0.181957951574682 
437	 0.18278113416636 
438	 0.183284689783067 
439	 0.183814794307758 
440	 0.184540435272173 
441	 0.185491009099409 
442	 0.186241268009761 
443	 0.187358968229546 
444	 0.188727429909807 
445	 0.189032303145472 
446	 0.190028054652364 
447	 0.191379464042282 
448	 0.192349392171523 
449	 0.193236874897364 
450	 0.19428960909069 
451	 0.195490929322002 
452	 0.196598648861476 
453	 0.197428527568245 
454	 0.198154019176111 
455	 0.198986524513731 
456	 0.200142111761503 
457	 0.200737907402022 
458	 0.201148805374432 
459	 0.202163167925184 
460	 0.202871314733736 
461	 0.203457023184006 
462	 0.20409766438752 
463	 0.204824074748036 
464	 0.205325845251365 
465	 0.205862688360584 
466	 0.206663366340246 
467	 0.207154107352817 
468	 0.207735360114832 
469	 0.208294228670691 
470	 0.208356676898398 
471	 0.208846033951235 
472	 0.20933635928565 
473	 0.209505805405655 
474	 0.209782435391351 
475	 0.210387376052793 
476	 0.211123643400967 
477	 0.211630660384075 
478	 0.211993034970184 
479	 0.212422110586357 
480	 0.212960267826949 
481	 0.213405614609731 
482	 0.213762218126978 
483	 0.214277316138313 
484	 0.215070200750321 
485	 0.215494409501645 
486	 0.215790952100555 
487	 0.216152711589617 
488	 0.216687875582835 
489	 0.217044096973504 
490	 0.217504232369343 
491	 0.218196773673849 
492	 0.218594810667206 
493	 0.219019999312976 
494	 0.219474653424388 
495	 0.219854456672422 
496	 0.220428803466292 
497	 0.220905365620969 
498	 0.221253825981338 
499	 0.221917392513971 
500	 0.222374156904496 
501	 0.222699121410937 
502	 0.22311723086368 
503	 0.223688864801904 
504	 0.22417656677929 
505	 0.224595309693173 
506	 0.22518253934847 
507	 0.225647960390341 
508	 0.226124989955204 
509	 0.226688368366184 
510	 0.227019463107082 
511	 0.227424919368285 
512	 0.227973837151212 
513	 0.228589436777774 
514	 0.229145011862543 
515	 0.22963725107784 
516	 0.230091815463097 
517	 0.23055552362715 
518	 0.230957640517938 
519	 0.231313895172279 
520	 0.23168122300248 
521	 0.232154809784874 
522	 0.232704979000846 
523	 0.233230907060966 
524	 0.233574559478153 
525	 0.234045714186209 
526	 0.234568313689193 
527	 0.235029996826572 
528	 0.235489016356416 
529	 0.236011860260707 
530	 0.236535879756428 
531	 0.236930406135806 
532	 0.23732320608858 
533	 0.237800037490118 
534	 0.238366887059864 
535	 0.238889820612791 
536	 0.239382293348227 
537	 0.239887598934466 
538	 0.240433524183256 
539	 0.240815490604858 
540	 0.241249398782281 
541	 0.241815688769046 
542	 0.242376783372725 
543	 0.242806253916059 
544	 0.243270556962381 
545	 0.243906850677022 
546	 0.244368914666284 
547	 0.244922527416177 
548	 0.245603991283704 
549	 0.246244333263064 
