Wavelength	LMW_2100007.asd
350	 8.74979114752138E-02 
351	 9.53867298385573E-02 
352	 9.55579912672479E-02 
353	 8.56974015926262E-02 
354	 0.091227738974167 
355	 9.28392570310562E-02 
356	 9.10351389052312E-02 
357	 9.20135485034567E-02 
358	 0.104840021182965 
359	 0.106842541714721 
360	 0.101306079767429 
361	 0.106372328783391 
362	 0.103782121173027 
363	 0.104851213445876 
364	 0.112511900892732 
365	 0.111586200438919 
366	 0.108924500353708 
367	 0.11015774162658 
368	 0.117172197105727 
369	 0.119736044033385 
370	 0.119816495208894 
371	 0.120562071609019 
372	 0.12496174012868 
373	 0.126992312372862 
374	 0.130298431006012 
375	 0.134933208125161 
376	 0.132397584024325 
377	 0.129539312337683 
378	 0.13123418155876 
379	 0.138425484056464 
380	 0.139903816578483 
381	 0.139092077188411 
382	 0.139484589373489 
383	 0.143511547905201 
384	 0.144696039061715 
385	 0.144931369229349 
386	 0.146192722308965 
387	 0.148329049291529 
388	 0.149805022021218 
389	 0.151598695783311 
390	 0.154506944558154 
391	 0.154415242434414 
392	 0.154995381717809 
393	 0.157811238899327 
394	 0.162040094648543 
395	 0.162483601114199 
396	 0.162923852181542 
397	 0.165885899306107 
398	 0.168065233778054 
399	 0.169907682772632 
400	 0.171690252636065 
401	 0.173449280598643 
402	 0.173622508251846 
403	 0.174722055528074 
404	 0.176597942351092 
405	 0.17638245595536 
406	 0.178004906013631 
407	 0.180041447589931 
408	 0.180843649197884 
409	 0.180978468327476 
410	 0.180079324089046 
411	 0.179935582905759 
412	 0.182454938293324 
413	 0.183200064848592 
414	 0.182862735813625 
415	 0.182568366991879 
416	 0.183321217998041 
417	 0.183749310684912 
418	 0.183842945490364 
419	 0.183961356040719 
420	 0.184585336108733 
421	 0.184334305351382 
422	 0.183834815543072 
423	 0.18471013170057 
424	 0.184359836804368 
425	 0.183605674383708 
426	 0.183160280390353 
427	 0.182717654556353 
428	 0.182213893385656 
429	 0.181933751259339 
430	 0.182096332500266 
431	 0.182009097769761 
432	 0.182112944582922 
433	 0.182482501793012 
434	 0.18278224460738 
435	 0.182151840181047 
436	 0.181937839278003 
437	 0.183003958647448 
438	 0.183792491152983 
439	 0.185418836784285 
440	 0.187820968511413 
441	 0.190260272535033 
442	 0.191751024482546 
443	 0.192900295112426 
444	 0.194119959918567 
445	 0.195275005245363 
446	 0.196009462057759 
447	 0.196733000237277 
448	 0.197779038825683 
449	 0.198132791379934 
450	 0.198724584070821 
451	 0.199501851172514 
452	 0.199599356790452 
453	 0.199829926168189 
454	 0.200070620139733 
455	 0.200217123082674 
456	 0.200617284599581 
457	 0.201138081472889 
458	 0.201581222882021 
459	 0.201733621907966 
460	 0.201560702849503 
461	 0.201469182478976 
462	 0.201571413720757 
463	 0.201511265320151 
464	 0.201869906532007 
465	 0.202407773773522 
466	 0.202693832178521 
467	 0.202498258333227 
468	 0.202500544581358 
469	 0.202800319930174 
470	 0.203000233303883 
471	 0.202929055722539 
472	 0.202857789071935 
473	 0.202950161151164 
474	 0.202898166142848 
475	 0.203134856425389 
476	 0.203323317670694 
477	 0.202966963570346 
478	 0.203044554336294 
479	 0.203155285673175 
480	 0.203073966140882 
481	 0.202976241706509 
482	 0.20322395437058 
483	 0.203504055856418 
484	 0.203469817867366 
485	 0.20349272564274 
486	 0.203373721898097 
487	 0.203219766091479 
488	 0.20336180720263 
489	 0.203304085032631 
490	 0.203259454258892 
491	 0.203376384047782 
492	 0.203343365199195 
493	 0.203253333534715 
494	 0.203138864223154 
495	 0.203024031000092 
496	 0.203051204509838 
497	 0.20296034367949 
498	 0.202734880908611 
499	 0.202771744831315 
500	 0.202805305286388 
501	 0.20275173060311 
502	 0.202590482362646 
503	 0.202327911056793 
504	 0.202068111838354 
505	 0.201937398186658 
506	 0.202053976666421 
507	 0.20197467273169 
508	 0.201819789603706 
509	 0.201727189743835 
510	 0.201548909943909 
511	 0.201457368082248 
512	 0.201419566542635 
513	 0.201299781574631 
514	 0.201114470947377 
515	 0.200927302514648 
516	 0.200787753891168 
517	 0.200722187306071 
518	 0.200565129331627 
519	 0.200372473044861 
520	 0.200242564109527 
521	 0.200056574285697 
522	 0.199946186997127 
