Wavelength	MM_3400005.asd
350	 5.19017340796339E-02 
351	 5.68532863909545E-02 
352	 5.54612265473875E-02 
353	 4.93622746973715E-02 
354	 5.41788935942601E-02 
355	 5.40273614485492E-02 
356	 5.06303993681052E-02 
357	 0.050068864035146 
358	 5.77022023616984E-02 
359	 5.78953117018428E-02 
360	 5.19281959250858E-02 
361	 5.13196534792908E-02 
362	 4.89436989001385E-02 
363	 4.68355883333098E-02 
364	 4.64842399883526E-02 
365	 4.67557249203007E-02 
366	 0.049056675843897 
367	 5.13074543662707E-02 
368	 5.19497765353653E-02 
369	 5.56866782550042E-02 
370	 5.46418541234626E-02 
371	 0.05198753056646 
372	 5.71897761538423E-02 
373	 5.90458997797786E-02 
374	 5.84794642012015E-02 
375	 5.75947834409436E-02 
376	 5.77086860851931E-02 
377	 0.055103980432394 
378	 5.28576778501781E-02 
379	 5.44794284124356E-02 
380	 5.68689979312233E-02 
381	 5.60577595904609E-02 
382	 5.49589370767557E-02 
383	 6.05032582599021E-02 
384	 6.15721221220306E-02 
385	 0.059813392719964 
386	 5.85418874186397E-02 
387	 6.07261948074622E-02 
388	 6.11416507234679E-02 
389	 6.05254726565367E-02 
390	 6.09327737561203E-02 
391	 6.05798875369637E-02 
392	 6.10217277583553E-02 
393	 6.28564919058377E-02 
394	 6.54942791997368E-02 
395	 6.36295612621729E-02 
396	 6.26874673044179E-02 
397	 6.55043187414189E-02 
398	 6.57712291015126E-02 
399	 6.51321419371153E-02 
400	 6.51338296982375E-02 
401	 6.66321483736085E-02 
402	 6.63680832235358E-02 
403	 6.56880118105967E-02 
404	 6.55054197501135E-02 
405	 6.59382783148424E-02 
406	 0.065354257982152 
407	 6.54925334194581E-02 
408	 0.066954560680578 
409	 6.57033363982437E-02 
410	 6.46831569835973E-02 
411	 6.43713180702318E-02 
412	 6.41730051621872E-02 
413	 6.48969544988434E-02 
414	 6.54483626915943E-02 
415	 6.53896354960085E-02 
416	 6.52930732101683E-02 
417	 6.50612483219561E-02 
418	 6.51102901247913E-02 
419	 6.56993559595899E-02 
420	 6.64052674592484E-02 
421	 6.59971914661805E-02 
422	 6.53136487231054E-02 
423	 6.62037661379942E-02 
424	 6.60569792430924E-02 
425	 6.60210588029961E-02 
426	 6.64302369386777E-02 
427	 6.51195476435769E-02 
428	 6.49785141257047E-02 
429	 6.53884265031332E-02 
430	 6.50328879601238E-02 
431	 6.52594450098656E-02 
432	 6.53004093920991E-02 
433	 6.50788658822486E-02 
434	 6.52417902547782E-02 
435	 6.55427879240279E-02 
436	 6.57024423998924E-02 
437	 0.065555617179354 
438	 6.51279512108785E-02 
439	 0.065416134298482 
440	 6.60161253083016E-02 
441	 6.59533796092043E-02 
442	 6.59511059658888E-02 
443	 6.59980734878227E-02 
444	 6.59903436766023E-02 
445	 6.57866249536359E-02 
446	 6.57216221628981E-02 
447	 6.57376106770645E-02 
448	 6.56815246136051E-02 
449	 6.54773669942982E-02 
450	 6.57105071577829E-02 
451	 6.60840813506232E-02 
452	 6.56329659590456E-02 
453	 6.54843955995207E-02 
454	 6.54503806345924E-02 
455	 6.53465400974061E-02 
456	 6.56070408269456E-02 
457	 6.58723474824387E-02 
458	 6.58166510570093E-02 
459	 6.52997953811721E-02 
460	 6.53610468057326E-02 
461	 0.065535941761073 
462	 6.54918597119159E-02 
463	 6.52715506453321E-02 
464	 0.065376592128892 
465	 6.55556734653523E-02 
466	 6.55112016438467E-02 
467	 6.57120616747197E-02 
468	 6.58329479244237E-02 
469	 6.57297183346623E-02 
470	 6.54410949947452E-02 
471	 6.51894684224596E-02 
472	 6.50488195929181E-02 
473	 6.50383018925262E-02 
474	 6.51548477668425E-02 
475	 6.52402964848196E-02 
476	 6.52597541843109E-02 
477	 6.52306767350671E-02 
478	 0.065032405668978 
479	 6.51258411104103E-02 
480	 6.54311869294918E-02 
481	 6.50582975465415E-02 
482	 0.065118310489989 
483	 6.53952205583896E-02 
484	 6.54151903923932E-02 
485	 6.52462152514071E-02 
486	 0.065141829648612 
487	 0.065126043867982 
488	 6.50432396055247E-02 
489	 6.51803720276613E-02 
490	 0.065405160205489 
491	 0.065509284282994 
492	 6.52637173306561E-02 
493	 6.49516554861171E-02 
494	 6.48690888526536E-02 
495	 6.52004818727253E-02 
