Wavelength	MM_3300009.asd
350	 4.35016467867535E-02 
351	 0.045194994446412 
352	 4.55267051119373E-02 
353	 4.14393121813292E-02 
354	 4.05297530918894E-02 
355	 4.28304465418525E-02 
356	 4.31070637076201E-02 
357	 3.90445016556523E-02 
358	 4.52261419423532E-02 
359	 4.57388488651463E-02 
360	 4.13636463404424E-02 
361	 4.29405069992439E-02 
362	 4.07474975963393E-02 
363	 3.73109449732364E-02 
364	 0.03558928512812 
365	 3.70581183324684E-02 
366	 3.41375429620552E-02 
367	 3.28859013372722E-02 
368	 3.87255408500468E-02 
369	 0.039938755570343 
370	 0.038360452127803 
371	 3.68304500421065E-02 
372	 3.82770895521717E-02 
373	 4.07901552183157E-02 
374	 4.14023326338022E-02 
375	 3.97896935656852E-02 
376	 4.02752811173569E-02 
377	 3.96248565015884E-02 
378	 3.99000841997611E-02 
379	 4.31220948236722E-02 
380	 4.51123899931918E-02 
381	 4.45313701433049E-02 
382	 4.26758195457552E-02 
383	 4.24724667987627E-02 
384	 4.11309524888207E-02 
385	 4.06186696154216E-02 
386	 4.20859019947058E-02 
387	 4.41389606744826E-02 
388	 4.49215920573763E-02 
389	 4.48986172974951E-02 
390	 4.52883563850212E-02 
391	 4.66673523525075E-02 
392	 4.70228254852733E-02 
393	 4.65887888031794E-02 
394	 4.74529900462301E-02 
395	 4.87511793418096E-02 
396	 4.96919551913099E-02 
397	 0.05011498521092 
398	 5.13200009616124E-02 
399	 5.11444298582839E-02 
400	 5.06796395924787E-02 
401	 5.18572923516652E-02 
402	 5.43181000560902E-02 
403	 5.50905268752041E-02 
404	 5.42526690758404E-02 
405	 5.49450795768299E-02 
406	 5.55677919304104E-02 
407	 5.57803194928569E-02 
408	 5.58292006066906E-02 
409	 5.69304302174527E-02 
410	 5.73762964532812E-02 
411	 5.77478922859847E-02 
412	 0.059287248834498 
413	 5.97362993357589E-02 
414	 5.97895514796197E-02 
415	 6.00651393613255E-02 
416	 6.07534430294567E-02 
417	 6.01720283581517E-02 
418	 5.98409618921509E-02 
419	 6.10436210361842E-02 
420	 6.17139435483465E-02 
421	 6.15771461383246E-02 
422	 0.061434554861343 
423	 6.24770316359938E-02 
424	 6.22323134621494E-02 
425	 6.19930277031864E-02 
426	 6.24000101451729E-02 
427	 6.19788436061044E-02 
428	 0.062162246954694 
429	 0.062669715274871 
430	 6.28152459531475E-02 
431	 6.27834248846176E-02 
432	 6.30355813965257E-02 
433	 6.34835040267973E-02 
434	 6.35433290973129E-02 
435	 6.39861154848302E-02 
436	 6.43433198376697E-02 
437	 6.42489576930638E-02 
438	 6.41521472831948E-02 
439	 6.45513746528457E-02 
440	 6.51314926896726E-02 
441	 6.52589888739705E-02 
442	 6.54348230139775E-02 
443	 6.57329644809084E-02 
444	 6.60679040586498E-02 
445	 0.066180799244136 
446	 6.63613257255209E-02 
447	 6.65864737173306E-02 
448	 0.066834356531482 
449	 6.75216942214945E-02 
450	 6.80946525756757E-02 
451	 6.83513556855927E-02 
452	 6.84229455853089E-02 
453	 0.068252908967367 
454	 6.83108194289141E-02 
455	 6.88053833337935E-02 
456	 6.91680831197705E-02 
457	 6.92889911670887E-02 
458	 6.93728058190443E-02 
459	 6.96932020298194E-02 
460	 6.97088708181157E-02 
461	 6.96686815523615E-02 
462	 6.97750198314086E-02 
463	 7.00640729636765E-02 
464	 7.04299273947081E-02 
465	 7.07178413260534E-02 
466	 7.08323084677414E-02 
467	 7.09445365976631E-02 
468	 7.10123625348788E-02 
469	 7.09827232380445E-02 
470	 7.08358792378041E-02 
471	 7.12339079842572E-02 
472	 7.14142920444207E-02 
473	 7.10230501257683E-02 
474	 7.12024169568053E-02 
475	 7.16721476101795E-02 
476	 7.19631337158744E-02 
477	 7.16912497191694E-02 
478	 7.19284363029011E-02 
479	 7.21623664775918E-02 
480	 7.21669750450209E-02 
481	 7.23055841674741E-02 
482	 7.23838087117594E-02 
483	 7.24171970043027E-02 
484	 7.24811281417822E-02 
485	 7.26891128398516E-02 
486	 7.26969745309365E-02 
487	 7.25921674444411E-02 
488	 7.27943297301156E-02 
489	 7.28604550729749E-02 
490	 7.30409843113069E-02 
491	 7.34158936377632E-02 
492	 0.073351283984757 
493	 7.32224206648966E-02 
494	 7.32288573672949E-02 
495	 7.34560220032375E-02 
496	 7.37728475059741E-02 
497	 7.38539281161412E-02 
498	 7.37006139544041E-02 
499	 7.38042272403905E-02 
500	 7.40063388292068E-02 
501	 7.40509540206005E-02 
502	 7.38249779082647E-02 
503	 7.39881457984737E-02 
504	 7.41378901572721E-02 
505	 7.41452365537763E-02 
506	 7.41675896912039E-02 
507	 7.43183862756603E-02 
508	 7.44910809861435E-02 
509	 7.45946055029265E-02 
510	 7.47244680786118E-02 
511	 0.074694900542846 
512	 7.46241575496555E-02 
513	 7.47491881971873E-02 
514	 7.47868460876489E-02 
515	 0.074751253342726 
516	 7.47392384267239E-02 
517	 0.074941084440781 
518	 7.50767151292733E-02 
519	 7.50686074687421E-02 
520	 7.49712176147128E-02 
521	 7.51067575927541E-02 
522	 7.52778868554758E-02 
523	 7.53834811427958E-02 
524	 7.54564891288019E-02 
525	 7.55376082613312E-02 
526	 0.075616708518306 
527	 7.56748572911078E-02 
528	 7.57099418787696E-02 
529	 7.56945012707049E-02 
530	 7.57146214780185E-02 
531	 7.58974896750277E-02 
532	 0.075907868757045 
