Wavelength	LMW_13_a00009.asd
350	 4.54458334188197E-02 
351	 5.46907718245108E-02 
352	 5.32888505712281E-02 
353	 3.91882536467701E-02 
354	 4.47718350799993E-02 
355	 4.91678289375291E-02 
356	 4.91239458861008E-02 
357	 4.70711863634874E-02 
358	 4.93372331976654E-02 
359	 4.54352547206768E-02 
360	 3.94309915087303E-02 
361	 0.043260281219205 
362	 4.38199948202923E-02 
363	 4.23109168588496E-02 
364	 4.09236719066618E-02 
365	 4.03104509866711E-02 
366	 4.07656769849829E-02 
367	 4.19387581713357E-02 
368	 4.33098895316978E-02 
369	 4.47308418059379E-02 
370	 4.54213246937462E-02 
371	 4.59626323692256E-02 
372	 4.73401250975159E-02 
373	 4.37162361585278E-02 
374	 4.32010711751961E-02 
375	 4.81886881045624E-02 
376	 4.86110758920031E-02 
377	 0.045211760727797 
378	 4.35418232638808E-02 
379	 4.73645306790185E-02 
380	 4.62440052363733E-02 
381	 4.28660759685065E-02 
382	 4.22365006914879E-02 
383	 4.92665257977735E-02 
384	 5.00411642264401E-02 
385	 0.047435767685027 
386	 4.61983147001241E-02 
387	 0.050075970635183 
388	 5.14925966293268E-02 
389	 5.12129914867543E-02 
390	 0.051849842361718 
391	 5.04689601477837E-02 
392	 5.05944658719352E-02 
393	 5.27077038640208E-02 
394	 5.45066730990141E-02 
395	 5.48651105443342E-02 
396	 5.55593713621165E-02 
397	 5.71729426796434E-02 
398	 5.63866245930242E-02 
399	 5.73134837707973E-02 
400	 5.96156911357182E-02 
401	 6.11126814640842E-02 
402	 0.059425362559339 
403	 5.91261193464028E-02 
404	 0.061092246281814 
405	 0.062169435759164 
406	 6.31447633984121E-02 
407	 6.38616703201627E-02 
408	 6.39660501453865E-02 
409	 6.26789009657574E-02 
410	 6.22395808672291E-02 
411	 6.29145704493906E-02 
412	 6.38536618823454E-02 
413	 6.39422726981525E-02 
414	 6.36754706611475E-02 
415	 0.063397522272663 
416	 6.30472491083021E-02 
417	 6.24439304792847E-02 
418	 6.22316026254112E-02 
419	 6.25714810075005E-02 
420	 6.13231187887301E-02 
421	 6.03341258135265E-02 
422	 0.060096833829196 
423	 6.01082118300555E-02 
424	 0.05971442260396 
425	 5.92355259409477E-02 
426	 5.88207228268025E-02 
427	 0.057991543467631 
428	 5.76190108240457E-02 
429	 5.75882607283826E-02 
430	 5.74587722340816E-02 
431	 5.68866882556249E-02 
432	 0.056799431850361 
433	 5.73232913047937E-02 
434	 5.77757550387237E-02 
435	 5.78064744591731E-02 
436	 5.82664027362245E-02 
437	 5.94716918341141E-02 
438	 5.96347840942672E-02 
439	 6.04326033800915E-02 
440	 6.17491060964804E-02 
441	 6.26772204198225E-02 
442	 0.063818422246289 
443	 6.48419729264658E-02 
444	 6.56197303591591E-02 
445	 6.64350602460611E-02 
446	 0.067421795600271 
447	 6.85012483045844E-02 
448	 6.95354498269465E-02 
449	 7.04763942766166E-02 
450	 7.14279839821634E-02 
451	 7.24897496612948E-02 
452	 7.37318031781282E-02 
453	 7.48449758581999E-02 
454	 7.57180098484224E-02 
455	 7.64626162996778E-02 
456	 7.76872871539214E-02 
457	 7.84560509242073E-02 
458	 7.90036891047254E-02 
459	 8.00031408777535E-02 
460	 0.081004686732875 
461	 8.18982675282988E-02 
462	 8.26496811366133E-02 
463	 8.32710749279419E-02 
464	 8.42465651445279E-02 
465	 0.085367862975851 
466	 8.62852077027189E-02 
467	 8.69479598052251E-02 
468	 8.76479356307314E-02 
469	 8.85388683940972E-02 
470	 8.96190529402866E-02 
471	 9.04948246957702E-02 
472	 9.11433144187618E-02 
473	 9.17033124761604E-02 
474	 9.25162629199337E-02 
475	 9.33190063687006E-02 
476	 9.39951666230044E-02 
477	 9.45421691671562E-02 
478	 9.52888092606919E-02 
479	 9.60273493678151E-02 
480	 9.66796475171597E-02 
481	 9.74144386881144E-02 
482	 9.80972673293163E-02 
483	 9.86908091482944E-02 
484	 9.92046321412318E-02 
485	 9.97308475029883E-02 
486	 0.100119289264356 
487	 0.100423766891057 
488	 0.100868408290246 
489	 0.101518806499817 
490	 0.102127093410827 
491	 0.102507643567794 
492	 0.102756013881185 
493	 0.102887483992209 
494	 0.103089888122864 
495	 0.103557716241632 
496	 0.103939542534414 
497	 0.104108077673135 
498	 0.104165326326881 
499	 0.104509829474761 
500	 0.104826500483326 
501	 0.105082335844491 
502	 0.105317613494084 
503	 0.105535241399849 
504	 0.105625885743018 
505	 0.105662484697494 
506	 0.105872072052321 
507	 0.106123656413166 
508	 0.106237403032962 
509	 0.106185064114802 
510	 0.106362672081202 
511	 0.106510415723843 
512	 0.106595205519776 
513	 0.106692446382897 
514	 0.106694264498879 
515	 0.106756059715761 
516	 0.106914430478723 
517	 0.106961973150356 
518	 0.10698135845691 
519	 0.106949295837059 
520	 0.106861184522811 
521	 0.106954510696185 
522	 0.107091300398219 
523	 0.107177881870402 
524	 0.107193356954661 
525	 0.107277181440595 
526	 0.107363218508775 
527	 0.107393640859522 
528	 0.107497764932561 
529	 0.107566737370079 
530	 0.107600565755658 
531	 0.107669443351936 
532	 0.107754364831768 
533	 0.107890357047115 
534	 0.10803380673759 
535	 0.107939202757055 
536	 0.10793880032341 
537	 0.108063026541353 
538	 0.108208808025924 
539	 0.108264175917179 
540	 0.10835020988763 
541	 0.108520053474571 
542	 0.108714908812162 
543	 0.108825952325465 
544	 0.108893534539885 
545	 0.109002769733609 
546	 0.109234588554851 
547	 0.109393852146333 
548	 0.10947848460758 
549	 0.109647198218427 
550	 0.10975302449195 
551	 0.109823658834532 
552	 0.109936702488725 
553	 0.11023875847555 
554	 0.110431325603713 
555	 0.110555657792964 
556	 0.110805254840933 
557	 0.11096473398254 
558	 0.111131499495101 
559	 0.111381158045514 
560	 0.11169986499195 
561	 0.111969652851443 
562	 0.112242732451914 
563	 0.112588175503975 
564	 0.112801284057369 
565	 0.113032279602585 
566	 0.113351114071817 
567	 0.113713892277298 
568	 0.114078804397325 
569	 0.11440343249243 
570	 0.114675116680572 
571	 0.114959622259276 
572	 0.115277613040134 
573	 0.115664822337701 
574	 0.116148532895184 
575	 0.116531668348296 
576	 0.11693176311919 
577	 0.1174283782349 
578	 0.117903889600146 
579	 0.118420900061047 
580	 0.118960182496126 
581	 0.119477290237012 
582	 0.120016340830006 
583	 0.120468391620541 
584	 0.120816188045526 
585	 0.121187375938076 
586	 0.121592561588304 
587	 0.122063012607081 
588	 0.122625864323034 
589	 0.123319590153787 
590	 0.123918291450343 
591	 0.124394479618673 
592	 0.124908367849755 
593	 0.125391085728499 
594	 0.125936543676362 
595	 0.126617752733324 
596	 0.127411251148945 
597	 0.128084272748046 
598	 0.128620793730469 
599	 0.129129692601271 
600	 0.129594452948179 
601	 0.130000642743031 
602	 0.130373364640641 
603	 0.130810836406443 
604	 0.1313102388952 
605	 0.131850051024307 
606	 0.132397635821707 
607	 0.132931317940361 
608	 0.133463041378214 
609	 0.1339578091175 
610	 0.134329674309253 
611	 0.1347062815547 
612	 0.135090265081773 
613	 0.135458287610237 
614	 0.135823424023784 
615	 0.136123290462613 
616	 0.136384291987607 
617	 0.136691715647768 
618	 0.137063967444825 
619	 0.137353598879145 
620	 0.137508602637316 
621	 0.137718920559808 
622	 0.138022835337989 
623	 0.138338911830791 
624	 0.13856081217438 
625	 0.138841491773509 
626	 0.139096579889966 
627	 0.139304215806363 
628	 0.139547532641377 
629	 0.139786233829132 
630	 0.139988183810871 
631	 0.140152117784403 
632	 0.140388035046851 
