Wavelength	LMW_13_a00004.asd
350	 4.89569096254218E-02 
351	 4.39006869715996E-02 
352	 4.24480360628801E-02 
353	 4.30979781574291E-02 
354	 4.50072354770988E-02 
355	 0.042292344719544 
356	 4.27488565130259E-02 
357	 5.13383823258518E-02 
358	 4.93587379700594E-02 
359	 4.45785104609735E-02 
360	 4.27069989125013E-02 
361	 4.62422720228874E-02 
362	 4.44701467061549E-02 
363	 4.08482131835025E-02 
364	 3.88038646609147E-02 
365	 3.85979465988584E-02 
366	 4.02294550277441E-02 
367	 4.16701661389439E-02 
368	 4.17597772062322E-02 
369	 4.52923384804311E-02 
370	 4.46131069993262E-02 
371	 4.17217675034411E-02 
372	 4.43993273930764E-02 
373	 4.39874976125147E-02 
374	 4.40979933069601E-02 
375	 4.66286846251063E-02 
376	 4.80704368413075E-02 
377	 4.57692300494485E-02 
378	 4.41076391360518E-02 
379	 4.69591786627612E-02 
380	 4.63094306057409E-02 
381	 4.59567722954431E-02 
382	 4.70728850856474E-02 
383	 4.83700757347531E-02 
384	 4.74224472450444E-02 
385	 4.69008577740391E-02 
386	 4.80605933905486E-02 
387	 4.78579320213048E-02 
388	 5.09339096555423E-02 
389	 5.31713765490369E-02 
390	 5.01416659765419E-02 
391	 4.94142111438597E-02 
392	 0.050550642128984 
393	 5.30051367702495E-02 
394	 0.056292514141133 
395	 5.67446526154227E-02 
396	 5.63090548687437E-02 
397	 5.69704327649963E-02 
398	 5.88139083047034E-02 
399	 6.00611029652448E-02 
400	 6.04660142341284E-02 
401	 6.05901556263732E-02 
402	 6.19022004967794E-02 
403	 6.17280122814601E-02 
404	 0.060516351401304 
405	 6.18860528431206E-02 
406	 6.31422532466251E-02 
407	 0.064240437470835 
408	 6.52199729650306E-02 
409	 6.49069024899968E-02 
410	 6.41601482028862E-02 
411	 6.39438125026209E-02 
412	 6.48849578647146E-02 
413	 6.51278380763383E-02 
414	 6.48989429905562E-02 
415	 6.44394547820801E-02 
416	 6.37144363619349E-02 
417	 6.35284771244024E-02 
418	 6.37387074485179E-02 
419	 6.38254041961006E-02 
420	 6.28938491119989E-02 
421	 6.18504067327943E-02 
422	 6.14443558467208E-02 
423	 6.20526752384573E-02 
424	 6.16569074383083E-02 
425	 6.04856880899789E-02 
426	 5.92812029510781E-02 
427	 5.91439933679744E-02 
428	 5.89582816063945E-02 
429	 5.84290819570288E-02 
430	 5.77524481126176E-02 
431	 0.058168179183161 
432	 0.058182421618946 
433	 5.78439074163184E-02 
434	 5.87051219917267E-02 
435	 5.93369847274264E-02 
436	 0.059849972454348 
437	 6.04413646231062E-02 
438	 0.060592097014671 
439	 0.061651420243472 
440	 6.32919947051428E-02 
441	 0.064402134549319 
442	 6.50276943352443E-02 
443	 0.065905500828322 
444	 6.72164098757075E-02 
445	 6.82330765135769E-02 
446	 6.89811348432819E-02 
447	 6.97621767922514E-02 
448	 7.08497354762797E-02 
449	 7.19693802253334E-02 
450	 7.32023701944628E-02 
451	 7.44257706966398E-02 
452	 7.53683152197065E-02 
453	 7.63261607912592E-02 
454	 7.72773511173413E-02 
455	 7.82179482469123E-02 
456	 7.93660309339255E-02 
457	 8.03606427981694E-02 
458	 8.12291693846538E-02 
459	 8.21424504388875E-02 
460	 8.28574053206375E-02 
461	 8.34799498590304E-02 
462	 8.42198843039826E-02 
463	 8.53897241744454E-02 
464	 8.64176985095669E-02 
465	 8.74836542712281E-02 
466	 8.87541117163457E-02 
467	 0.089447393687466 
468	 9.01689111923574E-02 
469	 0.091034851900038 
470	 9.17607002567199E-02 
471	 9.27281956561236E-02 
472	 0.093536024445334 
473	 9.40517787389795E-02 
474	 9.51064419229955E-02 
475	 9.59468059432319E-02 
476	 9.65318822708021E-02 
477	 9.71335401175171E-02 
478	 9.78334131837869E-02 
479	 9.85793670599366E-02 
480	 9.92790023552413E-02 
481	 9.98010935344516E-02 
482	 0.100532930356727 
483	 0.101344827590835 
484	 0.101998695020405 
485	 0.102459496472954 
486	 0.102926358893192 
487	 0.103420988909528 
488	 0.103822214986652 
489	 0.104271721851707 
490	 0.104701688221569 
491	 0.105034552487815 
492	 0.105225385916423 
493	 0.105591377666572 
494	 0.106113593159322 
495	 0.106601220378279 
496	 0.106974414145148 
497	 0.107212895190182 
498	 0.107377535733414 
499	 0.107630463386642 
500	 0.107902341563523 
501	 0.108091206623911 
502	 0.108152247065627 
503	 0.108323510768586 
504	 0.10856903569433 
505	 0.10879960174856 
506	 0.108901026658233 
507	 0.109091536582597 
508	 0.109264296056352 
509	 0.109320214762069 
510	 0.10934062023046 
511	 0.109409171908555 
512	 0.109512595577363 
513	 0.10958691479527 
514	 0.109644555325119 
515	 0.109779235864176 
516	 0.109959078752216 
517	 0.109911955413379 
518	 0.109990246372986 
519	 0.110138435348474 
520	 0.110196454437495 
521	 0.110218984014233 
522	 0.110224657333471 
523	 0.110257687472098 
524	 0.110385586473005 
525	 0.110387676594237 
526	 0.110355496444398 
527	 0.110407029232916 
528	 0.110513010451358 
529	 0.110594603454961 
530	 0.110663908095094 
531	 0.11078018313281 
532	 0.110770227021947 
533	 0.110834662423411 
534	 0.111030423510539 
535	 0.111000517752926 
536	 0.110979110817383 
537	 0.111048218632431 
538	 0.111212647694236 
539	 0.111370961250656 
540	 0.111478334845539 
541	 0.111555229791722 
542	 0.111698018294452 
543	 0.111833906449828 
544	 0.111954105677033 
545	 0.112079533827438 
546	 0.112289078832511 
547	 0.112432170879935 
548	 0.112517415096971 
549	 0.112685555160659 
550	 0.112831293239461 
551	 0.112923182670732 
552	 0.11301327585214 
553	 0.113361246914892 
554	 0.113572337621228 
555	 0.113678825434189 
556	 0.113910992649069 
557	 0.114053759549523 
558	 0.11422458585288 
559	 0.114502422915896 
560	 0.114843838235152 
561	 0.115192436059502 
562	 0.115492086746944 
563	 0.115717228459417 
564	 0.11597924533395 
565	 0.116209790891377 
566	 0.116471701374164 
567	 0.11697792382248 
568	 0.117409446243514 
569	 0.117731572540637 
570	 0.11798619950023 
571	 0.11819368799579 
572	 0.118492679187434 
573	 0.118922448682734 
574	 0.119430012946403 
575	 0.119798704277926 
576	 0.12019337520511 
577	 0.120708561806071 
578	 0.121133603201303 
579	 0.12167055676935 
580	 0.122283942156913 
581	 0.122848480582556 
582	 0.123403987022227 
583	 0.123842484755318 
584	 0.124172263723763 
585	 0.124578796107231 
586	 0.125027693999491 
587	 0.125509062730601 
588	 0.126028616186327 
589	 0.126670790979988 
590	 0.127278620256362 
591	 0.127805008195457 
592	 0.128315543105094 
593	 0.128828466554866 
594	 0.129454440525162 
595	 0.130218835659744 
596	 0.130898775457236 
597	 0.131545448165662 
598	 0.132147729453857 
599	 0.132673066793617 
600	 0.133151919619361 
601	 0.133562515037346 
602	 0.133930370022149 
603	 0.134375449179098 
604	 0.134908799664247 
605	 0.135448288682397 
606	 0.135916991733957 
607	 0.136493249299014 
608	 0.13705283448314 
609	 0.137533543284449 
610	 0.137965707603532 
611	 0.138295924527435 
612	 0.138646853935968 
613	 0.139091822097454 
614	 0.139405637745316 
615	 0.139658542495541 
616	 0.139936101422989 
617	 0.140316225019076 
618	 0.140677009928838 
619	 0.140952842194832 
620	 0.14115638544489 
621	 0.141443794766527 
622	 0.141736163406812 
623	 0.142001066976969 
624	 0.14222608336772 
625	 0.142414353662178 
626	 0.142671582313912 
627	 0.142986703103967 
628	 0.143186717037841 
629	 0.143409145311741 
630	 0.143618935700926 
631	 0.143772068162061 
632	 0.14396203759541 
633	 0.144226296179797 
634	 0.144467237738059 
635	 0.144508794618354 
636	 0.144738596390576 
637	 0.145040306856229 
638	 0.145265669279405 
639	 0.145407456692942 
640	 0.145585192669929 
641	 0.145790047617806 
