Wavelength	MM_3500005.asd
350	 3.29517934423022E-02 
351	 3.98172093430171E-02 
352	 3.92506005081305E-02 
353	 2.78795675669939E-02 
354	 2.42709636144291E-02 
355	 3.23994221296931E-02 
356	 3.93549195688029E-02 
357	 3.51187562590657E-02 
358	 3.83069857412955E-02 
359	 3.45099164526015E-02 
360	 2.81410769299414E-02 
361	 0.033844665309385 
362	 3.30813149777783E-02 
363	 3.12658199831023E-02 
364	 3.16285364254145E-02 
365	 2.89026142911703E-02 
366	 3.21132821347611E-02 
367	 3.45309825831517E-02 
368	 0.030266301490452 
369	 3.42768706828817E-02 
370	 3.47369305666792E-02 
371	 3.22598664836858E-02 
372	 3.53944714396616E-02 
373	 3.54727131465737E-02 
374	 3.51064084351461E-02 
375	 3.57671985724499E-02 
376	 3.43470033440708E-02 
377	 3.31329109266273E-02 
378	 3.40114275919464E-02 
379	 3.72250370717415E-02 
380	 0.037435258626048 
381	 3.63929278837808E-02 
382	 3.62486661319946E-02 
383	 3.86587224362566E-02 
384	 3.75476037211358E-02 
385	 3.62848414688414E-02 
386	 3.74401198253173E-02 
387	 0.039768041257636 
388	 0.039189824604865 
389	 3.72891454683909E-02 
390	 3.72653021320074E-02 
391	 3.97731379162856E-02 
392	 4.28838511128324E-02 
393	 4.51574835512587E-02 
394	 4.58366360323454E-02 
395	 4.42862186639575E-02 
396	 4.42601213021053E-02 
397	 4.71290843790657E-02 
398	 4.80001869379985E-02 
399	 4.79826661950946E-02 
400	 4.78191551162412E-02 
401	 4.81056181984375E-02 
402	 4.87306161711301E-02 
403	 4.93255746870287E-02 
404	 4.95844380731632E-02 
405	 0.049339568224854 
406	 5.08902177197204E-02 
407	 5.25107406346184E-02 
408	 5.25385569512418E-02 
409	 5.12218389991163E-02 
410	 5.14726377628285E-02 
411	 0.05288087708275 
412	 5.36433779648356E-02 
413	 5.48743015371657E-02 
414	 5.49612364821161E-02 
415	 5.38185927109409E-02 
416	 5.34647959752937E-02 
417	 5.42814116535589E-02 
418	 0.055181377796874 
419	 5.51859153471585E-02 
420	 5.50783600467026E-02 
421	 5.46530709075717E-02 
422	 5.44619005312346E-02 
423	 5.52951873602277E-02 
424	 5.49812576919855E-02 
425	 5.45638906127885E-02 
426	 5.47310446914071E-02 
427	 5.48483615927055E-02 
428	 0.054217394200011 
429	 5.36030730024957E-02 
430	 5.38759056179239E-02 
431	 5.38701355599452E-02 
432	 0.05351598297759 
433	 5.31240412339424E-02 
434	 5.32608885940693E-02 
435	 5.31328894606565E-02 
436	 5.31773475420746E-02 
437	 5.36429008330748E-02 
438	 5.36376765612828E-02 
439	 5.38100718646965E-02 
440	 5.41739832962035E-02 
441	 5.44409269361381E-02 
442	 5.45898849956693E-02 
443	 5.50426723705392E-02 
444	 5.56924103657448E-02 
445	 5.55690734120427E-02 
446	 5.57843649268403E-02 
447	 5.62211164659489E-02 
448	 5.65185721454014E-02 
449	 5.68901138627842E-02 
450	 5.73602495493912E-02 
451	 5.78005388058154E-02 
452	 5.79890917054415E-02 
453	 5.83484724327439E-02 
454	 5.85192193328476E-02 
455	 5.83903213063241E-02 
456	 5.88258941901458E-02 
457	 5.89861829300211E-02 
458	 5.89802127767043E-02 
459	 5.92546430042925E-02 
460	 5.93032584860843E-02 
461	 5.94046718423292E-02 
462	 5.96236484028275E-02 
463	 5.96309587329382E-02 
464	 5.96921584055141E-02 
465	 5.98541856065706E-02 
466	 0.060073263094019 
467	 6.02112105690793E-02 
468	 0.060357216506234 
469	 6.04778738720185E-02 
470	 6.04557045375437E-02 
471	 6.05510013639493E-02 
472	 6.05276693741173E-02 
473	 6.03147765439271E-02 
474	 6.04198506560206E-02 
475	 6.06221851877219E-02 
476	 6.07735043204205E-02 
477	 6.07831012965307E-02 
478	 6.08018211371081E-02 
479	 6.08498100104779E-02 
480	 6.09232769658931E-02 
481	 6.10025734735529E-02 
482	 6.11567169956096E-02 
483	 6.12476175763115E-02 
484	 6.11973473336445E-02 
485	 6.14277406146522E-02 
486	 6.14460456193141E-02 
487	 6.12655040371546E-02 
488	 6.13168855278126E-02 
489	 6.14015840109532E-02 
490	 0.061513637946918 
491	 6.16140047086896E-02 
492	 6.14858148284458E-02 
493	 6.14758316592034E-02 
494	 6.14965364252911E-02 
495	 6.13352025376031E-02 
