Wavelength	MM_3500003.asd
350	 4.36558571696485E-02 
351	 5.08665531955969E-02 
352	 4.48680902108595E-02 
353	 2.74178852596923E-02 
354	 2.85688520948626E-02 
355	 3.80170967322095E-02 
356	 4.17527557813805E-02 
357	 3.38190437636271E-02 
358	 4.20202845007274E-02 
359	 4.16655753180533E-02 
360	 3.35068702284349E-02 
361	 0.034097389731065 
362	 3.27087950968498E-02 
363	 3.44066364418147E-02 
364	 3.88971820444827E-02 
365	 3.45963293659949E-02 
366	 3.28951895649706E-02 
367	 0.035524755068186 
368	 3.96322847305975E-02 
369	 3.65115363710867E-02 
370	 3.42232234074596E-02 
371	 3.47675907461394E-02 
372	 3.55349596383278E-02 
373	 3.61428140180536E-02 
374	 3.50832922628898E-02 
375	 3.35543021615467E-02 
376	 3.78879441173496E-02 
377	 3.74497294405017E-02 
378	 3.57460192350773E-02 
379	 3.80035916072241E-02 
380	 3.75804483837196E-02 
381	 3.63526469886681E-02 
382	 3.62396979635128E-02 
383	 3.84424280569444E-02 
384	 3.72652510787706E-02 
385	 3.68279620192738E-02 
386	 3.91426505940128E-02 
387	 3.95910365732755E-02 
388	 0.039799320472058 
389	 4.06615976348267E-02 
390	 4.21778264810977E-02 
391	 4.10068140510476E-02 
392	 4.01126364534401E-02 
393	 0.04143645957808 
394	 4.53539272358023E-02 
395	 4.59854957161763E-02 
396	 4.49653846114136E-02 
397	 4.46486447426483E-02 
398	 4.61258263482014E-02 
399	 4.74784471334727E-02 
400	 4.84730121982841E-02 
401	 4.94265333491317E-02 
402	 5.00462800698161E-02 
403	 0.049068371582361 
404	 4.76586275484342E-02 
405	 4.92386185374897E-02 
406	 5.16316099971224E-02 
407	 5.34122258947052E-02 
408	 5.36725125657337E-02 
409	 5.19413342505453E-02 
410	 5.18037824756263E-02 
411	 5.30867131528091E-02 
412	 0.053896174979744 
413	 5.44440938114111E-02 
414	 5.48082042293911E-02 
415	 5.49119535404335E-02 
416	 5.44282322604356E-02 
417	 5.52508367198808E-02 
418	 5.58313900269723E-02 
419	 5.48844284468847E-02 
420	 5.49425201118805E-02 
421	 5.47280490942478E-02 
422	 5.45453028334824E-02 
423	 5.55113153584363E-02 
424	 0.055645464268883 
425	 5.52615327256316E-02 
426	 5.48822034787487E-02 
427	 5.48962950816642E-02 
428	 0.054038197122261 
429	 5.34239207265383E-02 
430	 5.42152467920573E-02 
431	 0.053859484531245 
432	 5.30876500510234E-02 
433	 5.26475475130135E-02 
434	 5.30649848138291E-02 
435	 5.31025908153125E-02 
436	 5.30863756950526E-02 
437	 5.33807181225102E-02 
438	 5.36380251509254E-02 
439	 0.053623769188075 
440	 5.36595783670675E-02 
441	 5.42207552833876E-02 
442	 5.45279044751815E-02 
443	 5.48824503557378E-02 
444	 5.53610289010868E-02 
445	 5.55264288385164E-02 
446	 5.59851140630451E-02 
447	 5.64240620701566E-02 
448	 5.64775939453026E-02 
449	 5.66859916852253E-02 
450	 5.72293813488948E-02 
451	 0.057885557405575 
452	 5.81310569328213E-02 
453	 5.80815294403834E-02 
454	 5.81094695842178E-02 
455	 5.84320330470085E-02 
456	 5.88493593693032E-02 
457	 5.87855849829009E-02 
458	 5.86865870393468E-02 
459	 5.92551728645542E-02 
460	 5.91998968736826E-02 
461	 5.91230301852122E-02 
462	 0.059331750544408 
463	 5.94801221130419E-02 
464	 5.97807995351608E-02 
465	 6.00123349940831E-02 
466	 5.99768473786202E-02 
467	 6.00235899480938E-02 
468	 6.01631983544424E-02 
469	 6.02935700248807E-02 
470	 6.02433327575794E-02 
471	 6.01303861496791E-02 
472	 6.01419474150032E-02 
473	 6.03389299152196E-02 
474	 6.04762322649306E-02 
475	 6.06634686174247E-02 
476	 6.07714691619117E-02 
477	 6.06435687316813E-02 
478	 6.06592794426863E-02 
479	 6.07829783569907E-02 
480	 6.08634249277364E-02 
481	 6.06339201704716E-02 
482	 6.08885060358251E-02 
483	 6.11983168267816E-02 
484	 6.10444163233844E-02 
485	 0.061025944165799 
486	 0.060910421728292 
487	 6.07579186848264E-02 
488	 6.08633770132774E-02 
489	 6.10287080726323E-02 
490	 6.11905834523247E-02 
491	 0.061298174230614 
492	 6.12552411577271E-02 
493	 6.12477181273764E-02 
494	 6.12895399290959E-02 
495	 6.13279731411075E-02 
496	 6.15173588873993E-02 
497	 6.15420812296515E-02 
498	 6.13760720145765E-02 
499	 6.14781618137651E-02 
500	 0.061594682058722 
501	 6.15967834365756E-02 
502	 6.14767731492775E-02 
503	 6.15912054185391E-02 
504	 6.17626708268961E-02 
505	 6.18165402764907E-02 
506	 6.16247159715293E-02 
507	 6.16205500399524E-02 
508	 6.17437538847076E-02 
509	 0.061840798139152 
510	 6.17718526674382E-02 
511	 6.18703038422696E-02 
512	 6.19602291346685E-02 
513	 6.16902023015018E-02 
514	 6.17798517454929E-02 
515	 6.19237970423738E-02 
516	 6.19475094952115E-02 
517	 6.21100907905351E-02 
518	 6.21834269263519E-02 
519	 6.21316576115583E-02 
520	 6.20201272473863E-02 
521	 6.20597512765904E-02 
522	 6.21759196902323E-02 
523	 0.062242668538241 
524	 6.21078917444747E-02 
525	 6.21007282940895E-02 
526	 6.20968906140228E-02 
527	 6.19892748487343E-02 
528	 6.20649900809165E-02 
529	 6.21647761597503E-02 
530	 6.22351853025279E-02 
531	 6.22921400878172E-02 
532	 6.22712191082658E-02 
533	 6.23005210934848E-02 
534	 6.24309612443036E-02 
535	 6.25094273830142E-02 
536	 6.25236712994046E-02 
537	 6.25586144164703E-02 
538	 6.27026483599258E-02 
539	 6.27679777976688E-02 
540	 6.27059655438775E-02 
541	 6.26201016634997E-02 
542	 6.27965593130101E-02 
543	 6.29237582147823E-02 
544	 6.29984646104148E-02 
545	 6.30828907371708E-02 
546	 6.31416693358016E-02 
547	 0.06317757173208 
548	 6.32249507795342E-02 
549	 6.33374201512232E-02 
550	 6.34239487862653E-02 
551	 6.35000497092261E-02 
552	 6.36078641876928E-02 
553	 6.38212044783858E-02 
554	 6.39496102283787E-02 
555	 0.064017890310935 
556	 6.41575135735035E-02 
557	 6.43150871693778E-02 
558	 6.45431713460221E-02 
559	 6.48206965157573E-02 
560	 6.49757091736556E-02 
561	 6.51674991801471E-02 
562	 6.54065356858658E-02 
563	 6.56517776024579E-02 
564	 6.58832193571507E-02 
565	 6.60892873308536E-02 
566	 6.63001363106066E-02 
567	 6.65884317921716E-02 
568	 6.69183414980678E-02 
569	 6.72615650355874E-02 
570	 6.76066918302275E-02 
571	 6.79987604885337E-02 
572	 6.83963180749208E-02 
573	 6.88110643034522E-02 
574	 6.92794557772205E-02 
575	 6.96251464577737E-02 
576	 7.00060002140445E-02 
577	 7.05092930931523E-02 
578	 7.09550119863686E-02 
579	 7.13983458070199E-02 
580	 7.18313734587906E-02 
581	 7.22441986313123E-02 
582	 7.27728493100414E-02 
583	 7.32720500221038E-02 
584	 7.37175455861737E-02 
585	 7.42918780172609E-02 
586	 7.49036797318084E-02 
587	 7.54938466198346E-02 
588	 7.60369100477182E-02 
589	 0.076619325186789 
590	 7.72505973333843E-02 
591	 7.78895949997164E-02 
592	 7.84592007558245E-02 
593	 7.90129888921769E-02 
594	 7.96496735813864E-02 
595	 0.080372768060867 
596	 8.09148337303301E-02 
597	 0.08144243493326 
598	 8.19799349180016E-02 
599	 8.24820868008356E-02 
600	 8.29707153779675E-02 
601	 8.34452373237366E-02 
602	 8.39064201791325E-02 
603	 8.43647291995775E-02 
604	 8.48235756222561E-02 
605	 8.52660077816103E-02 
606	 8.56779623000807E-02 
607	 8.61035691170118E-02 
608	 0.086521911245748 
609	 8.69396927033586E-02 
610	 8.73967644970512E-02 
611	 8.77437131605054E-02 
612	 8.80652462055882E-02 
613	 8.84398999412158E-02 
614	 8.87268761239181E-02 
615	 0.088964946380903 
616	 8.91900763407446E-02 
617	 8.94348396685214E-02 
618	 8.97369056145119E-02 
619	 8.99842382216651E-02 
620	 9.01345219334924E-02 
621	 9.03362824559042E-02 
622	 9.05636468920554E-02 
623	 9.07745692823096E-02 
624	 9.09329929860924E-02 
625	 9.11282054556033E-02 
626	 9.13141008870004E-02 
627	 0.091467048494091 
628	 9.16069835207646E-02 
629	 9.17453863845692E-02 
630	 9.19132860862783E-02 
631	 9.21133070052231E-02 
632	 9.22193396743478E-02 
633	 0.092358241697803 
634	 9.25227998226008E-02 
635	 9.26042853906809E-02 
636	 9.27659736598939E-02 
637	 9.29505919961809E-02 
638	 9.30921697508286E-02 
639	 9.31944912818042E-02 
640	 9.33246254910206E-02 
641	 9.34681489509389E-02 
642	 9.35834505106012E-02 
643	 0.093758419363791 
644	 9.38898813674958E-02 
645	 9.39601941281668E-02 
646	 9.40999522009008E-02 
647	 0.094246352111499 
648	 9.43863485569661E-02 
649	 9.45227960631569E-02 
650	 9.46680465587555E-02 
651	 9.48317742408337E-02 
652	 9.50062696529788E-02 
653	 9.51696371945027E-02 
654	 9.53222026293948E-02 
655	 0.095476115303456 
656	 0.095642846024891 
657	 9.58263554001679E-02 
658	 9.60142382379361E-02 
659	 0.096200178933148 
660	 9.63780793521246E-02 
661	 9.65145793987877E-02 
662	 9.66943792180524E-02 
663	 9.69340754746046E-02 
664	 9.71374540271087E-02 
665	 9.73411384604285E-02 
666	 0.097531609354731 
667	 9.77019533660333E-02 
668	 9.79239277127417E-02 
669	 9.81262518533478E-02 
670	 9.83062637564102E-02 
671	 9.85204751556121E-02 
672	 9.87801131116009E-02 
673	 9.90557493698304E-02 
674	 0.09931639415656 
675	 9.95486925108138E-02 
676	 9.97450007377641E-02 
677	 9.99529140054024E-02 
678	 0.100226556590964 
679	 0.10047322621369 
680	 0.100748229932403 
681	 0.101056375976352 
682	 0.101321832597276 
683	 0.101593781167256 
684	 0.101858283152974 
685	 0.102102476545941 
686	 0.102370450235469 
687	 0.102672124778633 
688	 0.102993902992656 
689	 0.103301472731701 
690	 0.103531824480336 
691	 0.103778901845563 
692	 0.104094065051282 
693	 0.104398771862964 
694	 0.104717698475167 
695	 0.105051762540561 
696	 0.105388392280086 
697	 0.105687434908751 
698	 0.105957788897329 
699	 0.10623569842964 
700	 0.106578253411663 
701	 0.106914966904839 
702	 0.107222170449785 
703	 0.107506995415487 
704	 0.107835054811437 
705	 0.108131697495452 
706	 0.10840076822922 
707	 0.108688284123852 
708	 0.109022311288699 
709	 0.109337756281243 
710	 0.109610638123022 
711	 0.109889647157359 
712	 0.110232392809379 
713	 0.110535994470246 
714	 0.11072702744704 
715	 0.111020736460094 
716	 0.111338427504649 
717	 0.111621934312749 
718	 0.111842249715292 
719	 0.112075709170509 
720	 0.112342220962378 
721	 0.112620126816931 
722	 0.112826081725199 
723	 0.113027518713504 
724	 0.113243224507288 
725	 0.113464401936706 
726	 0.113626639872982 
727	 0.113829885337269 
728	 0.114060111745336 
729	 0.114198647520726 
730	 0.114356002213488 
731	 0.114523072638505 
732	 0.114677621880571 
733	 0.11482290003893 
734	 0.114929351393144 
735	 0.115016532009127 
736	 0.115117102448944 
737	 0.115200645265028 
738	 0.115276912410739 
739	 0.11535986181998 
740	 0.115462032478084 
741	 0.115484457828406 
742	 0.115479057191187 
743	 0.11550192494934 
744	 0.115531062256909 
745	 0.115515923433172 
746	 0.115485379372087 
747	 0.11549207875096 
748	 0.115455057110371 
749	 0.115399362253381 
750	 0.115338874555275 
751	 0.11526280941096 
752	 0.11518924628422 
753	 0.115132299498051 
754	 0.115083694825862 
755	 0.114974841128202 
756	 0.11485555776203 
757	 0.114750195938543 
758	 0.114662711196387 
759	 0.11456083912663 
760	 0.114415781548588 
761	 0.114241158579069 
762	 0.114100240914574 
763	 0.113970351482182 
764	 0.113823145134574 
765	 0.113644115048988 
766	 0.113460294925725 
767	 0.113296548449642 
768	 0.113136576144796 
769	 0.112946635022876 
770	 0.112742306887288 
771	 0.112538388296582 
772	 0.112343938786886 
773	 0.112161019119209 
774	 0.111992124244431 
775	 0.111807077583411 
776	 0.111589426519282 
777	 0.111377851893365 
778	 0.111156498916291 
779	 0.110950153007506 
780	 0.110782214999811 
781	 0.110551731340972 
782	 0.110333435643313 
783	 0.110132892801555 
784	 0.109875822396387 
785	 0.109696498472632 
786	 0.109506677683249 
787	 0.109245386604986 
788	 0.109012451067547 
789	 0.108855145018012 
790	 0.10869508298348 
791	 0.108442559137704 
792	 0.108242418885712 
793	 0.108024038358864 
794	 0.107792244183706 
795	 0.107617378017912 
796	 0.107421305053672 
797	 0.107200998767833 
798	 0.106980754820283 
799	 0.106811961974593 
800	 0.106633838044417 
801	 0.106431104705231 
802	 0.1062155084035 
803	 0.106044932346701 
804	 0.105842634954482 
805	 0.105642796145316 
806	 0.105525548629212 
807	 0.105313130196094 
808	 0.105104918431659 
809	 0.104940442648847 
810	 0.104743217877496 
811	 0.104616397877457 
812	 0.104479964754589 
813	 0.104280181969688 
814	 0.104149251807716 
815	 0.10400214324254 
816	 0.103824692791044 
817	 0.103644045403162 
818	 0.103540213496406 
819	 0.103416782198621 
820	 0.103240226362404 
821	 0.103048740795383 
822	 0.102938432334801 
823	 0.10284288819958 
824	 0.102718988360578 
825	 0.102606287276603 
826	 0.102480544901341 
827	 0.102363399590624 
828	 0.102265173238683 
829	 0.102118832211118 
830	 0.101982874869022 
831	 0.101894090178735 
832	 0.101847891863588 
833	 0.101674450417269 
834	 0.101540425690789 
835	 0.101485337679536 
836	 0.101409746646806 
837	 0.10135183810981 
838	 0.10130431800551 
839	 0.101235206538651 
840	 0.101080311829432 
841	 0.100997658897879 
842	 0.100957556502965 
843	 0.100898375241868 
844	 0.100839805953636 
845	 0.100795171283157 
846	 0.100747601805531 
847	 0.100676711788722 
848	 0.100626572620912 
849	 0.100596578196662 
850	 0.100544685892322 
851	 0.100419170674267 
852	 0.100421757314072 
853	 0.100444808478947 
854	 0.10041727110175 
855	 0.100388712208663 
856	 0.100353686492881 
857	 0.100355114335068 
858	 0.100392639711824 
859	 0.100327383051682 
860	 0.100301068446261 
861	 0.100298048143638 
862	 0.100267041530807 
863	 0.100262162334903 
864	 0.100285802996037 
