Wavelength	LMW_13_a00005.asd
350	 6.43583818332527E-02 
351	 5.72722405656423E-02 
352	 4.77551982755279E-02 
353	 4.13900671912217E-02 
354	 4.99860316241876E-02 
355	 5.23575170042572E-02 
356	 4.92679377658081E-02 
357	 4.70831076060861E-02 
358	 4.93982678333664E-02 
359	 4.95199158095358E-02 
360	 4.74786688953689E-02 
361	 4.72391084244686E-02 
362	 4.20103817056538E-02 
363	 4.19422037449196E-02 
364	 4.81094893866264E-02 
365	 4.44910957971399E-02 
366	 4.32266698440866E-02 
367	 4.32369696891654E-02 
368	 4.21127989334781E-02 
369	 4.74343239448227E-02 
370	 4.88401459908228E-02 
371	 4.58558763006058E-02 
372	 4.48821926463058E-02 
373	 4.59250574176423E-02 
374	 4.65637055355091E-02 
375	 4.59792351106876E-02 
376	 4.68161489463949E-02 
377	 4.58261395119444E-02 
378	 4.53644085532737E-02 
379	 4.77978741288811E-02 
380	 4.86221928222866E-02 
381	 4.74280044403516E-02 
382	 0.046167463735675 
383	 4.79847278824177E-02 
384	 4.88941392867605E-02 
385	 4.87944948383244E-02 
386	 4.82801942430411E-02 
387	 4.80387631011975E-02 
388	 4.83999837054253E-02 
389	 4.90865243076385E-02 
390	 4.94319720301065E-02 
391	 4.78119556259805E-02 
392	 4.85095292588704E-02 
393	 5.15901979407276E-02 
394	 5.35110690252168E-02 
395	 5.49780046223639E-02 
396	 0.055564775915796 
397	 5.57964025988031E-02 
398	 5.88347295027433E-02 
399	 5.94379960916262E-02 
400	 5.94263893270197E-02 
401	 6.19149109168181E-02 
402	 6.14577094425003E-02 
403	 6.17409402356332E-02 
404	 6.33689933989793E-02 
405	 6.34227718652142E-02 
406	 6.27611357072715E-02 
407	 6.31395487807499E-02 
408	 6.47494542711157E-02 
409	 6.31602869488721E-02 
410	 6.32363071023998E-02 
411	 6.48127922860883E-02 
412	 6.54898074287632E-02 
413	 6.54749731530587E-02 
414	 0.065401799647595 
415	 6.53602473678338E-02 
416	 6.46993824689075E-02 
417	 6.34727116521882E-02 
418	 6.29072850087131E-02 
419	 6.35729613676012E-02 
420	 6.31008576462424E-02 
421	 0.061767572185568 
422	 6.07703348360304E-02 
423	 6.15022815241181E-02 
424	 6.11189049068318E-02 
425	 0.060049721155309 
426	 5.90514295549715E-02 
427	 5.86454852434684E-02 
428	 5.82033426703967E-02 
429	 5.78937082111752E-02 
430	 5.79635659526689E-02 
431	 5.77702528714644E-02 
432	 5.73590215937518E-02 
433	 5.72142729864403E-02 
434	 5.81248306611489E-02 
435	 5.87500839884753E-02 
436	 5.93893783653384E-02 
437	 6.02575659820282E-02 
438	 6.03309280932412E-02 
439	 0.061256682128174 
440	 6.27043012007685E-02 
441	 6.35007514914833E-02 
442	 6.44834369974162E-02 
443	 6.53895340420747E-02 
444	 6.61575147196172E-02 
445	 6.71786127196196E-02 
446	 6.82310149001865E-02 
447	 6.92139104095427E-02 
448	 7.01369931444672E-02 
449	 7.13605463717186E-02 
450	 0.072385249501844 
451	 7.32711007573689E-02 
452	 7.45421808812091E-02 
453	 7.58992999985567E-02 
454	 7.67803665391733E-02 
455	 7.71186406476645E-02 
456	 7.81391441360584E-02 
457	 7.91309554625791E-02 
458	 0.0800041644647 
459	 8.09415194155523E-02 
460	 8.20592384163834E-02 
461	 8.27976096959422E-02 
462	 0.083248810618569 
463	 8.44824192199716E-02 
464	 8.56091669120556E-02 
465	 8.65184435267892E-02 
466	 8.73018597953011E-02 
467	 8.78924154808353E-02 
468	 0.088827804136435 
469	 8.99254714031417E-02 
470	 9.04821092213604E-02 
471	 9.13586357995458E-02 
472	 9.23221799137498E-02 
473	 9.31498747371722E-02 
474	 9.41169378177232E-02 
475	 9.48163523873715E-02 
476	 9.52869170448442E-02 
477	 9.57906971304593E-02 
478	 9.65781874065305E-02 
479	 9.74363389408553E-02 
480	 9.81782040196163E-02 
481	 9.87145587990274E-02 
482	 9.92481311283456E-02 
483	 9.98578702291083E-02 
484	 0.1005129612205 
485	 0.100909629466163 
486	 0.101355086054814 
487	 0.10189564139451 
488	 0.10235521677337 
489	 0.102792434556101 
490	 0.103283552781971 
491	 0.103809608306641 
492	 0.104111540431865 
493	 0.104315266933636 
494	 0.104579264481093 
495	 0.10502076892215 
496	 0.105296930164612 
497	 0.105496777839873 
498	 0.105720985610327 
499	 0.106024358226354 
500	 0.106292447893592 
501	 0.106475382188292 
502	 0.106574342578465 
503	 0.106685072970401 
504	 0.106927817199139 
505	 0.10722417609217 
506	 0.107333406638141 
507	 0.107491201838154 
508	 0.107622354417006 
509	 0.107655777272662 
510	 0.10767268922895 
511	 0.107801596461091 
512	 0.107976674795605 
513	 0.108046476963754 
514	 0.108142053858253 
515	 0.108278048769009 
516	 0.108414379655826 
517	 0.10843641922955 
518	 0.108496798701981 
519	 0.10852670417896 
520	 0.108449715830461 
521	 0.108540335557755 
522	 0.108633490323093 
523	 0.108693242041543 
524	 0.108839712435383 
525	 0.108771829347776 
526	 0.108683760800634 
527	 0.108769232310656 
528	 0.108852395070322 
529	 0.109013959100965 
530	 0.109160301376158 
531	 0.109112095957435 
532	 0.109087861119489 
533	 0.109173270111257 
534	 0.109337913041386 
535	 0.109354547779688 
536	 0.109382435275227 
537	 0.109457833572387 
538	 0.109565205782249 
539	 0.109664461482065 
540	 0.109797986953668 
541	 0.109962751724185 
542	 0.110087683579704 
543	 0.110193136471691 
544	 0.110318085788284 
545	 0.110484419300424 
546	 0.110620721742373 
547	 0.110770095961947 
548	 0.110958569270148 
549	 0.11118481644489 
550	 0.111235826886304 
551	 0.111241599238643 
552	 0.11135446077355 
553	 0.111627580334875 
554	 0.111866321724659 
555	 0.112022210438979 
556	 0.112145215781382 
557	 0.112377087857309 
558	 0.112659263216747 
559	 0.112930329484184 
560	 0.11316405255769 
561	 0.113441000715156 
562	 0.113717488776299 
563	 0.113934049314142 
564	 0.114196345977213 
565	 0.114474919782324 
566	 0.114776999402738 
567	 0.115158140319682 
568	 0.115635170680366 
569	 0.116034596244058 
570	 0.116235529925835 
571	 0.116419458579444 
572	 0.116696747194359 
573	 0.117089370774868 
574	 0.117542110044582 
575	 0.117923959049913 
576	 0.118377168949724 
577	 0.118953336159344 
578	 0.11940555316873 
579	 0.119851588695917 
580	 0.120360111150066 
581	 0.120962712314561 
582	 0.12156825308514 
583	 0.122037815740233 
584	 0.122368143403118 
585	 0.12274686531655 
586	 0.123166032707725 
587	 0.123623169933905 
588	 0.124130652648823 
589	 0.124815649514577 
590	 0.125405385582691 
591	 0.125865673934945 
592	 0.126389166381304 
593	 0.126887271311525 
594	 0.127470923347199 
595	 0.1282074739808 
596	 0.128988988365954 
597	 0.129636330980587 
598	 0.13016922350895 
599	 0.130713065466064 
600	 0.131182044935677 
