Wavelength	MM_3400009.asd
350	 5.60216715472403E-02 
351	 5.47676582446203E-02 
352	 5.20712912583742E-02 
353	 5.10870020394712E-02 
354	 4.80980428895226E-02 
355	 4.67734486800634E-02 
356	 4.41556380286035E-02 
357	 3.95749654012857E-02 
358	 4.76592778719821E-02 
359	 5.19144667284979E-02 
360	 0.050859515458826 
361	 5.23508460693667E-02 
362	 4.80444127290816E-02 
363	 0.048824489881661 
364	 5.55141126965031E-02 
365	 4.98784770440805E-02 
366	 4.73146839868649E-02 
367	 4.79466093822417E-02 
368	 4.89498623029737E-02 
369	 5.43845053848673E-02 
370	 5.57154653821909E-02 
371	 5.27891622391968E-02 
372	 5.13731365789153E-02 
373	 5.21587992438269E-02 
374	 5.42130226169162E-02 
375	 5.58454117293374E-02 
376	 5.44463162708861E-02 
377	 0.053778329502624 
378	 5.50438255271722E-02 
379	 0.057745344049184 
380	 5.83845989818411E-02 
381	 5.90640736965136E-02 
382	 6.02426544485047E-02 
383	 6.09155788918782E-02 
384	 6.01726140132393E-02 
385	 5.71951966029848E-02 
386	 5.40248251730834E-02 
387	 5.83321639068785E-02 
388	 5.97728548037943E-02 
389	 0.058546965231459 
390	 5.78215882867459E-02 
391	 5.68586166099475E-02 
392	 5.73236794403354E-02 
393	 5.91632891801563E-02 
394	 6.08253716798516E-02 
395	 6.16508612514394E-02 
396	 6.16223289963856E-02 
397	 6.13291675797402E-02 
398	 6.23721792743717E-02 
399	 6.32413187840972E-02 
400	 0.063435487105596 
401	 6.30755724418005E-02 
402	 6.34022263656743E-02 
403	 6.33761963535976E-02 
404	 0.062956897762995 
405	 6.31886381016395E-02 
406	 6.28266048949732E-02 
407	 6.30766155639704E-02 
408	 6.43924132423871E-02 
409	 6.41714749902987E-02 
410	 6.38468424805203E-02 
411	 0.063374038886754 
412	 0.06238320581548 
413	 6.34451435200446E-02 
414	 6.38002266099885E-02 
415	 6.32164958133956E-02 
416	 6.52781148583258E-02 
417	 6.44280179103196E-02 
418	 6.33687264007994E-02 
419	 6.48365877738441E-02 
420	 6.46895245071207E-02 
421	 6.41608763248337E-02 
422	 6.39673617160124E-02 
423	 6.43072231850521E-02 
424	 6.41267204797996E-02 
425	 6.40566626574002E-02 
426	 0.064356105231243 
427	 6.42321777427587E-02 
428	 6.39350391254014E-02 
429	 0.063775782243941 
430	 6.39786096365918E-02 
431	 6.42618284461006E-02 
432	 6.40968924288364E-02 
433	 6.37261096334555E-02 
434	 0.064058705301569 
435	 6.37934345665296E-02 
436	 6.35065960870138E-02 
437	 6.37054095253039E-02 
438	 6.37524736952219E-02 
439	 6.38903690316824E-02 
440	 6.40170735982402E-02 
441	 0.063936134656642 
442	 6.41131350159591E-02 
443	 0.064338308029112 
444	 0.06434776523377 
445	 6.38689146808328E-02 
446	 6.37988784274863E-02 
447	 0.064063617807074 
448	 6.42631784878152E-02 
449	 0.063964295810476 
450	 6.38786377747842E-02 
451	 6.39992520294867E-02 
452	 6.37278003328849E-02 
453	 6.37148575847883E-02 
454	 6.37702288102754E-02 
455	 6.37896422468158E-02 
456	 6.43407277212952E-02 
