Wavelength	MM400000.asd
350	 0.040730747883895 
351	 4.97419308388281E-02 
352	 4.51568460379778E-02 
353	 3.11817611960268E-02 
354	 3.34326998872009E-02 
355	 4.12243419932664E-02 
356	 4.60973718132756E-02 
357	 4.41236493286029E-02 
358	 4.45930978310028E-02 
359	 4.22534780129978E-02 
360	 3.97145675321396E-02 
361	 4.34723523934815E-02 
362	 4.20664602389273E-02 
363	 4.12837559886404E-02 
364	 0.043279370723609 
365	 4.12449279115466E-02 
366	 4.19003209515956E-02 
367	 4.23486155890006E-02 
368	 3.97178364351894E-02 
369	 4.19188015419109E-02 
370	 4.19515585713431E-02 
371	 4.07648311259894E-02 
372	 4.40957604829006E-02 
373	 4.41166334656502E-02 
374	 4.31822840429426E-02 
375	 4.34871088093425E-02 
376	 4.46789309161399E-02 
377	 4.41135507484413E-02 
378	 4.33906699169763E-02 
379	 4.46021042096584E-02 
380	 4.64943551229851E-02 
381	 4.46625608889833E-02 
382	 0.041341598183833 
383	 4.31812628172039E-02 
384	 0.045592081015923 
385	 4.46139691890379E-02 
386	 0.04096542852167 
387	 4.38182013622411E-02 
388	 4.66819382958223E-02 
389	 4.68887383629195E-02 
390	 4.42066483929926E-02 
391	 4.32591685699629E-02 
392	 4.35008229720969E-02 
393	 4.49120958217723E-02 
394	 4.78722097843329E-02 
395	 4.80932643439247E-02 
396	 4.72242830598103E-02 
397	 4.72070003489246E-02 
398	 4.85310544618763E-02 
399	 4.86060682396874E-02 
400	 4.87216402965962E-02 
401	 5.05944689394184E-02 
402	 4.96703029990674E-02 
403	 4.87131438469013E-02 
404	 4.88929570849063E-02 
405	 4.92900928148677E-02 
406	 4.94789111667644E-02 
407	 0.049711735414563 
408	 5.00244915568723E-02 
409	 4.93754307301392E-02 
410	 4.93387562644732E-02 
411	 4.97479377772217E-02 
412	 4.97390136678002E-02 
413	 4.99274013344827E-02 
414	 5.00422552362478E-02 
415	 5.01301955225398E-02 
416	 5.07566290139128E-02 
417	 5.02977756281775E-02 
418	 5.00626676258397E-02 
419	 5.10607243439161E-02 
420	 5.08518145738467E-02 
421	 5.04323950291945E-02 
422	 5.05114284064418E-02 
423	 5.13619440962999E-02 
424	 5.10764937526353E-02 
425	 5.04737909793507E-02 
426	 5.01903352112163E-02 
427	 4.98407567787766E-02 
428	 4.97761541947851E-02 
429	 0.049783252242668 
430	 4.96216437648389E-02 
431	 4.98795757761279E-02 
432	 5.01177818282731E-02 
433	 5.01369412922973E-02 
434	 5.00261790236466E-02 
435	 5.01221047783591E-02 
436	 5.03734407582132E-02 
437	 5.05155720808042E-02 
438	 4.98521458100754E-02 
439	 0.049707915200228 
440	 5.00496099998592E-02 
441	 5.01686600221844E-02 
442	 4.99984190136255E-02 
443	 4.99534080767488E-02 
444	 0.050159431241209 
445	 5.02543175330433E-02 
446	 5.00994043525083E-02 
447	 4.99932121327493E-02 
448	 5.02270730527232E-02 
449	 5.04711573939089E-02 
450	 0.050703188861392 
451	 5.08456183868172E-02 
452	 5.07849752181933E-02 
453	 5.07207810697359E-02 
454	 5.05723243787957E-02 
455	 5.03779161345144E-02 
456	 5.06384484631467E-02 
457	 5.06435684698596E-02 
458	 5.04208364549681E-02 
459	 5.03308937300749E-02 
460	 5.04239440411204E-02 
461	 5.05500798131631E-02 
462	 5.06369081282099E-02 
463	 5.07476189782525E-02 
464	 5.10085711132885E-02 
465	 5.10843895359533E-02 
466	 5.07623482091747E-02 
467	 5.08322556953348E-02 
468	 5.08260939173451E-02 
469	 5.06757743804517E-02 
470	 0.0506525226799 
471	 5.06957193665069E-02 
472	 5.07704804835554E-02 
473	 5.08410894634668E-02 
474	 5.08657920824066E-02 
475	 5.08864030806266E-02 
476	 0.050913906522764 
477	 5.09438788641109E-02 
478	 5.09768125205159E-02 
479	 5.09167394670309E-02 
480	 5.08108014301925E-02 
481	 5.09113943781348E-02 
482	 5.09879949617678E-02 
483	 5.10085708602474E-02 
484	 5.10063182291171E-02 
485	 5.10456499631671E-02 
486	 0.051042591327209 
487	 5.09641919115613E-02 
488	 0.050833923939963 
489	 5.08156616866771E-02 
490	 5.08782094497178E-02 
491	 5.09626251615551E-02 
492	 5.10516566979594E-02 
493	 5.10701412437152E-02 
494	 5.10172388021559E-02 
495	 5.09529437490251E-02 
496	 5.10850501824674E-02 
497	 5.11062221939186E-02 
498	 5.09857596580116E-02 
499	 5.11806661574272E-02 
500	 5.11819714683261E-02 
501	 5.10766750423276E-02 
502	 5.10972686093114E-02 
503	 5.13122265018183E-02 
504	 5.13792992788582E-02 
505	 5.12759776492421E-02 
506	 5.12746729339144E-02 
507	 5.13066455703292E-02 
508	 5.12905093817193E-02 
509	 5.12048587805661E-02 
510	 5.11908568960483E-02 
511	 0.051274159223738 
512	 5.13354857235892E-02 
513	 5.12214602056804E-02 
514	 5.12458256670471E-02 
515	 5.13063605668209E-02 
516	 5.13425398696088E-02 
517	 5.14588738045335E-02 
518	 5.14692079974241E-02 
519	 5.13923691160332E-02 
520	 5.13272270398083E-02 
521	 5.13846716772317E-02 
522	 5.14405000547467E-02 
523	 5.14625090939654E-02 
524	 5.15275138148428E-02 
525	 5.15683624936946E-02 
526	 5.15261809950269E-02 
527	 5.14222160425792E-02 
528	 5.15165797483414E-02 
529	 5.16303086864347E-02 
530	 5.16769252436322E-02 
531	 5.16474875932185E-02 
532	 0.051656900035952 
533	 5.16998675959233E-02 
534	 5.17528945556088E-02 
535	 5.17904958580711E-02 
536	 5.18905099286734E-02 
537	 5.19755812670238E-02 
538	 5.19480026709463E-02 
539	 5.20231600996779E-02 
540	 5.20771875507177E-02 
541	 5.20728103404624E-02 
542	 5.21205497995939E-02 
543	 5.22269283044144E-02 
544	 5.23159947431204E-02 
545	 5.23323725328528E-02 
546	 5.24072202437694E-02 
547	 5.24674476142704E-02 
548	 5.25201046717718E-02 
549	 5.26345896914688E-02 
550	 5.26210644484771E-02 
551	 5.26426064117567E-02 
552	 5.28096357573549E-02 
553	 5.29356675898798E-02 
554	 5.30271314832875E-02 
555	 5.31125991058269E-02 
556	 5.32372020494767E-02 
557	 5.34363321060331E-02 
