Wavelength	LMW7 profile 200009.asd
350	 6.77010077847109E-02 
351	 6.57964658425164E-02 
352	 6.26554164685206E-02 
353	 5.95409827415926E-02 
354	 0.060011274612056 
355	 6.46041677522955E-02 
356	 6.76628718668575E-02 
357	 6.52874666786566E-02 
358	 6.72993354743557E-02 
359	 0.065553288801656 
360	 6.05287630953837E-02 
361	 0.058282645954065 
362	 5.70165025021649E-02 
363	 6.00711528164799E-02 
364	 6.54774542783223E-02 
365	 6.20199264231985E-02 
366	 5.87628211865774E-02 
367	 5.83293857208215E-02 
368	 0.060634774442244 
369	 6.29057820306836E-02 
370	 6.28927891162721E-02 
371	 6.19386886403339E-02 
372	 6.35039212567453E-02 
373	 6.60002403890878E-02 
374	 6.69342140245709E-02 
375	 6.56299890207818E-02 
376	 6.45210282797237E-02 
377	 6.38944763299929E-02 
378	 6.56112114294249E-02 
379	 7.00851965256877E-02 
380	 7.09987637740848E-02 
381	 6.96955515968926E-02 
382	 6.84135914009655E-02 
383	 6.95535324279379E-02 
384	 0.071461760819188 
385	 7.25927859076161E-02 
386	 7.30094526237946E-02 
387	 7.59078191068529E-02 
388	 7.70697256048786E-02 
389	 7.82423524207059E-02 
390	 8.15703246859958E-02 
391	 8.14254794433185E-02 
392	 8.19943476632974E-02 
393	 8.49821893689652E-02 
394	 8.92596266437649E-02 
395	 8.92458525756356E-02 
396	 8.96017824243511E-02 
397	 9.31841594733322E-02 
398	 9.54143303023652E-02 
399	 9.75820456978618E-02 
400	 0.100081933150215 
401	 0.102881941965708 
402	 0.105066504365411 
403	 0.107026056446929 
404	 0.109229094034253 
405	 0.112072194558522 
406	 0.114495211310986 
407	 0.116676684687906 
408	 0.118729844768301 
409	 0.119780004790357 
410	 0.1215930524433 
411	 0.124050015053641 
412	 0.126149290376336 
413	 0.127708654224638 
414	 0.128783064999344 
415	 0.129481985596211 
416	 0.129896308662396 
417	 0.130970458873493 
418	 0.132198670302775 
419	 0.132867184732632 
420	 0.132926770130155 
421	 0.132295244821798 
422	 0.131863600878373 
423	 0.132774718767543 
424	 0.131814664457969 
425	 0.130460727861206 
426	 0.12981606703884 
427	 0.129239419751006 
428	 0.128329937252295 
429	 0.127296049035035 
430	 0.126398236040783 
431	 0.124900721368263 
432	 0.123817492000806 
433	 0.123329606172329 
434	 0.122770988964603 
435	 0.122403480973672 
436	 0.122431890472655 
437	 0.122927237789679 
438	 0.123627746316622 
439	 0.12481212861187 
440	 0.126291449317509 
441	 0.127690565901561 
442	 0.129134042547674 
443	 0.130994582742736 
444	 0.133228688928301 
